sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,17,12,15,15,40,24,20,22,17,28,24,15,16,6,7,17,18,16,2,6,21,13,11,12,""
02,11,13,14,-1,36,32,33,21,11,9,12,12,9,15,17,5,5,4,1,4,10,11,14,21,""
03,12,14,16,17,19,15,32,19,15,16,13,27,18,8,16,9,3,1,3,6,4,22,18,22,""
04,13,24,18,29,31,27,43,32,22,31,11,11,6,14,10,13,13,7,5,6,8,6,6,9,""
05,14,14,8,17,16,19,28,16,19,12,11,7,10,13,9,4,15,3,7,4,9,15,14,16,""
06,17,15,16,17,29,26,47,15,13,28,18,28,18,21,15,17,13,14,4,6,9,23,25,16,""
07,21,16,25,33,36,28,66,33,47,42,28,25,13,14,13,24,27,13,7,10,7,16,26,26,""
08,22,35,21,24,30,30,34,34,22,48,14,24,17,11,21,21,27,15,13,15,16,20,21,19,""
09,21,16,16,29,23,36,48,28,36,11,20,22,26,32,16,19,15,11,31,8,9,24,32,9,""
10,23,19,20,15,22,31,43,37,35,20,23,29,17,20,57,20,35,20,24,26,29,22,28,31,""
11,29,27,23,25,34,37,54,58,41,26,24,26,24,22,24,13,17,6,13,17,19,17,22,14,""
12,24,16,22,17,17,36,44,59,54,54,26,21,39,17,25,29,-1,-1,-1,-1,-1,-1,-1,-1,""
13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,23,19,22,""
14,28,14,18,29,37,61,41,34,27,39,23,12,14,16,21,17,27,9,9,26,9,19,24,14,""
15,25,16,13,11,21,33,15,17,10,16,13,25,19,13,9,11,10,15,3,15,13,15,15,7,""
16,13,3,5,7,3,10,8,13,7,6,10,6,10,3,18,3,3,8,7,3,4,10,6,4,""
17,8,10,9,7,14,11,35,12,13,11,10,9,24,12,11,14,20,10,9,9,10,13,23,17,""
18,12,10,12,24,11,30,47,32,28,30,27,39,27,30,24,17,14,23,6,12,16,23,29,15,""
19,16,21,16,19,19,57,54,54,36,40,29,16,18,49,21,34,29,32,9,10,37,15,24,25,""
20,21,19,17,31,26,26,60,28,38,20,36,25,29,17,12,22,18,6,16,12,15,13,20,13,""
21,12,17,17,21,13,22,30,28,1,0,16,17,13,24,9,15,16,8,2,4,8,4,18,9,""
22,15,8,17,13,14,9,16,15,17,14,13,16,6,7,5,3,7,7,1,10,19,22,22,24,""
23,11,15,11,19,30,23,39,30,17,32,57,19,25,9,6,5,15,15,15,8,14,23,46,22,""
24,29,18,21,30,42,30,52,35,32,39,17,24,23,39,20,13,25,25,19,36,32,26,27,38,""
25,24,21,28,25,24,30,46,76,47,61,21,27,20,18,13,31,24,20,15,16,13,39,32,33,""
26,23,28,23,20,10,22,52,98,50,43,12,16,15,21,25,18,11,5,4,7,11,12,13,4,""
27,12,11,11,14,20,22,42,36,32,21,23,29,9,15,12,13,11,11,12,12,18,16,21,20,""
28,16,35,21,28,21,36,38,36,49,31,25,27,20,50,10,28,14,14,7,6,18,20,27,22,""
29,26,18,23,29,26,36,46,51,54,41,41,32,19,15,19,13,22,18,20,17,24,20,23,35,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
