May,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,68,44,50,45,37,25,25,18,14,14,14,15,32,50,44,53,62,59,69,62,78,66,75,78
2,77,83,61,73,51,43,28,17,18,16,14,20,30,43,45,55,49,68,60,76,73,107,89,91
3,88,92,99,76,72,57,28,24,15,20,20,30,42,43,63,74,73,67,72,92,88,88,86,116
4,139,115,106,108,56,54,23,12,6,9,12,16,36,41,64,62,67,89,94,104,140,125,145,136
5,22,99,110,100,83,51,29,13,17,18,10,17,36,45,59,48,49,44,75,99,104,97,98,134
6,99,97,100,103,76,49,42,33,31,14,15,38,49,55,82,71,66,90,90,91,91,90,107,109
7,107,73,62,66,49,38,36,14,14,6,6,17,30,39,53,80,72,95,102,76,77,78,100,107
8,87,78,72,56,55,62,23,17,10,11,19,27,38,55,71,45,72,84,77,90,96,106,112,104
9,117,91,75,66,63,54,35,28,22,13,18,28,41,42,67,68,77,65,64,96,108,90,109,113
10,60,80,107,95,93,56,32,19,15,21,26,31,37,39,49,67,78,96,82,114,111,124,88,85
11,86,71,74,83,56,39,37,17,11,6,11,15,28,28,45,57,95,83,89,100,90,88,105,91
12,78,64,81,73,70,64,38,25,17,12,29,24,31,51,58,75,72,85,80,85,99,103,100,93
13,81,72,82,62,45,46,25,17,8,12,12,26,33,43,41,66,59,79,71,98,90,84,79,80
14,40,47,60,57,45,61,29,15,23,17,19,13,47,35,30,54,53,57,74,55,71,61,65,67
15,65,45,47,57,50,43,24,15,10,6,13,27,38,50,57,42,51,67,66,79,91,105,88,61
16,67,64,68,65,73,51,44,33,17,17,24,28,29,63,58,54,57,62,85,63,93,86,95,75
17,55,59,60,55,36,47,32,21,10,9,13,19,26,30,40,68,71,85,62,87,107,98,88,78
18,44,44,34,42,44,33,32,25,9,16,12,21,36,48,49,49,44,51,48,43,41,55,43,57
19,71,53,72,74,54,49,38,34,23,26,24,34,40,38,54,55,61,74,77,65,62,56,78,79
20,34,47,52,62,58,38,24,12,12,11,23,21,36,39,52,52,47,71,72,85,89,84,65,66
21,42,35,38,53,48,51,41,20,18,12,15,30,44,30,-1,76,66,58,65,55,82,59,71,55
22,62,58,69,57,48,36,30,13,9,11,22,21,18,35,40,63,60,64,72,76,78,71,95,71
23,47,42,38,48,49,29,22,23,27,15,17,14,37,39,43,50,56,47,70,60,45,69,62,48
24,49,62,52,-1,48,40,46,31,18,8,15,19,37,35,61,43,75,62,55,45,50,59,55,48
25,50,40,42,42,49,48,37,30,17,11,9,30,31,33,42,63,72,68,53,56,54,58,56,66
26,42,39,42,-1,-1,27,23,21,15,11,8,22,27,33,64,59,64,62,54,58,71,75,67,50
27,50,45,43,51,64,47,22,11,13,14,14,12,10,39,33,50,52,61,61,73,58,74,78,59
28,23,34,40,59,39,24,29,17,12,14,7,20,34,41,49,53,71,59,77,80,68,80,63,44
29,46,50,64,55,60,52,34,20,17,15,23,20,21,38,34,57,62,68,71,72,77,82,55,41
30,53,49,36,49,67,37,45,21,10,17,14,26,33,45,62,50,59,60,49,58,58,55,66,43
31,46,49,51,53,51,43,30,23,19,12,16,11,23,24,45,54,57,52,-1,69,64,74,77,60
