May,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,12,23,17,19,22,32,48,33,38,33,42,40,26,39,25,33,24,17,13,11,18,25,19,22
2,24,27,18,24,38,36,40,42,58,42,35,41,31,48,32,22,24,9,10,8,9,24,15,19
3,24,18,27,37,32,42,55,58,54,34,39,31,32,36,21,29,32,25,11,20,18,17,26,22
4,13,22,33,46,66,54,48,58,40,65,42,46,40,53,32,31,32,19,12,19,23,13,16,16
5,27,34,29,47,66,40,31,49,58,71,42,46,40,45,30,36,27,26,23,24,24,28,20,26
6,13,24,29,50,60,57,52,43,43,67,39,35,51,35,35,19,25,11,15,17,15,26,17,26
7,19,22,23,44,52,51,44,40,49,51,16,18,21,31,23,19,-1,21,9,19,12,21,18,24
8,16,17,26,32,38,52,47,36,28,34,32,37,26,28,31,25,12,11,5,7,8,18,20,16
9,9,12,14,34,37,30,22,36,23,21,17,17,18,28,17,25,23,18,19,20,8,18,11,14
10,18,24,29,39,56,44,48,60,45,35,42,35,36,40,38,61,57,22,26,19,26,24,22,16
11,22,28,26,26,40,56,46,49,33,32,42,39,44,39,38,31,125,177,60,46,20,27,23,16
12,15,12,21,32,31,33,40,59,47,54,33,34,42,35,38,30,47,17,17,20,17,14,21,28
13,20,17,14,18,37,29,49,47,38,33,24,29,36,47,38,31,20,17,18,30,24,25,28,16
14,9,17,21,33,42,52,46,126,174,137,61,41,39,30,48,23,34,31,17,25,25,26,15,25
15,22,15,28,26,34,36,39,37,43,41,27,33,29,29,39,27,41,12,12,18,20,27,26,32
16,23,29,33,25,48,45,60,37,48,26,37,40,33,50,42,40,49,25,12,15,22,26,17,19
17,22,26,21,26,29,55,57,47,28,30,31,33,29,59,24,32,45,21,22,17,34,25,20,17
18,27,16,26,29,35,38,42,34,41,45,22,46,51,38,26,38,39,21,16,17,23,18,20,18
19,26,21,28,18,26,38,47,23,27,47,27,39,36,41,30,47,46,16,13,24,12,22,16,9
20,15,30,14,29,39,48,25,41,18,29,23,17,30,22,27,25,36,18,17,20,16,19,22,12
21,24,17,19,34,36,37,45,28,25,10,10,14,19,27,30,24,23,17,17,23,14,21,15,16
22,15,12,21,20,28,55,35,41,20,24,19,27,19,23,20,26,16,16,8,17,12,15,15,5
23,9,16,15,23,20,36,29,18,11,68,15,21,13,11,18,11,28,9,6,4,3,6,12,10
24,11,9,11,14,29,23,26,20,11,11,18,16,15,14,21,17,32,10,6,23,15,23,16,-1,-1
25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,19,8,10,6,10,8,10,13,3
26,10,13,18,14,24,20,17,17,6,37,77,18,112,14,7,23,4,5,4,7,4,15,4,3
27,2,13,16,9,12,14,19,13,20,42,13,11,20,14,54,16,11,5,8,11,11,13,17,13
28,15,11,22,27,33,20,17,13,18,12,10,15,12,11,18,18,12,7,18,7,12,18,15,6
29,13,10,15,22,38,29,37,22,13,13,14,7,10,17,13,7,8,15,11,10,8,9,8,9
30,9,10,16,24,34,37,22,25,18,15,5,12,16,26,17,10,7,11,6,7,8,14,13,10
31,6,12,9,13,21,37,29,20,15,19,8,11,16,14,18,15,8,10,14,13,20,20,15,7
