May,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,117,224,315,320,323,324,366,395,345,371,390,369,304,272,218,137,111,90,88,96,132,141,152,150
2,129,199,249,299,326,353,368,375,400,363,432,401,350,258,199,147,103,105,101,93,111,146,166,161
3,140,191,290,288,305,349,323,387,396,405,407,397,340,263,210,155,115,88,97,92,101,123,152,108
4,140,242,341,388,399,401,342,452,388,381,435,360,258,280,207,136,85,94,108,116,109,106,139,93
5,145,238,322,373,366,350,374,498,469,473,466,396,336,239,222,171,84,95,72,89,130,143,116,125
6,151,231,295,367,383,400,364,412,388,391,429,386,327,271,204,137,109,118,116,114,126,179,139,150
7,170,271,322,363,392,409,382,460,362,381,407,396,330,285,210,148,101,103,90,119,129,138,149,145
8,137,247,326,359,404,405,393,437,434,422,445,410,357,303,211,150,106,94,109,128,142,161,186,135
9,131,244,327,359,360,368,352,320,372,360,463,382,323,266,211,143,104,84,86,116,135,138,182,131
10,167,188,292,300,350,323,318,374,315,151,228,383,312,237,206,163,117,101,107,96,117,139,145,89
11,148,235,303,353,399,421,370,390,377,429,417,406,314,259,144,153,111,131,140,123,139,132,135,108
12,132,199,294,345,343,398,358,358,344,436,463,446,380,307,217,146,117,113,101,115,135,162,186,161
13,184,227,306,342,370,423,312,342,380,426,446,425,340,294,210,145,104,119,97,131,166,163,158,132
14,158,253,289,352,386,390,363,387,374,385,446,422,341,283,233,169,144,114,84,106,171,138,177,175
15,138,218,272,308,309,370,406,426,369,372,375,384,370,270,189,158,126,110,123,111,137,149,176,132
16,160,191,252,305,362,358,396,324,333,355,463,444,396,282,190,133,95,147,98,124,127,156,160,139
17,147,154,183,194,236,258,212,259,204,310,367,344,278,245,173,123,100,73,98,98,94,117,105,104
18,162,236,259,353,342,406,307,338,386,371,417,421,371,313,231,176,124,116,134,113,127,168,147,129
19,181,251,298,340,395,406,352,406,353,442,436,416,365,297,204,144,93,93,89,79,120,145,147,87
20,162,276,277,335,353,411,310,379,373,354,397,441,383,296,217,181,120,91,96,109,144,182,193,109
21,163,241,301,346,378,392,348,372,336,373,427,430,377,291,239,177,115,108,112,124,138,186,188,190
22,179,261,307,383,385,367,374,378,243,262,271,390,319,297,210,155,99,113,114,117,148,122,192,191
23,203,222,318,351,384,370,411,351,356,188,458,403,340,313,263,155,128,111,116,133,100,179,158,202
24,136,213,232,263,337,357,332,340,311,319,383,410,371,323,232,198,131,111,113,122,158,137,116,140
25,165,262,291,367,391,427,357,339,327,356,417,417,347,351,267,186,148,139,137,127,147,171,202,142
26,150,233,275,351,397,395,356,346,357,448,422,387,393,302,254,199,145,101,91,101,168,196,172,125
27,135,259,288,338,377,397,353,372,310,337,417,494,416,338,262,217,129,121,111,116,145,168,187,144
28,164,234,310,334,360,386,331,385,363,375,417,446,444,381,243,201,151,115,99,128,144,156,159,172
29,108,176,226,257,346,376,351,356,322,364,437,417,332,301,201,160,90,106,125,116,147,170,175,168
30,110,202,284,324,335,357,392,380,341,319,435,410,331,293,210,171,145,127,106,157,142,152,157,140
31,184,232,272,358,436,358,338,328,352,398,441,442,369,333,243,188,150,120,114,102,129,158,130,122
