May,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,6,7,6,15,14,15,21,13,17,15,14,10
2,15,10,9,8,5,9,4,2,3,1,2,5,4,7,11,4,8,9,9,10,10,11,17,19
3,17,13,12,10,10,7,4,3,1,4,2,4,5,5,11,9,9,11,10,19,29,21,16,17
4,69,50,43,35,29,28,8,7,9,8,5,7,11,12,22,7,3,10,12,22,25,18,36,38
5,33,24,26,17,8,6,6,3,5,3,2,4,6,12,12,15,15,20,28,27,26,29,29,35
6,21,25,19,19,11,7,9,6,3,2,2,10,13,11,21,18,20,17,16,20,22,26,26,26
7,18,15,-1,-1,-1,2,9,-1,4,4,2,7,14,15,17,14,19,22,20,23,14,19,30,38
8,5,8,-1,-1,-1,-1,-1,-1,4,2,2,6,6,10,12,10,11,15,18,23,9,24,12,8
9,21,19,13,14,8,6,9,5,6,2,7,9,9,13,12,13,14,13,12,19,24,20,22,21
10,19,12,21,13,21,11,4,1,5,3,8,10,13,10,21,23,22,26,23,33,31,32,32,24
11,21,18,17,23,-1,-1,-1,-1,-1,2,2,7,13,22,8,19,33,21,20,25,20,11,32,25
12,10,-1,-1,-1,-1,16,5,8,3,2,7,8,6,11,23,24,21,31,20,18,17,18,30,22
13,18,17,19,24,12,14,10,2,6,2,1,5,13,7,16,14,16,20,14,22,24,14,16,20
14,10,17,17,18,22,29,15,7,8,5,4,10,15,21,18,11,23,22,18,23,20,21,22,12
15,-1,-1,-1,-1,10,7,7,3,5,5,10,14,16,25,18,16,18,15,17,17,27,29,18,-1,-1
16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,12,7,6,5,8,11,7,8,6,5,5,5,15,12,8,17,18,19,20,25,24,19,26,26
18,9,16,4,7,8,9,7,1,2,1,4,2,11,16,10,14,22,11,14,15,12,12,12,6
19,19,7,7,17,10,10,6,8,8,8,4,6,13,10,16,16,17,12,18,14,9,12,20,20
20,5,7,11,6,11,10,6,3,7,2,3,4,12,15,19,15,20,13,14,14,18,23,18,17
21,9,5,8,3,3,4,3,-1,3,2,2,4,12,10,5,34,34,15,19,15,24,17,19,18
22,14,6,8,6,9,4,7,3,4,2,5,6,12,9,15,17,15,9,18,16,20,14,18,12
23,6,8,8,11,7,4,6,8,5,2,5,5,9,9,21,18,18,12,17,18,9,17,15,12
24,13,15,13,-1,5,7,9,5,4,-1,5,2,10,11,16,15,22,12,13,15,20,9,11,6
25,-1,-1,-1,-1,-1,3,5,3,7,7,1,9,8,11,10,15,18,23,12,15,17,12,20,18
26,12,11,8,-1,-1,2,7,3,4,5,2,9,12,13,21,16,13,16,20,15,26,13,15,17
27,10,10,2,7,2,8,8,2,3,2,4,6,5,11,12,21,14,11,14,13,16,14,20,8
28,6,11,9,5,11,5,10,5,6,2,3,6,10,5,8,13,17,14,16,15,16,21,12,18
29,9,3,-1,-1,2,14,9,6,4,6,4,6,8,18,12,14,8,15,17,10,18,8,6,8
30,12,6,-1,-1,-1,4,3,2,3,2,3,18,15,11,19,21,16,26,16,16,17,19,16,9
31,13,6,12,5,9,16,3,5,5,1,2,6,12,8,29,11,20,12,15,24,12,15,22,12
