May,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,-1,10,20,14,-1,-1,-1,-1,-1,4,2,5,9,22,11,16,29,26,38,34,47,23,35,24
2,31,17,19,20,-1,12,6,5,8,-1,-1,-1,5,-1,8,-1,16,8,10,13,15,18,24,48
3,26,19,24,20,23,18,16,6,8,3,6,4,9,3,12,11,6,9,22,29,32,40,30,23
4,36,15,-1,34,-1,-1,-1,-1,-1,-1,7,4,4,7,10,21,23,22,34,25,30,36,65,24
5,52,49,37,26,28,13,10,7,4,5,5,9,4,13,15,30,30,29,32,43,46,64,78,66
6,28,29,-1,-1,-1,-1,-1,-1,5,7,3,4,8,12,19,23,35,26,33,44,36,61,56,41
7,44,31,37,20,24,-1,-1,-1,-1,2,5,6,16,24,22,24,21,26,23,44,53,51,56,48
8,31,31,28,18,15,17,13,8,8,3,4,6,12,17,21,28,25,30,40,46,42,63,53,31
9,57,35,23,23,20,12,7,6,11,6,5,5,9,7,10,32,38,44,42,36,41,68,55,53
10,26,27,21,21,20,15,11,7,12,4,12,12,18,18,16,19,20,25,36,36,47,54,44,24
11,62,48,64,38,39,24,12,13,20,15,11,3,14,25,17,16,50,44,42,30,46,76,59,55
12,27,28,32,28,-1,16,8,-1,7,13,6,5,14,19,22,20,26,43,22,26,36,38,36,58
13,53,41,50,38,32,14,7,4,6,3,7,9,6,6,10,16,20,25,21,30,36,54,50,39
14,21,27,26,-1,-1,-1,-1,-1,8,5,1,6,14,19,22,19,22,33,39,34,45,39,33,27
15,17,-1,15,-1,-1,-1,8,8,2,5,3,9,13,14,20,22,22,29,29,29,46,54,42,25
16,39,43,17,24,30,14,6,12,2,3,2,3,8,20,15,20,37,29,35,30,29,41,44,36
17,41,39,24,25,19,14,12,7,7,4,1,4,11,15,17,29,37,30,43,43,38,43,34,47
18,22,17,25,17,27,17,10,1,3,4,1,3,5,7,16,18,34,25,19,35,33,32,-1,33
19,37,33,23,20,27,17,12,12,12,5,6,6,7,6,7,28,21,25,29,32,27,38,33,38
20,20,27,32,26,20,12,7,4,1,4,2,3,4,29,18,5,30,27,23,22,38,33,32,26
21,16,21,14,12,7,-1,8,6,6,4,6,10,12,10,18,33,34,25,34,28,32,38,36,26
22,29,24,18,22,19,16,16,14,3,3,5,9,10,16,23,24,27,33,21,27,35,31,32,41
23,39,33,35,28,22,25,9,16,10,4,4,6,10,19,25,18,20,16,-1,-1,34,45,15,32
24,13,-1,13,-1,-1,12,-1,-1,-1,-1,6,9,7,11,23,20,34,24,26,25,30,44,44,27
25,-1,10,9,-1,-1,9,8,8,4,3,2,6,10,11,19,20,34,26,47,44,47,31,17,14
26,20,24,25,-1,-1,12,-1,9,6,-1,8,8,8,13,28,17,41,35,31,35,41,40,42,38
27,22,22,21,24,25,16,3,8,2,11,5,5,15,12,18,28,37,30,33,44,35,42,38,28
28,16,19,17,11,14,11,8,-1,5,6,4,5,20,21,30,12,24,19,25,22,35,38,34,29
29,21,13,17,30,23,22,18,-1,2,5,3,1,10,18,16,27,36,35,30,34,49,47,52,14
30,18,14,-1,-1,-1,-1,11,14,8,1,5,4,16,19,8,21,31,19,18,27,39,33,28,-1,-1
31,14,30,38,26,30,17,16,7,10,6,6,7,8,11,19,23,23,20,21,45,32,44,28,30
