jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,39,36,52,43,48,52,42,36,35,39,51,46,44,35,37,31,17,18,21,25,24,31,42,35,""
02,36,50,70,67,50,60,49,54,54,29,36,45,50,56,51,34,28,29,38,45,46,45,44,46,""
03,60,83,99,104,131,174,186,145,100,153,136,158,149,173,140,96,83,82,67,69,58,90,60,59,""
04,55,65,69,80,94,83,66,56,46,48,30,23,19,16,17,10,13,24,10,15,10,20,13,13,""
05,22,18,32,30,28,43,26,31,33,15,24,23,19,16,17,10,13,24,10,15,10,20,13,13,""
06,22,18,32,30,28,43,26,31,33,15,24,23,19,16,17,10,13,13,12,11,18,25,13,13,""
07,8,26,23,22,28,38,23,16,29,30,25,22,18,31,26,17,18,19,20,22,29,30,20,26,""
08,29,34,46,39,56,52,36,29,39,51,46,34,28,30,29,29,15,14,20,29,34,30,32,19,""
09,37,34,44,49,42,41,22,33,39,29,33,37,33,19,18,17,19,19,12,18,25,22,17,51,""
10,24,32,35,46,41,38,35,36,37,30,30,24,27,23,23,16,5,17,17,18,26,23,20,25,""
11,34,25,46,37,33,18,32,16,21,29,29,32,30,18,18,16,18,20,18,20,17,15,20,21,""
12,11,57,60,54,55,55,44,48,41,26,18,23,18,17,17,25,21,33,32,22,17,26,30,21,""
13,28,25,44,51,56,34,30,26,56,39,37,43,30,37,10,26,25,15,16,26,27,27,29,27,""
14,28,35,35,35,52,36,40,24,31,43,35,39,23,34,30,19,14,11,15,16,19,29,26,23,""
15,39,44,39,55,48,48,31,30,23,29,41,50,44,39,26,14,13,19,18,16,20,24,28,30,""
16,20,22,25,38,38,21,21,11,12,24,35,37,29,29,19,22,12,9,15,18,15,25,18,17,""
17,14,17,25,23,32,34,19,25,16,64,25,34,22,25,19,11,21,15,16,21,21,20,23,26,""
18,32,46,42,46,49,31,31,27,22,30,36,23,33,18,17,16,21,15,11,11,16,22,14,12,""
19,13,21,13,12,16,17,12,16,5,19,16,16,5,11,9,6,9,8,11,10,11,4,12,6,""
20,9,8,8,7,12,7,5,5,17,6,9,10,9,10,8,6,7,15,12,15,4,13,11,10,""
21,7,10,10,15,17,8,10,18,14,9,16,10,11,9,11,6,14,10,12,22,11,20,12,5,""
22,10,7,9,14,9,21,14,20,19,16,19,35,31,21,13,12,10,16,16,15,34,25,23,22,""
23,19,32,27,23,21,19,11,13,19,16,18,22,25,24,13,15,13,21,21,20,22,27,24,24,""
24,20,10,30,14,11,11,8,13,10,16,22,34,24,20,9,26,14,19,14,14,32,21,16,18,""
25,29,29,38,40,49,38,38,32,36,23,41,21,32,24,30,22,21,11,18,16,20,26,34,41,""
26,29,29,38,40,49,38,38,32,36,23,41,21,32,24,30,22,21,11,18,16,20,26,34,41,""
27,37,35,48,39,38,38,30,24,32,33,30,36,33,30,19,10,14,23,19,22,30,23,22,32,""
28,34,36,44,48,34,33,29,36,24,33,34,33,42,20,5,9,15,15,11,25,20,27,26,27,""
29,26,32,37,46,36,33,36,37,34,37,33,30,28,21,8,12,15,11,10,13,15,25,25,28,""
30,33,25,31,28,35,26,25,29,34,27,21,30,25,26,20,14,22,13,11,11,32,36,28,33,""
31,28,40,44,52,41,32,21,37,24,32,30,36,25,22,18,41,29,11,16,18,27,25,26,3,""
