jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,31,26,38,43,41,33,45,41,52,48,46,34,31,41,25,26,26,23,25,36,32,32,21,18,""
02,34,31,38,34,43,38,48,49,34,37,48,42,34,38,25,25,35,37,27,28,29,36,31,27,""
03,14,39,47,33,39,61,51,23,21,69,69,68,76,69,46,26,17,20,9,24,24,11,11,16,""
04,12,13,17,12,12,10,8,12,12,9,7,7,8,8,17,7,3,7,11,20,18,15,3,8,""
05,10,6,10,16,11,8,11,5,7,11,18,8,8,4,2,5,2,4,5,4,6,3,2,4,""
06,15,3,4,14,14,14,8,7,11,13,9,18,10,10,4,6,2,2,5,3,12,3,1,4,""
07,25,38,56,57,40,40,42,26,36,34,51,21,12,32,29,29,31,43,37,45,29,27,20,27,""
08,28,25,34,39,37,40,40,35,43,49,38,41,45,31,7,1,30,34,27,30,46,41,38,33,""
09,39,51,44,55,36,57,67,45,34,44,56,51,47,53,32,42,30,30,39,40,50,35,44,34,""
10,47,52,33,8,14,10,17,11,4,7,24,11,12,9,11,3,2,2,1,5,5,5,2,6,""
11,39,49,36,55,39,48,32,40,33,25,28,29,40,19,24,22,26,30,27,35,50,46,53,46,""
12,51,37,46,56,40,39,37,36,27,52,37,40,33,30,32,18,28,26,32,22,22,22,24,20,""
13,37,31,43,56,46,36,50,49,45,38,40,34,34,33,23,21,12,16,16,27,20,25,16,21,""
14,26,18,40,41,34,28,27,23,36,29,37,43,31,32,26,11,17,14,17,15,17,28,30,27,""
15,35,50,41,52,39,38,33,38,27,31,48,40,40,22,5,11,10,14,13,13,26,27,30,26,""
16,10,8,9,8,8,5,11,8,3,9,6,11,9,2,4,2,3,5,1,7,2,5,3,7,""
17,10,11,10,3,5,12,6,8,7,9,9,9,5,8,2,1,3,3,4,6,4,4,5,6,""
18,12,21,7,11,8,7,8,8,11,6,12,7,12,6,3,5,3,3,4,3,2,5,2,10,""
19,9,14,11,12,12,5,14,5,6,2,7,7,11,4,5,7,2,7,4,6,3,5,4,3,""
20,10,11,14,4,17,6,7,5,5,12,13,7,4,8,6,5,5,2,4,6,9,2,1,6,""
21,9,11,14,4,17,6,7,5,5,12,13,12,28,23,23,12,12,18,31,16,16,18,24,29,""
22,31,34,24,43,42,29,30,21,19,20,31,32,33,20,15,14,15,10,15,14,19,25,15,21,""
23,17,20,28,23,22,24,23,17,31,26,24,21,22,29,10,9,12,5,11,10,18,14,13,14,""
24,20,34,34,32,33,31,24,37,40,35,26,35,40,26,24,20,10,19,27,24,18,30,25,25,""
25,17,5,6,4,7,5,5,6,11,5,11,11,7,7,1,3,6,1,5,2,6,6,3,4,""
26,5,7,7,6,6,11,6,4,6,2,9,13,5,5,3,4,2,1,2,3,4,6,3,3,""
27,3,9,8,7,8,11,8,5,9,1,6,6,17,2,5,2,2,4,1,2,8,8,4,15,""
28,9,13,5,7,12,12,10,11,13,11,12,16,12,7,1,4,3,2,4,5,6,3,4,6,""
29,8,13,8,14,7,10,11,7,10,15,12,9,17,2,5,2,2,4,5,2,8,8,4,4,""
30,9,10,14,9,7,8,6,8,18,10,6,7,6,7,8,3,1,3,3,3,3,8,10,9,""
31,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,""
