jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,11,12,12,16,19,22,31,33,43,56,37,48,59,47,44,31,26,50,57,32,-1,28,9,9,""
02,12,9,10,13,20,27,28,13,22,20,54,39,44,56,52,40,25,17,28,14,27,23,26,15,""
03,7,2,13,18,27,27,27,49,78,114,184,249,282,326,369,208,111,79,87,113,145,81,44,12,""
04,6,11,13,11,10,11,35,24,30,52,43,42,37,39,35,35,38,23,24,21,18,12,15,11,""
05,8,4,1,11,16,26,30,24,32,31,29,57,47,42,62,41,26,33,21,24,16,16,12,14,""
06,13,5,9,10,18,17,18,24,25,35,34,33,42,25,22,28,19,20,31,29,28,14,10,6,""
07,10,5,22,16,13,19,17,20,25,20,32,42,40,24,41,24,21,15,19,21,18,15,11,8,""
08,9,5,9,8,22,26,23,29,24,35,39,44,39,44,35,36,21,30,26,38,-1,38,8,13,""
09,8,4,10,16,16,19,26,42,30,38,55,33,45,43,53,51,26,31,37,15,19,20,15,7,""
10,7,12,8,12,18,30,38,38,28,43,49,38,29,46,35,37,29,29,27,20,11,12,13,13,""
11,11,10,7,16,18,24,26,33,35,40,48,42,37,38,36,30,26,17,16,17,15,11,12,10,""
12,3,5,7,16,18,27,35,33,28,34,48,62,47,39,51,35,30,31,26,20,17,13,-1,22,""
13,7,7,11,15,19,27,32,41,35,29,49,47,52,50,47,26,33,42,39,14,25,18,9,15,""
14,6,-1,-1,-1,20,24,27,24,43,51,42,54,45,47,44,39,37,27,32,25,16,20,13,5,""
15,-1,13,10,15,16,15,35,19,46,40,49,42,37,55,62,58,36,60,45,42,33,26,14,16,""
16,21,-1,-1,-1,21,26,31,36,44,38,50,45,66,48,51,25,43,38,46,46,33,33,16,10,""
17,10,9,6,12,20,33,29,42,48,46,74,52,35,43,35,59,40,40,45,41,39,23,18,5,""
18,13,5,14,9,15,38,37,50,43,48,45,45,53,41,40,47,29,42,34,51,37,21,17,20,""
19,10,-1,-1,-1,22,32,39,40,44,48,54,57,50,57,43,51,55,41,29,27,28,24,7,12,""
20,16,11,7,16,31,20,33,36,40,41,60,63,57,64,38,68,44,30,30,32,24,23,20,13,""
21,7,-1,-1,-1,-1,-1,32,38,34,43,49,51,72,46,39,45,38,27,33,20,25,21,23,-1,""
22,18,5,7,24,25,27,24,28,34,33,34,29,38,36,46,34,54,30,27,34,24,27,26,12,""
23,9,-1,-1,-1,-1,30,17,28,29,38,44,59,51,49,43,57,39,34,34,41,29,17,17,11,""
24,7,8,11,13,15,30,35,28,42,41,51,65,50,48,45,43,49,52,38,45,27,20,22,8,""
25,4,7,12,15,23,30,33,29,44,58,62,43,49,38,51,48,28,35,34,47,16,27,10,10,""
26,1,13,8,21,28,33,35,41,40,62,47,54,69,63,67,43,59,46,60,36,34,16,21,20,""
27,13,8,16,32,48,32,23,30,49,46,63,77,63,71,81,88,81,72,48,32,30,16,18,11,""
28,8,19,26,-1,36,30,43,36,38,54,62,86,70,96,88,87,36,55,43,23,21,28,21,12,""
29,13,-1,13,9,38,33,44,28,48,68,40,56,48,72,57,39,31,19,31,37,28,19,16,13,""
30,-1,-1,-1,17,27,25,34,43,37,46,42,50,38,34,39,36,320,496,81,27,20,13,33,14,""
31,9,10,13,14,27,21,30,32,32,38,79,51,38,37,52,43,38,38,36,44,40,-1,37,-1,""
