jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,2,6,2,5,7,1,2,-1,3,1,1,3,7,19,21,5,9,2,3,1,2,2,-1,3,""
02,2,5,4,3,9,2,8,3,5,4,3,7,8,2,4,13,15,15,28,7,37,25,21,18,""
03,23,27,13,29,40,59,55,40,25,13,52,63,35,18,27,6,3,-1,2,3,1,2,4,3,""
04,3,8,4,5,6,2,2,1,2,3,3,7,14,4,3,5,1,2,1,-1,1,-1,1,-1,""
05,-1,-1,1,2,-1,1,2,2,2,5,4,8,15,18,6,3,4,2,3,1,3,7,1,1,""
06,1,4,1,1,1,3,1,3,2,-1,7,3,6,1,-1,-1,1,1,5,1,2,-1,2,2,""
07,-1,-1,-1,2,-1,1,-1,-1,-1,4,1,1,12,6,2,1,-1,3,1,-1,-1,1,-1,-1,""
08,-1,1,1,-1,1,-1,1,-1,1,2,2,1,3,5,2,-1,1,-1,-1,-1,-1,-1,-1,1,""
09,-1,5,-1,-1,4,1,-1,-1,1,3,-1,-1,5,-1,-1,3,-1,-1,-1,2,-1,1,1,-1,""
10,1,1,2,2,1,3,1,1,-1,-1,3,2,-1,-1,4,-1,1,-1,1,1,1,1,-1,-1,""
11,-1,2,-1,3,2,-1,-1,1,3,4,6,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
12,-1,7,8,11,13,9,3,-1,-1,-1,-1,28,28,-1,23,5,3,4,4,2,-1,1,2,2,""
13,2,3,2,2,3,3,2,4,-1,1,5,3,29,40,18,2,5,-1,4,1,-1,3,-1,-1,""
14,1,2,3,2,7,1,1,9,3,1,4,6,14,28,1,2,1,-1,1,1,1,-1,3,2,""
15,-1,-1,4,1,5,-1,2,4,-1,2,9,1,1,-1,-1,1,1,2,5,4,23,9,3,3,""
16,-1,-1,-1,4,3,2,4,39,14,3,8,3,10,6,4,5,4,7,3,1,4,-1,4,1,""
17,3,3,3,2,3,8,2,5,3,12,8,5,3,6,4,3,2,2,2,1,1,-1,-1,5,""
18,-1,4,1,4,4,6,1,4,4,1,1,2,-1,1,1,1,-1,3,2,1,1,1,2,1,""
19,2,1,-1,2,2,1,-1,1,1,7,2,2,4,1,-1,2,-1,1,1,2,-1,1,-1,2,""
20,-1,3,6,3,3,1,4,5,4,-1,1,3,3,4,1,-1,2,1,-1,1,-1,-1,2,1,""
21,24,-1,2,6,1,3,2,5,4,5,16,-1,2,2,3,1,2,-1,10,3,2,1,-1,2,""
22,1,1,1,5,3,2,3,5,10,4,10,10,2,4,2,3,2,2,1,1,-1,-1,-1,-1,""
23,-1,-1,-1,1,-1,-1,2,3,-1,3,2,1,-1,1,-1,-1,3,1,3,4,1,2,2,-1,""
24,3,1,3,2,1,5,1,2,9,2,2,3,1,4,2,1,4,1,1,2,-1,1,2,1,""
25,2,3,2,1,2,7,6,3,1,4,4,2,3,3,3,2,6,-1,-1,-1,-1,-1,-1,3,""
26,1,2,3,3,4,1,7,2,2,2,5,2,4,5,1,2,1,1,2,-1,2,1,1,-1,""
27,-1,4,1,-1,7,6,5,1,4,4,2,4,4,1,2,1,1,2,-1,2,-1,-1,1,2,""
28,1,-1,1,3,4,7,4,6,4,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
29,-1,2,-1,1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,""
30,1,-1,-1,-1,-1,1,2,-1,1,2,1,1,6,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,""
31,-1,1,1,1,-1,2,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
