Jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,17,16,-1,-1,23,19,14,23,27,31,32,30,26,27,20,25,19,34,22,31,16,19,23,14
2,17,19,9,20,27,19,18,16,27,27,22,25,25,23,23,25,13,33,27,31,28,21,20,15
3,13,9,21,19,21,32,24,24,32,21,28,39,29,31,30,19,24,25,36,43,19,20,8,17
4,16,15,13,16,21,22,30,28,28,28,34,36,29,44,28,44,25,32,41,30,22,23,25,15
5,15,10,14,22,20,29,25,28,28,36,31,44,42,36,30,26,27,33,35,34,32,30,11,13
6,24,19,12,23,19,27,27,32,16,38,29,49,53,47,36,25,28,38,31,44,34,24,16,14
7,10,14,20,25,28,25,28,28,33,29,42,43,39,53,30,29,29,41,47,43,48,17,4,7
8,-1,9,19,21,25,19,27,35,41,43,62,44,46,47,37,45,31,42,37,32,28,23,15,13
9,12,9,21,22,23,25,30,33,34,50,55,62,51,35,30,16,39,37,47,51,41,18,26,-1,-1
10,-1,13,21,16,22,19,33,34,40,39,34,42,65,52,32,38,35,46,53,42,32,26,28,13
11,16,19,24,33,31,36,34,32,45,36,51,45,47,54,39,36,33,49,50,39,29,37,31,18
12,-1,26,11,28,31,36,31,37,40,46,56,50,49,50,46,31,43,41,57,53,45,21,16,9
13,23,16,30,19,15,25,45,28,42,41,53,55,43,-1,-1,-1,-1,-1,46,52,30,26,22,21
14,15,19,16,22,33,21,37,34,42,48,49,45,53,36,45,44,25,40,50,41,-1,28,11,9
15,-1,-1,20,36,33,34,34,31,36,47,37,53,44,37,20,25,31,45,46,44,41,30,16,14
16,14,10,17,21,19,29,28,22,30,47,47,54,57,35,29,62,56,44,43,46,42,21,37,27
17,13,13,26,23,24,29,21,32,31,38,39,36,43,48,28,38,22,29,35,40,37,18,17,15
18,27,21,12,25,16,24,27,33,22,43,38,43,47,55,60,32,33,35,45,41,25,20,19,7
19,15,19,12,17,31,16,26,30,34,39,49,43,46,41,33,30,25,35,20,21,17,24,23,11
20,16,24,23,27,17,31,27,23,41,43,42,24,28,24,22,20,19,29,21,20,17,19,17,12
21,9,9,14,13,20,29,23,21,25,42,31,42,27,31,29,25,18,22,14,13,22,16,12,10
22,6,6,11,22,25,20,28,21,33,30,16,19,36,38,51,36,28,19,19,23,20,21,23,14
23,20,11,12,23,14,26,26,30,25,42,38,26,49,31,30,-1,19,30,35,23,24,21,-1,-1,-1
24,-1,16,11,14,15,20,18,17,31,33,38,29,42,51,37,21,17,27,29,33,-1,17,23,19
25,13,12,23,18,15,22,20,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,12
26,15,13,7,16,24,-1,-1,-1,-1,-1,-1,25,23,32,29,20,17,19,24,-1,-1,-1,16,26
27,19,15,17,13,25,24,-1,25,-1,-1,17,18,23,27,22,16,16,19,24,22,21,24,21,24
28,17,18,10,14,23,16,32,19,18,22,21,28,26,28,21,23,11,17,18,19,17,18,17,14
29,19,6,25,18,25,23,18,35,19,29,37,29,27,24,20,31,20,28,25,23,21,19,21,8
30,8,5,6,17,17,24,23,18,29,30,34,27,25,21,23,24,17,13,21,21,10,24,15,11
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
