Jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,22,23,15,29,27,26,35,33,25,32,26,28,45,42,65,43,7,59,142,43,16,-1,44,20
2,10,18,24,41,36,42,60,101,50,15,25,89,77,-1,-1,66,97,52,18,37,29,15,15,13
3,13,13,21,23,65,40,55,35,24,29,57,41,20,52,60,45,26,18,16,9,10,23,21,18
4,15,14,22,50,40,44,52,60,42,62,30,48,63,74,59,47,43,17,10,18,7,25,20,17
5,26,19,21,32,51,69,46,27,51,47,32,36,56,72,62,44,64,15,11,9,15,13,13,18
6,11,9,35,38,40,57,39,35,35,24,25,52,63,88,79,60,33,23,11,10,19,20,25,81
7,38,12,37,47,62,62,55,66,86,47,35,72,73,28,58,66,47,23,28,7,62,63,20,19
8,19,17,42,43,57,56,2,1,77,58,34,59,101,101,63,99,61,2,39,13,6,15,24,20
9,14,18,27,45,57,66,93,47,47,57,34,35,83,90,93,59,43,21,20,62,14,22,22,16
10,21,20,38,43,70,71,65,55,42,48,52,54,12,92,119,52,43,10,58,13,12,19,22,12
11,14,18,36,44,51,52,58,42,63,66,32,56,90,128,101,81,89,25,21,12,17,35,23,23
12,23,21,40,38,69,59,71,48,48,18,-1,3,11,127,119,65,39,23,12,22,13,25,28,16
13,26,23,42,83,72,65,77,38,43,37,46,70,125,135,110,75,37,37,21,21,14,16,28,15
14,22,25,31,52,70,72,46,50,68,34,36,51,89,114,100,74,37,129,77,71,74,33,25,26
15,20,27,45,58,70,96,68,49,40,46,29,73,83,120,108,61,40,87,33,8,22,24,22,20
16,15,23,47,52,100,89,67,63,42,29,31,66,71,85,87,56,67,21,21,11,12,30,26,14
17,22,35,37,47,74,50,42,40,29,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,10,22,24,19
18,27,31,41,47,70,77,64,82,47,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,10,23,15,30
19,18,25,37,42,46,44,53,23,27,21,18,30,72,3,73,80,31,13,17,23,28,15,20,33
20,27,32,30,29,52,54,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,38,17,15,13,15,27,19
22,20,27,47,49,54,44,48,89,37,20,23,25,36,62,46,50,31,16,16,15,11,20,22,18
23,23,13,20,28,42,47,40,33,27,44,18,59,47,61,67,59,38,27,19,117,21,17,24,13
24,29,18,34,31,57,60,55,37,32,26,21,31,29,66,63,45,38,19,15,17,23,22,23,24
25,22,23,27,48,43,55,53,41,42,38,36,26,52,69,63,55,27,26,7,9,10,17,24,24
26,20,20,29,35,55,55,58,56,43,33,26,29,48,66,60,37,27,9,11,13,7,18,31,17
27,11,17,26,42,59,57,81,55,40,40,35,29,86,56,62,52,28,24,13,14,113,48,23,23
28,16,24,19,30,58,53,42,49,43,47,31,41,57,62,60,47,39,32,19,17,15,27,25,25
29,17,18,28,52,57,59,64,61,57,39,26,33,62,60,80,50,38,17,16,13,17,29,30,42
30,31,26,32,38,48,55,41,50,38,42,36,36,64,83,69,61,36,19,20,25,21,27,24,35
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
