aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,25,16,30,22,18,9,7,8,8,6,6,16,8,1,9,8,7,4,13,8,9,14,16,67,""
02,44,16,17,15,11,19,11,16,6,10,12,8,11,7,6,6,17,11,9,11,18,36,21,17,""
03,20,15,15,20,17,7,7,11,16,14,10,6,7,8,6,16,19,10,4,2,3,6,16,17,""
04,13,20,45,21,12,20,11,15,5,3,6,19,9,11,12,12,15,6,10,10,11,12,15,28,""
05,20,20,15,23,26,15,15,12,12,12,22,11,13,10,9,9,11,8,9,11,13,10,16,29,""
06,19,25,17,19,23,33,16,14,16,10,8,20,4,20,20,18,10,7,14,25,13,26,40,33,""
07,26,28,31,34,27,20,29,28,24,16,24,23,14,5,13,15,16,11,21,21,26,24,25,9,""
08,10,25,31,39,32,19,32,22,20,18,12,4,7,24,21,6,3,2,5,10,13,15,22,27,""
09,30,22,17,12,47,53,40,42,27,7,9,2,11,24,64,46,36,29,37,39,32,29,33,39,""
10,35,31,41,27,41,20,39,43,46,24,10,17,5,18,30,8,6,22,14,4,19,35,33,39,""
11,36,33,35,14,10,21,22,22,28,37,34,36,42,12,10,20,41,28,11,12,29,33,32,49,""
12,45,37,43,21,31,33,28,38,55,52,22,25,25,18,11,9,13,32,17,16,36,40,41,54,""
13,54,45,33,17,30,33,26,43,45,44,29,32,23,29,16,19,31,27,22,13,16,44,33,37,""
14,37,24,43,32,17,18,30,24,16,28,25,29,16,5,14,35,23,33,17,14,22,28,23,40,""
15,37,35,48,38,31,34,32,38,30,29,39,30,21,12,10,26,10,15,7,6,15,10,16,15,""
16,6,11,23,23,30,24,70,17,4,21,30,21,39,34,26,27,25,25,16,24,27,45,28,29,""
17,24,16,37,36,27,26,17,24,26,30,32,41,35,33,45,48,15,17,22,20,31,37,26,24,""
18,32,21,16,21,18,25,16,26,31,36,48,31,31,39,29,30,25,14,12,11,13,18,18,12,""
19,13,19,25,26,33,20,28,17,19,24,38,24,30,32,28,26,28,19,19,16,21,29,20,10,""
20,16,10,19,31,28,18,35,13,20,29,35,26,31,25,26,25,16,10,15,17,19,20,24,21,""
21,18,13,26,27,27,24,13,20,17,34,28,24,27,23,22,23,18,19,17,17,17,35,26,32,""
22,44,29,47,56,51,34,52,25,27,20,32,27,33,31,32,25,14,14,18,14,19,29,35,43,""
23,29,31,12,36,49,59,48,20,28,31,31,24,22,32,31,27,15,15,50,9,6,22,14,21,""
24,22,36,30,36,41,23,32,29,34,43,37,33,25,19,29,26,12,14,18,14,44,17,24,27,""
25,23,17,29,33,36,23,31,23,26,23,25,19,23,30,19,21,15,17,24,13,15,11,19,13,""
26,11,19,18,20,11,12,15,5,20,31,36,27,22,15,23,33,13,15,12,20,24,54,39,63,""
27,30,19,41,30,30,25,31,24,33,27,39,33,30,24,24,25,24,15,17,21,24,34,34,31,""
28,25,26,29,31,32,30,27,28,34,42,41,37,32,37,32,23,27,20,16,23,29,34,36,29,""
29,44,40,40,38,38,38,32,34,38,29,45,38,31,38,35,28,22,23,17,16,20,18,19,17,""
30,18,17,24,29,24,16,25,24,26,23,36,36,29,28,24,24,27,23,21,18,20,21,28,27,""
31,30,35,39,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
[E]}ly`Idjzl'a,""
