aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,37,25,27,32,24,34,30,30,22,6,19,13,14,9,11,5,10,16,8,13,11,17,23,17,""
02,24,36,49,44,49,48,47,51,26,16,19,7,6,6,13,4,8,13,23,16,17,28,45,49,""
03,43,73,49,54,48,53,70,41,29,-1,-1,36,11,28,27,13,11,11,12,12,23,32,53,44,""
04,59,61,71,49,48,48,63,15,16,12,23,21,20,6,20,20,22,27,7,10,12,33,42,53,""
05,50,53,38,30,48,62,63,45,24,47,33,42,27,19,18,16,15,10,13,11,16,16,27,35,""
06,36,33,38,51,58,59,51,47,33,30,28,33,36,30,34,67,98,18,30,16,12,18,25,23,""
07,38,38,23,32,37,47,24,33,25,29,21,30,22,21,17,9,21,18,23,13,17,17,24,34,""
08,34,39,45,32,49,46,49,46,20,18,38,12,9,32,33,28,17,21,32,18,12,43,40,39,""
09,30,30,44,53,44,42,77,39,29,30,32,42,12,20,44,29,25,31,22,18,19,16,39,29,""
10,28,45,39,53,68,42,58,39,50,26,22,13,10,37,26,24,31,15,20,8,22,46,45,42,""
11,44,50,59,56,45,54,89,50,66,50,75,47,30,48,30,22,24,21,9,4,13,31,30,48,""
12,35,50,39,43,23,68,59,62,23,41,34,30,41,31,71,16,12,22,50,23,23,34,38,44,""
13,62,62,77,76,99,69,82,60,59,29,50,44,36,63,49,35,25,34,41,24,19,31,36,41,""
14,39,55,51,70,47,75,91,50,41,63,46,60,108,66,47,33,25,35,5,12,14,17,27,26,""
15,41,40,45,50,47,36,53,35,31,26,14,16,10,5,1,7,6,23,7,10,14,18,21,18,""
16,25,37,23,24,23,30,33,38,31,13,12,7,18,17,12,18,4,6,9,3,17,29,30,28,""
17,26,25,30,20,36,41,46,50,29,11,15,7,6,21,16,12,14,7,1,0,5,15,21,23,""
18,15,28,25,14,23,40,24,16,15,12,17,10,11,4,9,5,24,33,5,4,11,21,25,16,""
19,25,26,17,29,16,34,66,49,13,10,20,17,14,17,16,38,27,20,13,4,12,22,34,18,""
20,18,13,20,17,22,34,37,21,29,16,14,15,12,11,15,9,8,7,3,4,9,4,13,12,""
21,23,12,15,27,23,26,17,36,9,4,20,8,22,20,6,15,14,9,3,4,19,18,30,22,""
22,20,28,22,31,35,22,57,70,37,16,6,13,11,16,14,15,6,9,8,1,7,17,16,18,""
23,19,18,30,21,29,24,10,13,10,12,47,15,6,11,6,22,33,17,10,3,12,18,26,9,""
24,12,15,17,22,40,38,29,19,20,8,5,-1,-1,-1,-1,-1,-1,-1,-1,3,18,9,18,14,""
25,15,23,16,16,24,27,10,11,9,9,4,7,28,19,6,5,13,6,6,20,16,14,14,22,""
26,23,26,20,15,19,22,25,12,10,13,13,11,11,11,13,12,9,11,13,5,6,11,12,15,""
27,21,19,25,23,16,17,17,16,12,18,13,13,6,9,17,7,3,5,7,6,6,23,20,12,""
28,17,11,20,13,13,17,17,19,16,17,19,16,9,20,13,14,9,13,32,5,12,12,28,25,""
29,23,18,21,30,34,62,54,57,51,41,5,11,9,28,23,8,19,21,7,11,23,22,41,20,""
30,25,25,28,23,32,38,40,36,27,26,22,18,16,5,13,10,24,15,3,13,11,23,19,7,""
31,15,16,24,22,20,18,26,18,15,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
