aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,5,7,13,8,15,11,6,6,4,6,5,8,5,2,2,2,1,4,3,3,2,1,4,3,""
02,9,7,15,5,12,9,4,4,7,6,6,2,3,0,0,1,0,2,3,1,3,1,4,7,""
03,4,9,17,13,17,13,9,8,9,4,6,8,3,7,2,3,1,2,3,0,3,6,4,4,""
04,9,4,10,11,7,11,11,6,6,7,5,3,10,1,2,2,1,1,1,1,5,2,4,6,""
05,9,9,6,6,13,16,12,7,7,11,5,6,7,3,0,1,1,1,0,1,1,3,5,8,""
06,3,9,9,10,17,9,6,9,11,6,8,8,4,2,7,3,3,1,2,1,3,3,3,6,""
07,5,6,10,15,10,10,8,18,9,4,5,8,5,7,6,2,2,0,1,0,1,3,5,10,""
08,5,9,13,11,19,13,11,13,9,19,9,3,5,4,5,1,3,3,7,1,2,6,6,5,""
09,11,10,11,16,17,12,6,15,5,10,8,6,5,1,2,4,3,6,6,6,6,5,4,7,""
10,12,11,10,18,21,15,8,6,4,14,7,4,6,3,6,4,3,6,2,0,2,6,6,9,""
11,11,19,21,24,14,17,19,11,10,13,8,6,4,9,6,2,0,3,5,5,6,8,12,12,""
12,19,25,24,29,27,21,11,21,15,27,13,9,20,11,8,4,6,3,10,9,10,13,20,19,""
13,25,35,42,45,40,38,32,30,28,25,26,12,9,14,9,4,11,8,2,5,1,6,9,15,""
14,21,21,31,45,28,22,20,20,16,19,16,11,14,10,3,6,2,4,3,4,2,8,9,2,""
15,11,19,24,27,27,25,14,22,13,5,12,9,5,2,3,1,1,6,0,2,2,1,4,5,""
16,5,10,15,12,9,9,6,6,7,4,7,5,4,2,4,8,1,3,3,1,2,4,5,4,""
17,14,10,8,5,14,13,10,13,10,4,1,1,6,3,4,4,6,1,1,0,1,4,8,6,""
18,6,16,16,6,5,10,10,10,5,8,6,2,5,3,3,1,2,3,2,3,3,3,3,5,""
19,5,6,8,6,5,5,5,13,4,1,6,2,6,6,1,6,6,1,2,0,3,0,2,1,""
20,2,2,8,4,8,6,7,6,7,5,2,2,1,3,3,1,3,3,1,2,2,4,1,4,""
21,3,5,2,4,3,3,7,4,3,7,2,5,1,4,1,3,4,3,0,2,3,3,1,4,""
22,3,7,7,7,6,5,6,8,7,3,2,5,10,4,2,4,0,0,4,0,5,5,2,4,""
23,8,4,5,4,9,8,4,4,6,7,4,4,4,3,3,0,3,4,1,3,2,2,3,3,""
24,5,7,7,5,2,8,6,8,5,4,5,5,4,3,2,3,1,3,2,0,3,0,2,1,""
25,5,3,2,6,4,7,5,5,4,1,1,2,4,2,3,3,1,2,2,1,0,2,3,3,""
26,2,4,4,5,6,5,7,5,2,6,1,8,2,2,1,2,2,2,2,0,0,1,4,2,""
27,6,11,9,7,5,4,9,6,3,6,4,1,4,7,3,4,3,1,0,1,3,3,4,4,""
28,5,2,6,7,5,6,6,6,1,8,5,4,4,5,2,1,4,1,2,4,1,1,2,4,""
29,1,5,9,6,8,10,5,6,7,7,2,1,3,0,2,1,3,3,0,0,5,2,2,5,""
30,2,5,4,3,6,8,7,3,7,6,8,3,3,0,2,4,1,5,4,2,1,1,0,3,""
31,2,2,7,13,5,4,10,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
