aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
02,118,111,19,30,20,53,109,104,122,173,162,126,161,133,97,79,96,86,65,34,41,11,18,29,""
03,12,8,17,37,63,80,95,72,135,148,139,113,120,108,84,82,66,66,83,41,36,39,28,35,""
04,8,14,15,35,47,76,106,129,163,186,175,114,139,54,88,57,64,60,24,31,61,40,47,44,""
05,22,18,45,37,32,101,70,73,116,136,148,116,113,93,79,63,51,38,36,48,41,21,19,21,""
06,16,41,7,27,28,74,65,63,74,81,121,113,99,104,67,69,61,76,33,51,66,40,18,19,""
07,13,34,35,31,66,82,74,52,59,84,109,166,95,108,112,90,38,43,44,85,50,17,24,18,""
08,15,29,23,20,41,54,76,65,92,128,134,126,78,111,105,124,86,86,75,47,21,18,21,26,""
09,38,39,33,28,50,65,103,36,52,46,65,54,51,65,61,34,49,74,61,64,51,42,30,32,""
10,12,22,32,26,47,76,93,95,82,138,148,120,115,121,135,129,121,103,78,46,62,34,15,28,""
11,50,22,23,19,50,97,85,64,27,76,68,66,62,61,65,70,51,84,69,45,29,32,24,16,""
12,15,10,19,39,55,60,55,55,88,94,116,92,86,87,146,121,108,113,90,65,49,47,12,8,""
13,18,15,16,29,41,75,64,80,72,105,90,88,78,46,72,69,75,65,50,11,9,20,9,5,""
14,9,22,34,41,20,36,49,82,41,43,54,71,78,69,72,67,55,45,43,25,43,45,23,50,""
15,9,55,94,36,45,54,38,20,12,20,40,52,65,67,60,38,31,15,24,22,20,19,16,14,""
16,31,27,29,36,21,12,27,31,34,45,30,20,32,45,73,55,61,81,51,29,12,13,9,15,""
17,12,13,7,23,29,31,11,26,26,37,29,50,32,62,38,32,25,16,15,10,22,36,18,9,""
18,13,8,7,9,25,8,13,36,63,81,98,87,76,44,90,38,20,17,12,6,7,12,20,11,""
19,16,13,3,14,20,25,19,24,31,30,37,20,18,30,30,23,49,42,47,44,28,16,9,5,""
20,8,6,6,8,15,30,32,15,32,54,64,66,46,62,46,29,41,27,20,7,8,6,9,12,""
21,13,5,4,21,20,37,32,45,78,80,77,86,69,54,30,75,61,53,63,56,29,14,5,11,""
22,3,12,22,20,42,28,40,34,34,41,68,67,70,66,62,57,67,50,29,43,20,13,-1,-1,""
23,-1,-1,6,9,17,23,13,23,27,26,35,46,45,47,44,52,41,33,15,7,25,44,40,36,""
24,15,15,7,33,28,47,58,31,46,47,79,76,78,64,42,28,39,61,55,45,36,56,49,37,""
25,36,26,15,31,32,29,49,35,71,68,67,53,59,68,55,40,38,30,43,45,23,11,16,14,""
26,6,8,8,10,39,23,36,27,40,54,60,54,70,52,51,65,55,65,42,40,38,37,17,18,""
27,13,2,8,9,24,49,33,39,70,84,54,71,46,57,47,82,82,78,55,72,47,57,22,39,""
28,25,13,11,19,39,27,24,20,22,31,30,27,26,23,28,28,19,16,28,80,40,22,12,18,""
29,8,20,26,29,85,61,60,78,39,95,83,53,51,65,70,50,51,33,28,23,28,18,18,16,""
30,23,8,13,22,47,75,43,34,58,68,67,87,78,72,73,76,76,85,79,56,76,58,52,17,""
31,16,9,16,32,40,32,43,53,59,70,73,66,71,75,72,80,75,54,61,23,39,49,41,22,""
[E]o`zal{bhIjzfe,"}`fgz'gl}"
