aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,67,107,240,371,425,388,313,304,249,269,243,231,239,203,217,184,231,226,183,173,150,114,98,91,""
02,86,72,66,81,117,137,179,195,220,252,262,278,260,235,212,198,169,180,169,172,166,94,94,77,""
03,56,54,211,241,252,275,231,200,213,231,227,268,244,227,229,225,215,158,192,171,134,113,77,155,""
04,331,97,86,93,210,114,175,234,230,248,267,336,252,226,245,209,206,202,156,160,115,90,98,60,""
05,65,43,118,198,251,241,215,232,267,256,267,248,235,230,230,233,242,192,190,174,167,118,118,106,""
06,78,70,86,102,132,152,191,206,254,249,264,266,240,212,215,193,181,201,159,145,149,126,98,102,""
07,73,76,96,97,212,166,170,182,210,222,192,213,252,226,217,231,195,184,154,94,101,89,80,58,""
08,65,39,32,50,79,112,116,157,165,162,166,174,157,152,144,184,156,154,-1,-1,11,152,93,60,""
09,39,50,51,59,73,103,122,151,167,163,159,215,181,182,169,182,156,169,126,192,185,125,99,82,""
10,62,92,68,86,89,109,174,188,200,202,213,258,210,217,215,186,211,219,192,184,178,142,130,99,""
11,67,61,67,95,103,130,167,226,178,203,216,261,222,210,193,193,177,215,190,162,142,111,113,75,""
12,86,73,92,115,124,155,183,185,194,208,248,248,209,246,227,182,195,192,212,193,149,155,164,122,""
13,106,109,226,254,219,219,184,202,212,193,204,163,162,128,137,174,189,189,180,204,178,152,152,113,""
14,91,91,98,127,127,162,205,175,246,221,253,232,258,224,237,213,237,243,185,172,187,110,134,105,""
15,73,57,93,88,117,174,198,206,184,218,220,230,208,214,200,204,184,188,161,157,153,118,104,88,""
16,73,60,67,82,162,116,151,155,191,225,218,250,210,205,180,223,167,190,158,159,148,126,112,107,""
17,83,75,86,95,133,144,177,180,200,227,199,248,212,224,215,203,214,208,174,166,134,122,106,67,""
18,72,105,203,115,116,166,170,166,219,204,232,195,232,216,186,169,188,211,185,173,130,134,110,94,""
19,67,61,59,92,95,124,162,175,206,234,222,221,220,182,145,165,177,152,126,131,119,88,59,43,""
20,39,42,40,69,79,94,127,159,181,184,196,196,141,146,154,130,129,107,108,101,101,100,75,64,""
21,52,52,46,71,68,104,111,111,137,143,118,139,125,135,102,91,66,85,81,76,76,87,66,62,""
22,49,44,45,59,64,107,103,120,161,145,197,159,158,155,138,139,129,107,123,107,131,86,109,76,""
23,59,46,64,73,82,103,116,98,125,151,163,134,80,66,79,93,111,98,66,53,52,45,36,36,""
24,36,38,39,76,57,73,82,94,125,122,135,187,112,105,133,116,124,120,110,103,89,93,75,43,""
25,52,42,32,59,65,94,109,137,133,130,106,230,142,163,129,140,127,135,134,120,104,68,74,58,""
26,39,24,42,51,76,101,135,98,131,137,158,147,149,108,129,150,133,152,148,138,107,95,66,53,""
27,48,37,31,67,74,85,115,126,165,221,148,144,126,135,92,95,84,45,52,63,54,50,46,65,""
28,41,62,41,64,66,80,89,86,107,100,101,89,89,50,65,68,80,56,58,42,67,34,44,40,""
29,49,34,51,55,84,77,77,102,75,149,135,68,68,159,176,154,158,148,144,118,96,62,31,23,""
30,21,29,34,47,50,68,54,48,57,96,66,108,116,151,156,186,171,185,146,154,126,90,38,22,""
31,17,14,23,41,42,56,81,82,63,86,72,69,88,94,74,93,85,113,75,79,56,42,38,-1,""
[E]{hzjynI}le,"z'gl}"
