jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,30,480,603,283,340,60,133,89,176,209,224,114,131,56,32,27,49,45,168,301,566,384,266,35,""
02,171,211,31,87,246,601,136,266,277,118,133,132,88,59,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,""
03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,""
04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,""
05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,""
06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,19,17,15,14,12,35,10,7,2,""
07,6,-1,3,1,-1,36,28,37,32,19,12,24,29,22,17,47,41,30,12,10,10,21,7,0,""
08,6,-1,5,-1,8,67,40,26,24,14,15,17,29,22,19,5,31,21,10,7,10,14,16,5,""
09,2,3,3,-1,2,27,17,13,21,2,25,24,15,17,28,25,37,30,14,36,40,28,21,4,""
10,17,5,6,12,7,55,55,27,45,31,27,42,44,79,73,42,187,62,49,26,42,30,32,1,""
11,7,1,2,3,5,25,27,30,17,11,20,11,11,9,3,17,19,19,26,16,29,15,30,6,""
12,8,4,6,5,12,38,41,22,30,16,43,80,27,85,146,139,226,8,6,8,7,6,14,453,""
13,694,698,562,134,8,42,26,6,20,13,25,9,5,17,8,44,18,18,27,19,20,24,27,20,""
14,10,68,387,760,798,412,28,2,36,26,85,96,37,45,38,41,91,57,25,22,26,12,43,6,""
15,4,-1,3,1,8,42,62,28,32,57,277,457,342,74,138,301,68,54,52,47,26,142,410,319,""
16,261,31,14,27,110,279,300,65,77,82,64,39,32,29,20,50,58,38,36,38,18,50,32,95,""
17,137,116,10,8,8,63,120,315,425,31,41,34,59,66,504,429,431,312,253,548,662,652,779,851,""
18,701,501,44,17,-1,19,13,9,19,3,12,3,11,10,6,17,23,1,20,11,34,9,11,7,""
19,3,7,11,2,3,11,6,-1,4,1,10,9,2,5,4,39,16,16,19,84,326,95,103,3,""
20,13,1,1,5,9,13,33,25,18,18,16,6,7,30,12,22,35,22,12,18,24,14,19,10,""
21,3,18,4,36,4,46,17,6,45,53,113,15,18,31,17,11,66,35,30,20,19,21,19,8,""
22,2,-1,145,234,323,139,358,312,34,35,24,17,24,11,62,26,21,35,23,3,15,10,96,288,""
23,661,308,207,627,517,29,27,47,43,39,50,40,30,244,124,32,55,35,532,266,151,111,282,458,""
24,235,673,496,434,209,162,72,51,63,31,50,30,78,302,410,367,365,418,340,509,399,51,33,148,""
25,637,161,205,424,439,380,22,107,38,91,30,23,17,23,17,35,121,12,17,21,33,15,46,117,""
26,41,273,38,13,325,402,279,15,10,11,21,70,69,87,186,193,237,150,136,159,235,62,66,8,""
27,7,11,61,100,119,147,186,374,320,213,89,68,57,72,14,60,7,290,52,129,220,513,32,574,""
28,397,130,13,207,553,345,224,154,66,6,6,76,284,404,490,364,455,619,602,426,78,23,6,7,""
29,41,10,7,317,350,18,78,256,170,188,308,385,289,155,309,307,355,233,173,42,14,6,6,6,""
30,6,6,6,6,7,25,17,71,218,223,350,262,193,57,256,84,73,59,160,634,413,82,50,7,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
