jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,24,17,22,25,30,31,34,29,23,19,19,20,16,18,20,16,12,5,10,11,9,8,18,23,""
02,17,26,13,24,25,31,31,38,29,25,19,22,22,13,14,11,9,10,12,10,11,14,14,18,""
03,18,19,25,25,24,29,32,39,29,19,32,35,36,25,20,14,11,6,8,15,5,15,21,21,""
04,18,23,24,26,25,33,38,47,38,28,46,44,38,38,27,19,13,17,10,22,11,16,15,23,""
05,19,17,20,24,33,36,37,41,38,33,32,35,28,23,30,22,18,15,10,11,11,10,23,31,""
06,38,24,27,29,33,40,43,62,53,52,53,61,47,29,18,19,14,8,9,13,8,12,21,25,""
07,15,19,14,18,35,40,35,44,33,26,24,23,25,26,21,22,12,9,10,9,11,11,17,17,""
08,20,12,17,20,32,33,36,38,34,25,31,28,34,22,13,14,11,11,12,11,12,14,13,16,""
09,18,18,20,27,35,35,46,43,28,29,30,37,30,29,26,17,11,11,8,8,5,13,17,22,""
10,19,13,22,32,35,41,46,41,37,37,47,30,34,23,17,23,16,5,11,12,8,10,12,10,""
11,15,16,21,22,38,48,34,39,31,29,29,51,29,30,25,23,25,17,12,16,17,22,19,21,""
12,17,18,21,32,41,49,48,42,37,36,39,32,23,27,21,12,10,9,21,10,11,8,10,19,""
13,24,14,25,26,37,39,46,45,32,13,22,24,28,22,11,16,20,8,9,13,13,17,17,16,""
14,24,17,17,22,41,35,42,45,31,20,26,29,23,18,10,4,7,5,9,7,9,12,16,20,""
15,15,19,23,30,34,37,37,34,29,23,29,26,26,23,21,16,6,9,10,15,9,12,22,17,""
16,26,29,20,30,31,39,39,38,42,28,19,24,27,23,20,20,8,10,7,12,8,11,19,18,""
17,17,15,20,27,35,36,34,36,19,32,25,27,24,19,16,11,9,14,8,6,12,8,13,17,""
18,14,13,16,21,26,20,24,39,24,26,21,24,25,22,17,18,8,12,7,12,13,10,10,18,""
19,18,19,22,25,38,22,26,28,27,23,24,-1,-1,10,13,11,9,5,6,12,7,14,15,14,""
20,16,17,13,18,26,30,35,36,23,16,19,14,15,20,25,9,12,9,6,9,8,7,13,16,""
21,13,15,12,23,21,31,26,36,29,19,15,22,24,16,16,15,11,14,9,9,7,9,10,15,""
22,20,19,19,20,27,23,28,22,24,27,22,15,22,16,17,16,14,10,15,7,11,8,15,19,""
23,14,21,23,24,32,32,30,39,18,21,22,25,23,20,15,11,12,12,13,8,9,10,18,19,""
24,20,16,23,21,20,22,29,20,19,18,21,21,18,22,15,18,11,11,4,16,13,14,22,25,""
25,22,23,23,25,30,21,30,31,27,24,14,21,24,16,15,13,11,14,10,8,15,12,19,15,""
26,14,16,15,20,17,25,21,24,23,17,16,10,11,16,8,9,9,10,7,10,11,10,17,20,""
27,21,16,9,26,23,26,31,25,20,18,15,17,20,19,15,19,11,11,10,8,6,14,14,26,""
28,19,18,29,20,27,22,28,28,20,25,11,14,14,10,15,10,5,13,9,7,5,7,9,15,""
29,11,17,13,20,25,24,35,23,18,17,20,23,18,15,18,13,8,5,10,13,12,17,26,26,""
30,20,22,16,23,27,18,23,18,26,19,17,15,9,10,11,13,8,7,8,11,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
