jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,19,16,14,23,23,26,31,36,35,27,30,30,16,18,22,13,11,6,11,10,7,7,14,23,""
02,22,24,18,22,23,32,30,36,32,26,22,25,27,21,19,13,11,6,9,8,8,12,13,18,""
03,22,15,23,18,24,24,34,36,35,29,26,35,31,21,19,12,16,8,13,11,5,10,22,11,""
04,19,22,21,24,27,31,37,45,27,27,30,25,19,22,20,18,9,12,5,9,10,14,9,16,""
05,20,16,14,28,29,36,41,35,23,32,26,25,23,12,20,19,10,10,9,3,11,9,13,17,""
06,17,21,12,23,29,23,46,28,23,19,16,16,27,23,18,21,12,6,9,6,8,9,15,28,""
07,15,20,17,27,31,38,34,68,39,23,24,24,29,18,14,17,8,4,6,5,8,7,12,17,""
08,17,18,24,23,39,29,37,38,40,24,49,25,25,21,12,15,8,6,6,8,8,8,14,16,""
09,14,23,27,33,44,43,52,52,37,38,38,41,38,18,22,19,10,6,7,8,5,8,12,21,""
10,14,17,25,24,34,41,42,44,49,41,53,35,37,24,22,24,16,4,6,9,8,9,12,10,""
11,20,24,24,24,30,44,42,41,32,27,35,40,34,30,23,13,16,8,7,9,11,14,9,14,""
12,19,17,15,26,31,50,52,37,47,33,31,33,28,24,19,10,12,5,10,8,8,14,12,14,""
13,23,16,19,31,43,49,52,58,41,38,23,26,31,29,15,20,21,6,8,14,8,17,16,17,""
14,32,20,26,28,49,42,55,43,31,25,20,24,23,27,13,12,13,5,10,8,6,10,13,27,""
15,25,20,22,38,28,35,29,38,39,33,35,31,29,24,21,18,7,11,8,5,8,12,15,14,""
16,20,27,17,33,43,41,37,37,43,28,20,22,28,20,10,15,3,10,4,10,7,9,19,14,""
17,16,25,20,24,26,39,42,41,28,21,24,25,26,20,20,13,10,8,8,6,10,13,21,17,""
18,14,17,20,27,44,23,34,44,34,33,22,25,19,19,14,17,8,5,3,6,12,11,7,12,""
19,20,23,25,27,43,22,29,35,30,26,32,-1,-1,18,18,13,12,9,5,7,5,11,14,14,""
20,16,22,15,25,23,30,41,36,26,26,25,20,26,16,19,13,10,9,8,9,13,8,12,17,""
21,17,20,14,21,22,37,30,31,30,21,22,27,24,24,15,13,12,9,7,8,8,6,8,16,""
22,22,20,16,25,25,25,32,26,30,27,23,16,25,16,19,12,11,10,9,5,7,10,10,21,""
23,14,17,17,17,28,27,19,34,30,28,25,35,24,20,14,12,14,10,8,6,9,9,17,23,""
24,23,19,20,25,25,30,31,27,21,26,29,17,22,19,11,13,6,11,4,11,9,12,17,20,""
25,21,28,26,26,27,25,25,35,30,28,21,16,21,20,15,16,10,7,13,6,14,8,16,14,""
26,13,19,27,22,16,39,28,31,29,29,27,16,21,18,15,7,10,11,11,5,9,11,13,21,""
27,16,20,15,23,21,26,26,26,17,27,18,13,21,18,15,18,12,9,8,8,7,14,11,14,""
28,20,14,21,20,21,18,24,35,21,16,23,18,17,19,22,13,8,12,8,4,11,6,11,17,""
29,15,25,14,17,33,25,31,23,16,16,19,15,17,17,20,14,6,4,8,13,10,11,18,23,""
30,15,12,16,20,27,15,30,18,33,25,20,17,14,16,15,15,8,6,8,7,11,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
