mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,30,31,40,42,47,38,36,44,43,49,41,43,31,30,15,19,12,28,11,23,22,26,27,45
02,35,32,37,44,39,49,39,45,53,47,45,46,36,25,18,3,5,9,21,16,26,28,24,39
03,43,36,42,28,40,42,43,40,46,38,44,49,30,26,23,19,16,17,20,16,26,32,26,35
04,44,35,42,49,36,32,41,43,40,48,39,33,12,17,6,4,6,8,11,17,20,21,17,14
05,15,22,19,18,38,38,23,38,40,45,28,25,35,17,11,6,6,19,16,29,34,29,36,35
06,39,42,37,35,32,35,45,48,44,45,45,41,13,11,15,4,8,11,11,18,22,18,37,39
07,32,38,32,23,37,36,42,40,55,52,53,13,16,19,24,20,8,15,13,15,26,34,32,38
08,42,46,37,38,47,44,47,47,42,44,28,39,52,29,21,18,11,13,14,17,23,16,42,38
09,43,36,30,40,27,32,39,43,53,37,40,43,29,31,15,22,25,22,33,18,22,28,39,36
10,33,41,40,47,33,41,30,24,24,20,20,14,14,14,10,14,4,11,9,18,13,12,16,21
11,17,18,27,29,17,20,18,26,31,30,32,22,20,9,6,6,10,8,8,6,17,11,13,14
12,20,20,20,20,17,32,44,40,56,49,62,50,43,31,20,20,19,16,27,14,25,36,40,44
13,59,32,33,44,35,47,38,57,42,47,37,50,35,31,30,16,24,20,21,17,25,32,48,51
14,45,35,38,47,42,47,38,51,68,55,39,33,14,24,19,18,8,2,13,9,14,15,21,25
15,21,18,28,33,40,44,51,44,24,17,18,11,14,33,27,23,16,20,21,23,28,35,42,34
16,33,41,40,31,44,51,49,39,38,20,20,16,15,7,3,4,7,9,6,6,5,8,6,20
17,30,21,14,19,23,25,27,19,18,27,30,12,10,7,5,6,11,11,10,10,31,28,29,19
18,41,36,50,48,35,38,53,43,45,68,53,51,53,24,23,15,17,12,20,18,24,26,31,35
19,40,48,41,42,46,49,43,46,52,55,55,44,37,35,40,17,20,22,19,25,33,29,41,45
20,48,40,40,34,37,48,55,50,54,41,46,38,34,24,23,10,8,15,17,22,32,37,37,42
21,52,38,36,35,42,36,30,45,44,75,46,49,32,27,22,17,18,21,16,21,33,36,38,38
22,45,35,38,43,43,44,58,60,53,42,32,40,33,35,33,27,16,20,17,19,24,28,30,45
23,36,42,36,48,40,47,48,55,60,47,47,50,45,35,21,12,17,5,3,14,6,11,13,12
24,15,16,31,22,30,15,24,20,11,15,19,10,11,12,10,8,2,4,7,5,4,8,18,21
25,14,22,28,24,20,20,21,30,34,37,37,40,32,22,26,12,8,12,11,14,17,21,25,21
26,30,28,30,29,26,23,33,33,46,32,29,37,36,23,14,16,8,12,14,11,6,21,20,34
27,38,42,28,22,30,28,35,44,35,32,30,33,32,21,20,17,12,13,11,10,19,22,25,27
28,44,52,36,46,44,44,51,54,47,86,58,57,72,33,22,21,23,20,15,18,26,30,37,41
29,42,41,34,40,42,38,31,34,53,54,46,50,33,47,23,20,15,19,20,28,26,29,33,49
30,53,40,44,38,40,40,32,44,42,49,66,50,54,21,20,21,19,22,26,22,22,18,29,31
31,37,45,39,41,46,44,36,50,33,43,50,43,43,28,23,26,23,16,28,13,19,33,42,-1,-1
[E]bchb,kIndh`e'jfd
