mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,33,46,33,34,31,33,24,17,18,22,11,10,10,7,10,4,7,2,9,8,9,16,18,23,""
02,31,25,27,30,36,33,11,12,13,15,18,14,17,13,11,6,9,3,7,7,6,14,20,21,""
03,35,34,39,39,36,22,25,18,24,17,16,14,11,5,8,13,7,4,4,9,20,14,26,15,""
04,41,38,41,35,31,24,13,28,15,16,18,13,16,10,10,10,4,6,7,11,11,18,15,23,""
05,36,27,30,32,37,28,24,20,22,26,31,17,18,13,6,10,8,14,12,13,16,18,21,30,""
06,38,30,48,33,36,35,25,20,20,26,11,9,12,13,14,4,10,10,9,15,13,28,20,32,""
07,27,38,33,31,46,30,21,18,21,17,20,18,11,13,10,8,5,6,13,12,20,15,22,27,""
08,27,30,34,21,28,16,25,18,18,12,16,11,6,7,13,7,13,6,10,7,17,10,18,26,""
09,30,34,43,27,32,29,14,17,13,20,19,11,14,10,6,10,11,7,13,14,7,15,15,31,""
10,30,41,35,33,24,11,19,23,22,17,20,12,16,13,10,8,11,12,12,17,16,19,20,30,""
11,29,36,35,33,33,31,18,29,20,19,17,12,16,15,14,11,5,7,10,17,12,14,10,23,""
12,35,40,35,30,30,23,28,18,27,23,10,15,25,18,14,7,11,13,8,11,14,13,21,22,""
13,24,25,36,24,19,21,18,18,30,18,19,22,12,14,10,3,10,5,7,10,9,12,22,27,""
14,30,43,28,36,22,32,25,19,22,15,16,22,18,12,13,11,10,8,5,7,12,10,19,19,""
15,34,38,38,33,28,33,25,22,23,22,15,11,12,16,13,6,8,5,3,12,11,16,19,21,""
16,31,42,41,26,38,19,17,14,18,26,23,15,11,14,10,11,11,5,11,8,18,21,21,28,""
17,35,26,43,29,26,21,24,14,27,23,23,22,18,14,13,8,7,3,6,9,13,10,27,42,""
18,40,32,46,37,34,22,25,31,26,20,19,16,16,17,9,6,12,13,4,7,10,15,29,27,""
19,29,47,42,39,36,28,23,18,21,20,18,20,19,16,9,8,5,7,10,6,17,15,22,27,""
20,40,52,37,40,38,25,22,23,25,18,18,23,14,13,17,12,11,8,4,13,12,15,23,23,""
21,32,43,42,29,25,24,20,28,21,16,18,24,21,17,11,12,9,4,7,15,12,13,21,21,""
22,24,34,25,32,23,25,18,20,17,18,19,11,13,15,10,7,4,5,4,10,7,21,17,18,""
23,37,49,34,42,28,27,22,19,21,24,24,18,17,15,12,8,13,6,10,19,14,15,22,33,""
24,22,42,42,29,28,33,25,28,21,20,22,18,17,23,13,8,7,12,11,10,13,12,21,31,""
25,38,33,49,30,27,26,17,22,24,24,15,20,26,14,13,5,7,12,8,12,11,12,14,25,""
26,25,20,40,37,23,30,16,18,19,28,18,24,27,19,12,4,11,9,9,8,16,14,25,24,""
27,29,36,42,31,24,23,19,32,24,21,22,21,24,22,12,14,7,9,11,7,13,12,18,30,""
28,33,43,40,24,27,20,20,35,38,28,26,17,17,19,17,8,11,12,7,10,12,11,17,29,""
29,39,50,32,36,25,27,19,19,31,26,24,17,21,15,10,9,8,8,9,4,17,19,20,41,""
30,36,39,37,27,23,26,22,23,32,18,23,16,16,15,9,6,12,10,10,11,8,12,25,24,""
31,25,35,41,32,26,29,26,25,24,18,19,18,15,19,11,10,8,7,9,12,-1,-1,-1,-1,""
