mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,21,29,7,-1,18,22,26,20,26,22,20,13,23,22,11,13,5,10,13,16,17,13,19,27,""
02,27,29,24,34,18,23,17,27,22,19,26,30,16,16,17,15,15,10,12,10,13,22,21,24,""
03,18,29,27,23,26,27,28,19,23,22,18,20,24,18,19,14,12,12,11,17,18,20,24,19,""
04,16,21,23,30,24,5,-1,9,17,25,25,21,17,21,8,11,10,7,12,9,15,19,22,24,""
05,19,22,24,37,17,14,16,32,21,20,19,26,18,23,11,10,14,8,12,13,24,17,25,24,""
06,20,23,26,22,24,21,16,26,28,19,26,21,22,20,11,11,10,9,10,23,17,16,21,27,""
07,18,23,24,26,33,14,26,17,7,-1,7,28,19,14,14,12,16,13,11,10,16,17,21,28,""
08,30,23,23,23,27,19,17,24,27,24,19,13,23,17,23,13,8,9,14,15,20,17,19,20,""
09,14,28,23,19,19,23,16,19,14,19,16,21,23,17,12,11,12,13,3,12,19,24,17,24,""
10,25,32,17,25,25,20,23,21,19,26,20,2,-1,7,14,11,8,34,19,10,19,16,26,27,""
11,30,26,22,36,27,21,30,26,33,26,26,17,20,18,19,13,15,8,14,11,16,21,22,17,""
12,21,31,28,27,16,25,17,20,11,12,18,28,17,16,14,11,16,16,11,8,18,23,23,24,""
13,16,36,24,21,24,20,20,22,16,24,26,18,18,18,1,-1,3,11,6,8,11,18,22,14,""
14,29,28,31,19,28,18,22,15,18,21,29,27,17,18,17,14,10,15,12,7,13,20,15,30,""
15,23,21,30,26,26,18,26,14,15,27,29,17,18,19,15,16,7,13,7,18,8,17,15,17,""
16,19,25,23,21,18,23,26,24,34,24,29,18,14,23,9,14,9,-1,-1,8,16,20,24,23,""
17,27,26,31,37,27,24,25,20,31,28,22,18,24,10,24,17,19,11,8,11,14,18,27,22,""
18,19,25,24,40,24,26,20,19,21,20,20,13,17,13,17,15,10,11,8,9,17,14,17,25,""
19,16,22,18,26,29,15,25,21,19,22,22,20,15,17,14,8,12,14,10,21,3,-1,14,24,""
20,18,27,24,24,32,19,20,24,20,13,12,13,30,19,16,17,17,6,14,10,16,19,18,25,""
21,35,31,24,23,22,21,21,22,15,30,20,31,32,11,16,16,9,13,6,11,15,11,15,19,""
22,31,36,32,27,22,23,12,24,20,13,22,13,25,21,16,12,19,14,5,9,9,12,9,6,""
23,-1,16,28,25,30,32,25,23,18,27,20,29,25,25,13,14,17,6,8,17,19,17,16,19,""
24,30,24,33,27,24,20,25,31,31,19,18,15,19,16,12,10,7,8,13,11,20,15,23,30,""
25,31,32,30,24,20,23,23,20,23,21,26,16,15,12,18,13,17,11,3,10,11,12,14,33,""
26,16,30,6,-1,16,29,15,17,19,21,21,15,20,27,22,15,13,11,15,11,13,18,23,15,""
27,26,25,27,30,28,20,23,22,21,15,24,21,19,20,12,13,10,12,11,12,14,16,15,16,""
28,23,25,23,26,29,21,22,28,21,16,27,27,24,19,15,11,9,6,14,15,15,14,18,18,""
29,27,27,27,29,28,1,-1,13,30,29,24,22,19,12,14,19,14,6,11,13,12,13,25,20,""
30,29,19,29,31,31,25,26,23,23,28,31,13,24,24,15,13,11,7,12,11,18,21,15,20,""
31,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,""
