mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,4,5,2,1,4,2,3,2,4,8,2,2,2,0,0,0,0,0,0,1,1,1,2,2,""
02,3,2,6,1,1,3,1,2,1,0,7,1,2,2,1,0,1,1,0,0,0,1,0,3,""
03,2,3,3,4,1,2,1,3,3,3,1,3,2,1,1,1,0,0,0,1,0,0,1,2,""
04,3,2,0,2,4,3,3,4,4,0,3,0,0,1,1,0,0,0,1,0,0,0,1,0,""
05,1,1,3,4,2,2,0,2,2,0,8,4,1,0,1,0,1,0,1,0,2,0,1,1,""
06,2,1,2,3,1,3,2,1,4,1,3,1,1,0,0,0,0,0,0,1,0,1,1,1,""
07,3,2,0,4,2,1,1,1,1,4,2,2,1,0,0,0,0,1,0,0,0,0,0,3,""
08,2,3,6,3,5,3,2,0,1,0,4,1,3,1,0,0,0,0,1,0,1,0,0,1,""
09,0,3,4,2,1,1,0,1,1,2,1,1,3,3,0,0,1,0,0,0,0,1,3,4,""
10,1,1,0,2,2,0,3,4,3,0,2,2,0,1,2,0,2,0,1,3,0,1,0,3,""
11,1,5,2,3,3,5,3,2,3,0,6,1,3,1,1,0,0,3,0,2,0,1,0,1,""
12,3,2,1,1,3,1,2,2,2,3,1,0,2,2,1,1,1,1,0,0,0,0,1,2,""
13,0,5,1,6,1,2,1,3,1,0,0,4,4,1,0,0,0,1,1,0,0,0,0,1,""
14,2,3,0,0,1,1,1,0,2,1,2,0,1,0,0,0,0,1,0,1,1,0,3,1,""
15,1,0,1,2,1,2,2,1,2,0,1,5,0,2,0,0,1,0,0,0,0,0,0,0,""
16,1,3,8,1,2,3,3,3,2,2,2,3,3,2,3,0,1,0,1,0,0,1,2,3,""
17,1,4,3,2,4,5,4,3,3,7,1,1,0,1,3,1,1,0,0,0,1,2,2,3,""
18,3,2,1,2,2,4,2,3,1,2,2,1,1,1,1,0,0,0,0,1,0,0,4,6,""
19,4,3,0,2,3,3,3,1,0,3,2,1,0,0,1,0,0,0,0,0,0,0,0,3,""
20,3,3,2,2,7,4,2,2,3,1,3,3,0,4,1,2,0,0,0,2,1,0,2,1,""
21,4,3,3,3,0,4,2,4,3,3,4,5,1,2,0,0,0,0,1,1,2,1,1,1,""
22,0,3,0,1,1,0,1,1,3,3,2,1,1,4,0,0,0,0,1,1,0,1,1,0,""
23,2,1,1,3,2,2,1,1,1,3,1,0,2,0,0,1,1,0,0,0,0,0,2,1,""
24,0,1,0,2,0,0,3,1,0,1,2,2,1,1,1,0,0,2,0,0,0,0,1,1,""
25,0,2,3,0,1,6,5,4,0,0,2,4,1,0,1,1,0,0,0,0,0,0,1,2,""
26,3,3,2,4,1,5,0,3,1,6,1,2,2,1,0,0,0,0,0,1,1,2,1,0,""
27,2,2,1,2,1,2,4,1,1,4,0,1,0,0,0,1,0,0,0,0,0,0,1,1,""
28,2,2,0,3,5,3,5,2,6,5,2,2,2,2,0,1,1,0,0,1,1,0,1,0,""
29,0,2,0,6,0,6,3,1,3,0,1,3,1,1,0,1,1,0,2,0,1,0,2,2,""
30,0,1,4,3,1,3,4,0,5,3,2,1,3,1,2,0,0,0,0,0,0,1,2,2,""
31,2,1,2,3,3,7,4,4,3,0,0,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,""
