mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,33,26,36,48,77,100,88,105,96,130,162,175,171,120,163,142,134,83,94,109,84,61,46,27,""
02,12,12,19,31,60,84,57,80,92,121,118,124,112,165,145,131,121,82,94,73,65,52,39,28,""
03,22,34,22,40,85,96,112,105,125,163,189,181,152,161,200,191,145,113,104,92,93,82,51,22,""
04,20,22,25,46,61,78,95,87,113,132,174,182,170,180,195,193,155,125,136,97,82,82,53,34,""
05,20,23,27,48,85,102,111,110,114,164,202,198,185,182,181,169,148,122,132,96,99,68,64,23,""
06,22,27,32,28,76,109,100,103,104,176,182,191,163,153,152,176,172,105,112,102,97,56,53,23,""
07,23,38,31,42,66,92,116,139,131,162,183,207,207,204,192,198,146,126,120,108,91,-1,90,35,""
08,18,20,39,58,94,131,116,121,154,166,163,187,191,227,258,225,185,158,157,103,122,106,62,44,""
09,38,-1,71,58,76,97,132,127,149,187,223,209,218,208,186,171,136,112,94,100,92,65,55,26,""
10,23,31,26,44,93,115,119,147,136,189,222,205,195,212,210,178,129,123,104,105,82,78,45,32,""
11,24,21,30,46,84,90,108,123,148,193,196,197,189,164,170,140,140,121,96,109,84,64,62,37,""
12,30,23,32,59,73,107,117,113,137,191,255,212,178,194,167,178,125,112,120,104,96,77,41,26,""
13,22,21,30,55,85,90,114,101,147,154,195,188,191,179,203,174,146,134,130,94,96,59,52,23,""
14,21,18,21,41,70,89,99,103,106,157,179,172,166,191,178,171,122,108,82,110,102,76,60,30,""
15,23,26,28,42,78,110,118,128,142,161,202,178,164,169,171,166,165,126,103,96,71,71,51,26,""
16,15,24,20,54,87,99,101,89,126,135,213,176,164,184,208,227,184,138,117,101,103,78,41,35,""
17,26,21,28,57,89,107,119,117,128,195,209,177,182,186,181,188,172,140,109,113,110,88,64,28,""
18,17,21,30,47,86,107,109,120,150,184,223,187,162,178,182,194,149,114,107,106,78,74,55,40,""
19,18,19,19,40,66,109,118,111,127,185,209,235,206,206,216,190,158,116,96,121,109,91,54,23,""
20,17,15,25,52,83,103,124,122,161,195,216,204,183,215,220,204,179,118,116,105,91,98,38,33,""
21,21,19,24,63,83,102,139,132,156,191,210,212,185,209,229,182,179,126,130,113,102,69,52,31,""
22,14,11,36,31,64,65,95,89,98,150,185,163,149,158,160,181,157,102,92,77,56,50,41,19,""
23,21,15,16,28,61,79,77,103,127,146,140,144,123,148,128,160,102,107,82,72,72,55,35,23,""
24,7,9,15,20,34,39,37,35,38,60,79,74,63,65,59,73,61,44,48,39,30,26,17,4,""
25,6,9,10,19,37,36,42,48,58,71,82,75,68,67,78,78,63,45,68,45,34,28,13,14,""
26,6,9,17,14,39,55,86,76,85,110,140,100,92,98,128,144,123,81,71,64,57,48,36,24,""
27,8,10,17,31,36,49,83,83,99,127,119,139,126,129,124,126,97,84,75,76,56,54,26,20,""
28,11,12,22,20,57,61,64,91,116,152,154,141,129,110,138,134,110,90,94,72,58,42,32,19,""
29,9,15,19,38,46,61,72,77,99,105,133,106,99,116,101,129,107,95,102,105,78,43,30,29,""
30,11,7,23,36,56,80,107,101,125,122,130,124,130,146,149,131,140,77,75,73,45,51,25,13,""
31,15,30,0,286,63,62,73,73,98,113,138,139,123,125,124,137,136,102,85,89,48,41,30,-1,""
