mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,11,12,13,15,12,14,13,24,9,26,19,19,26,17,14,10,20,14,13,9,17,15,19,19,""
02,14,17,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,15,19,""
03,18,15,21,18,14,20,16,32,25,40,32,45,34,42,37,20,24,23,23,17,19,18,24,25,""
04,18,10,6,27,20,15,16,37,33,37,41,36,37,25,13,26,27,18,29,26,29,27,21,17,""
05,8,10,17,12,15,21,15,31,29,43,41,40,48,36,21,14,18,18,27,28,29,33,27,14,""
06,15,25,16,10,23,20,20,24,39,45,35,35,46,36,29,26,26,20,31,18,13,26,23,13,""
07,21,22,7,25,26,17,18,26,39,39,48,51,45,37,26,21,19,28,36,18,34,30,19,19,""
08,21,11,22,20,23,27,31,36,31,45,39,34,44,48,22,20,16,14,28,35,32,31,24,18,""
09,23,15,18,17,19,14,19,14,34,35,49,32,38,32,7,18,18,11,16,13,18,14,21,16,""
10,17,23,28,12,31,21,19,21,44,35,35,39,45,33,33,21,21,18,16,14,16,11,21,17,""
11,13,13,18,14,18,27,28,28,36,28,23,33,34,16,18,14,17,13,25,27,23,30,11,22,""
12,23,24,20,19,15,24,24,42,28,35,32,35,42,20,18,14,17,17,19,25,25,19,19,9,""
13,10,22,31,19,20,17,18,21,34,25,30,42,26,17,30,17,16,13,17,17,25,19,12,17,""
14,17,24,18,15,22,20,15,24,27,51,30,38,41,24,16,14,24,30,32,22,33,28,17,19,""
15,18,18,25,23,19,20,28,47,56,38,48,42,50,25,17,19,26,26,21,17,30,19,17,20,""
16,12,14,14,20,28,32,35,52,41,41,42,38,45,47,20,16,25,15,20,27,19,25,29,27,""
17,27,22,23,22,17,25,17,14,31,36,32,39,37,42,20,19,21,21,16,23,16,20,29,27,""
18,23,17,20,25,24,19,31,42,48,38,49,36,36,21,18,27,30,31,30,29,36,38,23,18,""
19,29,17,9,21,13,21,41,45,40,42,45,41,42,29,23,25,28,16,19,29,30,15,11,17,""
20,15,28,26,23,19,23,32,43,55,55,47,49,52,29,17,13,28,20,26,30,15,20,23,24,""
21,29,26,25,22,30,35,34,49,42,36,46,41,49,23,18,15,17,27,20,19,13,22,23,25,""
22,30,26,4,13,17,24,25,26,37,32,50,42,39,26,25,23,33,33,33,38,24,28,20,22,""
23,18,24,7,8,8,33,38,51,49,30,48,55,36,56,40,18,18,18,21,24,23,19,19,26,""
24,10,20,15,16,7,34,47,52,47,44,57,38,47,31,21,11,18,11,21,13,24,16,18,20,""
25,12,5,4,3,24,31,35,45,43,61,47,40,50,17,18,15,17,30,26,34,34,20,19,26,""
26,30,21,28,24,29,22,36,32,46,41,44,48,54,39,19,13,10,27,24,20,28,25,15,27,""
27,24,10,7,8,10,15,32,32,35,39,44,51,47,30,22,27,18,20,20,22,20,17,26,16,""
28,24,23,22,5,22,36,37,47,54,56,46,51,51,24,12,12,18,17,27,27,32,22,13,18,""
29,17,22,29,4,8,29,23,32,33,39,46,59,49,26,10,6,18,28,21,27,19,17,19,24,""
30,21,5,6,8,2,15,23,23,27,20,23,38,41,37,33,17,23,20,6,23,14,31,25,22,""
31,25,4,14,24,20,26,14,19,24,33,36,28,40,52,30,17,20,20,27,27,25,4,9,-1,""
