may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,28,18,11,15,7,4,2,5,3,4,3,7,9,24,14,17,22,14,14,16,17,23,27,28,""
02,20,21,9,6,9,7,5,3,1,3,4,9,10,9,14,18,10,11,12,23,22,24,24,29,""
03,26,14,8,7,10,3,1,3,1,1,2,9,13,15,15,21,17,11,17,16,18,32,23,29,""
04,20,17,10,8,7,3,3,1,1,2,6,5,12,9,9,15,13,21,9,22,22,25,36,29,""
05,26,26,16,12,3,7,7,2,2,2,3,5,13,12,21,17,19,23,24,27,19,29,38,40,""
06,16,18,21,7,9,13,4,2,6,4,8,11,7,13,12,17,15,16,15,24,25,35,37,40,""
07,29,28,24,17,7,3,5,9,3,3,4,11,12,16,22,22,18,16,23,23,35,30,38,49,""
08,37,26,15,8,3,8,5,9,4,6,3,6,3,14,11,12,16,7,13,17,12,18,20,33,""
09,18,19,7,15,8,7,5,3,3,4,3,6,9,9,11,14,19,17,17,17,27,19,35,37,""
10,31,14,8,6,6,7,2,-1,-1,-1,-1,5,6,8,20,20,19,10,17,23,17,19,40,37,""
11,14,-1,-1,8,2,4,3,2,3,4,1,3,6,11,13,22,17,14,25,11,25,18,24,35,""
12,19,-1,-1,-1,-1,9,4,5,2,6,2,3,8,16,14,18,15,8,11,21,23,20,31,20,""
13,29,12,15,6,7,6,4,3,2,3,9,1,8,6,17,13,13,14,13,10,17,12,22,24,""
14,14,9,6,6,10,6,6,1,5,2,4,9,11,19,11,14,16,16,17,26,16,20,34,18,""
15,11,12,6,10,12,6,9,1,4,4,8,3,5,16,18,12,17,19,14,24,14,18,19,24,""
16,15,11,7,10,7,6,7,-1,-1,-1,-1,-1,7,16,11,14,18,16,17,17,20,31,29,29,""
17,15,11,5,7,9,4,3,5,1,5,4,10,8,6,11,16,11,21,18,13,18,26,14,28,""
18,25,-1,11,10,10,10,5,4,2,5,6,3,12,8,23,21,18,11,15,18,11,27,19,19,""
19,-1,-1,-1,6,6,10,5,3,2,4,6,12,8,17,23,18,10,24,21,23,22,24,23,28,""
20,-1,-1,7,4,6,2,6,7,1,5,3,6,10,8,10,13,20,15,8,12,20,26,22,28,""
21,-1,-1,8,10,5,3,3,4,4,1,2,5,8,9,24,16,19,16,14,14,17,21,21,24,""
22,18,14,7,8,5,10,8,8,3,3,5,9,16,9,10,13,17,13,20,18,14,19,33,28,""
23,6,14,7,6,8,8,5,3,2,2,3,6,14,9,14,17,13,21,19,15,20,15,33,23,""
24,20,16,11,9,4,6,7,5,3,1,3,6,9,13,18,17,23,19,19,28,17,29,29,29,""
25,15,9,9,7,8,4,3,6,8,3,4,8,13,16,16,19,17,18,21,14,20,20,19,33,""
26,25,18,11,6,5,4,7,2,2,2,2,7,10,11,19,20,16,12,18,14,14,21,20,9,""
27,13,11,8,9,7,0,2,3,3,1,3,6,9,8,12,22,9,29,18,22,18,20,26,24,""
28,10,8,4,6,4,1,5,4,4,4,3,5,8,15,15,22,13,8,15,19,16,21,30,20,""
29,26,13,9,5,6,5,5,4,4,3,2,7,8,16,14,14,13,19,24,20,21,24,19,27,""
30,19,9,14,3,3,10,7,3,2,1,3,5,2,11,14,9,11,14,15,12,16,12,22,30,""
31,17,4,8,5,5,4,6,6,5,1,14,11,7,18,17,16,16,12,17,23,-1,-1,-1,-1,""
