may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,30,25,30,17,21,27,28,36,23,10,8,9,6,4,1,2,2,4,6,13,8,21,23,25,""
02,23,17,31,17,11,27,19,25,15,8,-1,10,5,3,6,8,4,3,9,4,13,18,35,29,""
03,20,20,23,21,22,8,0,0,0,0,0,0,0,1,6,7,3,6,6,3,7,18,15,-1,""
04,43,23,32,22,22,26,38,31,23,25,5,6,4,8,1,3,3,6,4,9,10,14,21,23,""
05,23,16,22,38,27,34,26,22,16,12,9,5,8,7,5,4,8,3,11,5,8,22,13,24,""
06,32,37,24,30,29,28,38,27,20,23,11,7,3,3,6,4,2,2,4,8,7,15,19,22,""
07,33,30,26,28,37,39,38,15,16,20,6,4,4,7,6,2,2,5,2,10,7,12,13,27,""
08,24,24,28,33,20,25,25,19,20,12,8,6,4,6,4,3,1,6,6,10,11,12,13,25,""
09,29,27,27,26,22,30,36,17,24,18,1,5,5,7,2,2,2,3,6,14,15,14,22,20,""
10,26,28,31,27,30,29,25,22,19,13,4,2,5,1,3,6,1,3,5,9,7,10,17,20,""
11,34,22,30,31,23,18,23,31,17,8,2,2,4,6,5,2,2,5,6,7,19,23,16,29,""
12,28,39,35,34,28,28,30,19,20,9,7,6,2,2,8,0,4,3,5,9,3,16,21,23,""
13,15,27,16,16,29,26,19,26,14,15,3,4,5,7,2,3,3,6,3,9,4,16,23,27,""
14,26,29,22,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
15,0,0,21,26,23,16,21,11,11,5,3,4,4,3,3,3,2,2,1,6,12,3,11,15,""
16,28,18,28,15,18,28,17,24,21,12,4,6,5,3,6,3,2,1,8,4,6,12,17,24,""
17,25,16,14,19,19,25,31,24,17,7,2,6,-1,2,4,3,3,2,8,2,11,21,24,20,""
18,4,0,0,11,17,24,23,20,12,10,3,3,3,3,5,4,9,1,5,9,9,20,20,15,""
19,11,15,15,18,29,22,22,21,18,7,4,4,3,5,2,2,2,8,7,9,12,10,9,16,""
20,17,21,17,17,13,24,14,16,9,8,15,1,1,5,6,3,8,4,4,4,15,17,18,18,""
21,21,29,42,27,30,13,31,30,20,9,4,4,2,4,8,4,11,6,6,4,15,17,18,33,""
22,23,26,34,23,29,21,25,29,22,6,6,2,2,3,2,3,5,2,6,5,16,18,16,19,""
23,22,17,23,22,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
24,0,0,0,0,0,0,0,0,18,11,2,4,3,5,4,2,2,3,7,8,13,18,0,15,""
25,34,32,25,20,25,27,17,17,23,10,8,4,11,3,2,4,3,5,8,6,9,12,19,16,""
26,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,3,2,3,5,11,15,18,15,21,""
27,15,17,17,22,21,16,28,28,18,7,4,2,4,1,2,5,3,2,7,9,5,18,17,25,""
28,14,22,32,25,18,29,25,17,14,8,4,1,3,1,3,1,8,8,8,3,9,10,11,17,""
29,21,18,26,10,0,0,17,23,11,8,3,1,2,3,6,1,2,5,5,4,16,12,15,27,""
30,21,19,28,18,29,22,23,36,14,8,2,1,2,4,3,7,2,3,2,7,8,11,11,18,""
31,23,18,16,25,43,25,32,20,9,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
