dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,59,64,64,52,71,63,73,61,66,64,65,50,51,47,27,44,34,42,45,54,51,62,73,92,""
02,58,68,83,64,81,69,101,87,78,79,94,79,62,61,55,53,43,45,44,47,65,68,72,69,""
03,82,82,71,96,118,90,94,93,83,83,69,69,49,50,45,39,36,45,35,55,44,56,65,118,""
04,68,85,66,84,84,71,74,88,89,93,84,54,76,56,52,41,52,43,37,44,48,54,59,54,""
05,58,74,87,71,107,93,105,111,103,100,81,96,65,66,45,43,45,48,35,56,67,62,74,54,""
06,70,66,60,88,93,99,102,106,112,87,78,83,86,61,64,46,45,53,48,57,59,67,68,66,""
07,68,85,86,62,77,94,109,87,79,86,111,90,75,61,77,54,44,41,35,46,67,56,65,70,""
08,95,76,104,96,91,97,107,120,90,98,94,54,71,58,47,55,32,42,43,53,62,66,75,67,""
09,65,79,79,94,85,84,116,102,104,98,72,84,69,41,59,43,50,59,43,51,56,75,76,78,""
10,71,70,92,92,115,90,115,116,123,90,77,72,72,61,38,41,41,42,46,56,72,75,88,87,""
11,89,56,82,94,108,133,105,114,94,118,79,73,65,49,60,35,41,57,61,63,81,102,99,96,""
12,73,88,103,107,99,143,145,153,140,141,105,86,74,55,52,44,50,61,60,104,128,118,129,115,""
13,132,113,130,147,145,204,234,225,200,157,99,66,50,64,39,27,38,48,80,110,124,204,223,208,""
14,4,-1,-1,-1,-1,-1,101,215,152,147,91,53,46,33,46,35,33,51,-1,-1,27,143,162,175,""
15,177,201,153,130,136,146,131,112,129,112,92,73,63,55,32,34,38,42,48,51,56,66,82,83,""
16,96,56,76,86,108,87,106,102,66,89,60,52,67,66,41,44,59,43,49,46,49,65,59,38,""
17,37,29,20,28,24,33,54,73,77,82,76,76,74,46,32,40,30,38,28,38,58,40,50,36,""
18,43,59,70,58,56,56,68,59,54,78,64,75,68,34,35,34,40,28,38,33,31,37,57,60,""
19,49,64,78,65,58,86,83,69,82,65,78,65,66,47,41,40,40,31,32,35,39,47,43,58,""
20,57,77,70,77,71,84,87,93,100,68,58,54,55,61,43,40,26,27,29,34,41,45,51,60,""
21,58,51,69,64,51,73,71,64,81,82,73,49,30,53,45,25,38,31,25,35,25,19,34,43,""
22,54,39,48,40,48,65,70,65,75,62,69,76,86,58,73,53,51,41,61,54,51,58,65,56,""
23,50,69,62,61,65,81,73,80,61,67,56,52,69,52,46,56,22,27,37,47,46,42,47,45,""
24,66,47,48,57,56,84,107,99,80,94,90,72,60,67,47,46,42,32,44,52,54,53,50,52,""
25,56,61,86,81,74,94,76,87,99,99,101,82,78,65,52,36,35,39,27,41,36,-1,46,49,""
26,51,56,64,86,71,87,107,98,87,82,79,86,69,57,66,50,40,26,42,43,32,55,50,59,""
27,53,61,63,89,68,93,95,117,93,92,83,101,70,47,48,38,26,38,34,34,46,60,56,60,""
28,64,77,74,90,81,72,80,86,110,100,94,86,78,51,51,49,35,36,38,34,33,46,48,58,""
29,53,59,69,71,76,90,79,65,71,79,88,80,71,71,59,48,26,37,39,51,41,41,32,52,""
30,53,59,83,65,77,73,89,85,90,107,88,73,62,68,56,52,36,34,30,43,41,29,52,64,""
31,62,51,52,64,86,61,92,88,100,79,74,60,-1,5,45,33,32,26,15,43,52,31,32,1,""
