dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,12,20,30,33,43,38,21,24,33,35,42,35,44,52,34,24,23,24,26,26,34,20,13,11,""
02,21,13,22,39,34,31,31,29,43,39,47,49,42,58,54,38,33,19,25,18,25,17,10,17,""
03,16,18,31,41,32,35,31,17,18,27,52,36,45,57,39,35,33,36,28,34,20,22,10,12,""
04,26,19,20,37,45,35,33,15,24,45,41,30,59,48,49,41,25,42,32,21,22,18,11,15,""
05,20,25,32,43,39,29,34,29,33,29,43,42,35,49,59,34,38,32,33,17,24,18,19,10,""
06,16,18,36,35,44,9,0,0,0,0,0,0,0,0,0,0,0,0,21,25,20,22,12,11,""
07,10,18,30,43,47,43,40,30,29,29,42,54,46,61,49,32,35,32,28,14,14,19,11,11,""
08,18,13,28,45,66,54,26,44,29,45,41,53,48,55,49,37,24,24,24,22,17,19,10,11,""
09,15,16,21,41,46,39,35,34,30,34,48,37,42,60,53,45,26,20,17,16,13,10,13,14,""
10,7,8,20,31,33,42,31,26,20,20,19,22,38,44,36,34,21,12,19,13,15,12,0,10,""
11,8,15,24,33,43,50,40,29,17,24,38,34,43,42,1,44,22,9,17,12,11,11,5,10,""
12,7,11,23,52,54,73,72,44,32,23,35,37,30,56,34,38,33,16,11,11,22,12,12,11,""
13,16,16,48,70,95,80,99,102,48,24,28,51,59,71,47,55,25,15,16,19,12,14,20,9,""
14,9,20,50,91,106,88,89,97,83,42,47,52,28,31,15,42,18,15,24,5,10,13,14,7,""
15,9,8,20,54,60,61,73,56,54,24,26,24,35,32,30,27,21,22,18,13,12,13,5,4,""
16,7,12,16,27,33,29,24,17,17,16,23,25,25,25,23,19,17,16,20,4,18,11,12,8,""
17,6,12,22,28,26,29,14,19,19,24,26,32,23,37,31,34,25,13,20,22,14,9,13,4,""
18,11,6,22,26,21,21,19,18,11,17,14,24,24,17,16,19,16,23,18,17,23,14,9,7,""
19,8,15,22,33,27,29,24,10,24,18,22,28,40,34,30,32,25,2,0,14,12,8,5,10,""
20,8,8,16,25,34,26,24,16,24,22,33,33,24,35,27,19,22,14,15,16,23,10,13,7,""
21,12,13,11,15,29,32,21,10,25,15,29,30,37,33,37,20,18,16,13,19,10,13,7,9,""
22,7,12,22,14,30,23,19,20,20,21,28,20,29,36,23,30,29,25,30,24,38,24,13,13,""
23,10,17,15,26,29,20,15,18,16,32,26,39,22,39,41,22,26,25,14,10,11,9,4,5,""
24,9,6,17,16,25,14,12,10,12,16,17,22,21,28,30,31,21,17,19,11,12,12,7,6,""
25,11,15,16,25,29,21,13,14,16,20,19,20,33,42,24,25,22,14,5,17,9,18,11,9,""
26,13,8,14,18,31,19,18,13,16,19,23,32,40,45,21,22,20,15,14,18,13,13,10,8,""
27,8,10,8,17,28,25,15,17,18,17,22,23,26,22,26,26,10,10,13,14,16,9,8,8,""
28,10,9,13,20,17,18,10,10,8,27,23,22,19,24,40,14,10,17,18,14,14,11,10,5,""
29,9,5,18,15,16,11,12,10,10,16,16,22,21,23,33,25,15,13,17,15,16,11,7,8,""
30,6,9,13,16,14,21,11,18,12,22,27,21,31,30,24,26,19,14,12,12,16,6,9,7,""
31,7,13,9,25,17,20,13,12,14,20,11,18,21,35,20,20,18,20,15,22,0,9,-1,-1,""
