dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,40,44,77,73,93,82,91,112,112,96,112,116,102,102,77,65,62,66,73,61,64,59,54,43,""
02,41,29,56,75,84,102,86,112,133,111,128,134,99,100,94,103,88,90,73,82,53,55,38,54,""
03,58,51,73,77,81,60,108,119,115,120,127,117,117,126,87,114,76,73,48,45,40,50,47,53,""
04,57,49,55,77,91,76,92,103,144,122,105,117,122,123,116,118,80,99,79,99,63,68,46,36,""
05,52,70,62,61,68,70,83,96,88,111,122,109,101,79,66,56,58,69,74,54,67,59,51,53,""
06,18,22,45,55,68,71,89,129,109,124,96,102,85,79,56,51,68,66,57,53,60,55,46,45,""
07,33,49,43,65,69,73,107,104,108,103,109,105,98,97,77,61,74,82,58,70,53,51,41,42,""
08,30,38,51,66,53,42,70,80,95,92,79,88,63,54,55,87,39,52,48,52,44,35,29,38,""
09,31,31,59,73,66,47,84,89,109,91,73,95,68,45,63,56,79,56,64,75,48,38,37,44,""
10,34,64,61,74,42,52,54,84,83,84,94,115,106,89,71,72,60,51,27,46,39,54,55,46,""
11,46,75,89,140,111,95,108,106,123,131,96,98,91,67,63,89,64,71,37,29,38,47,28,39,""
12,54,74,95,0,118,88,118,134,117,133,98,92,76,66,58,102,101,106,63,64,57,46,36,33,""
13,42,56,107,160,140,78,74,110,109,80,48,38,30,30,39,64,70,41,41,30,29,23,18,17,""
14,29,37,53,85,101,127,118,162,165,159,98,72,44,29,37,77,59,36,32,15,27,32,17,19,""
15,26,39,65,76,77,63,63,132,136,80,72,51,55,41,19,37,58,34,23,26,28,28,16,27,""
16,17,32,35,23,26,37,37,63,55,49,43,47,31,40,19,25,39,37,35,22,29,35,28,16,""
17,19,15,25,27,45,42,44,64,46,54,52,47,36,57,35,42,28,28,27,12,16,19,16,25,""
18,16,12,34,27,40,48,36,49,65,45,39,45,53,59,43,41,50,40,41,21,35,24,27,21,""
19,18,16,29,19,28,24,32,41,41,33,41,45,37,28,15,26,16,31,25,39,16,24,19,15,""
20,17,15,11,30,34,29,35,48,36,35,51,31,40,34,18,17,29,33,19,26,38,27,17,15,""
21,11,15,17,28,26,25,54,55,40,41,44,51,38,33,20,28,30,22,29,11,24,30,22,16,""
22,6,20,28,20,26,18,30,47,33,36,40,33,18,21,28,31,34,46,39,24,37,15,23,22,""
23,23,22,20,23,32,18,29,57,36,33,37,39,26,28,19,24,27,41,25,28,28,13,11,14,""
24,15,10,21,34,16,22,41,50,42,39,40,41,62,39,29,25,33,23,20,15,26,10,9,11,""
25,11,20,20,27,23,24,19,39,54,24,47,44,58,50,36,19,30,28,16,15,17,8,15,8,""
26,18,12,20,14,17,33,41,38,25,34,46,51,48,34,31,23,34,25,24,18,27,27,22,17,""
27,24,32,27,34,28,42,47,60,65,62,73,72,52,69,65,54,66,31,47,54,37,26,33,23,""
28,11,17,22,40,22,43,73,58,69,75,57,70,48,58,51,44,51,38,56,27,23,40,28,30,""
29,34,32,34,32,40,54,48,61,55,63,41,56,36,43,30,41,42,37,42,47,43,41,28,25,""
30,25,30,33,33,42,46,40,43,57,32,48,41,46,50,62,65,82,80,47,43,38,33,26,20,""
31,18,29,24,35,42,45,42,63,53,45,44,62,57,71,64,59,48,55,36,30,36,33,26,-1,""
