dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,65,63,69,94,180,228,254,347,413,452,444,504,463,512,443,400,379,315,290,236,189,90,95,77,""
02,57,50,65,30,39,58,57,76,93,90,87,109,112,91,85,86,103,105,77,52,49,28,21,18,""
03,11,25,30,46,73,67,96,143,155,167,213,211,197,157,171,127,123,108,103,81,83,67,19,21,""
04,34,34,24,49,64,110,102,145,161,157,159,218,175,106,144,116,99,108,67,42,26,20,25,26,""
05,30,17,24,42,59,42,80,63,78,76,97,110,76,65,61,72,90,85,61,59,33,27,37,19,""
06,15,14,10,34,59,65,95,85,107,115,139,138,78,66,77,49,41,58,45,33,30,16,18,5,""
07,19,9,15,25,24,61,61,82,84,82,84,70,65,79,52,73,59,43,35,23,21,15,11,16,""
08,10,3,15,16,32,56,66,80,85,60,76,78,61,54,52,50,50,35,29,15,14,11,5,4,""
09,3,5,11,19,20,39,47,85,72,50,51,57,37,73,66,46,53,37,25,25,19,11,15,9,""
10,3,4,10,20,23,41,68,103,106,75,109,78,77,60,62,74,54,42,40,22,24,22,9,9,""
11,7,6,14,31,32,54,77,106,113,77,86,72,61,44,50,67,33,32,21,32,22,13,10,13,""
12,12,10,17,47,51,91,139,183,182,96,96,137,106,74,60,91,64,44,39,26,29,13,19,8,""
13,7,7,20,46,84,95,153,242,283,91,136,193,119,94,95,48,50,52,38,34,26,14,5,7,""
14,6,10,50,123,192,344,424,509,461,312,414,494,385,387,247,204,113,53,38,29,24,14,11,12,""
15,12,8,29,44,69,117,166,209,247,145,195,162,161,123,83,71,72,38,31,24,25,16,20,12,""
16,3,4,10,14,36,53,59,81,80,91,89,102,93,59,73,67,70,36,51,22,26,13,6,8,""
17,5,10,12,15,23,32,58,62,89,91,91,91,76,67,71,83,75,71,53,44,33,23,12,5,""
18,6,14,15,24,35,38,59,71,82,85,69,87,86,65,79,56,-1,-1,-1,38,29,11,15,9,""
19,10,11,11,17,22,26,57,43,64,53,77,71,60,74,53,61,75,71,65,58,37,12,5,7,""
20,9,10,11,17,26,41,-1,90,53,68,77,84,76,81,69,61,63,44,59,54,30,18,13,11,""
21,2,8,9,12,18,35,26,45,66,70,77,67,58,71,65,71,46,45,55,34,22,19,17,11,""
22,11,0,6,19,15,27,30,35,50,68,81,96,74,82,85,90,93,97,94,71,79,39,28,12,""
23,12,5,3,18,12,19,32,54,56,80,76,77,55,88,71,66,70,53,58,41,33,23,6,7,""
24,7,10,12,15,22,31,45,50,76,79,63,82,81,72,61,73,67,80,47,37,28,22,15,9,""
25,2,8,11,13,26,30,31,65,59,71,89,91,78,49,80,78,65,77,47,36,33,22,14,17,""
26,11,14,3,17,18,24,31,34,53,57,59,67,37,59,64,42,71,81,54,33,30,17,13,7,""
27,5,5,7,10,19,32,34,54,64,69,91,70,62,68,58,72,65,62,40,59,51,29,19,8,""
28,6,12,12,15,17,24,34,36,63,75,106,67,50,63,35,39,55,49,27,22,19,7,11,5,""
29,-1,2,3,11,16,17,28,-1,91,73,108,87,56,70,41,35,40,49,31,40,25,-1,15,6,""
30,3,3,3,7,-1,33,204,25,32,44,59,58,43,41,58,55,64,44,29,28,12,5,5,2,""
31,3,5,1,8,18,20,29,61,59,48,60,69,97,72,71,72,58,37,40,119,485,80,26,-1,""
