jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,92,145,156,148,141,134,138,128,122,102,121,107,114,100,91,110,98,100,87,90,105,140,143,169
02,153,141,132,132,158,117,104,104,115,-1,100,96,119,118,124,124,115,86,120,111,120,121,151,171
03,201,331,318,333,317,348,379,435,361,231,270,335,376,400,408,377,297,197,196,96,109,140,122,122
04,153,167,155,156,111,117,106,107,124,94,62,106,118,113,91,112,57,69,71,64,62,56,57,110
05,108,139,141,151,161,132,121,134,159,125,152,124,90,91,90,153,69,50,69,84,82,77,102,89
06,132,138,146,148,122,99,103,97,110,105,143,116,100,99,70,71,56,74,50,64,76,89,101,133
07,131,120,97,115,96,96,111,85,105,118,133,103,97,110,101,75,80,57,42,89,101,87,95,118
08,170,181,184,154,150,157,141,148,156,140,121,129,136,150,103,81,58,48,46,94,75,85,100,40
09,130,167,180,160,130,162,146,137,179,179,125,137,134,115,100,83,74,84,49,71,70,94,101,124
10,136,193,161,140,125,161,172,159,167,150,177,143,155,118,114,87,72,52,45,80,59,111,75,83
11,153,178,130,159,177,184,159,159,136,124,141,88,121,90,101,87,77,-1,41,64,6,58,64,123
12,137,181,153,148,158,153,132,125,149,163,135,130,112,128,134,77,51,55,42,62,60,65,119,117
13,161,168,177,131,133,129,130,138,151,162,150,162,180,142,113,81,71,59,45,49,98,102,86,123
14,131,163,164,145,123,128,136,124,137,132,139,119,121,93,82,47,57,76,40,71,91,78,93,123
15,141,176,173,162,156,173,170,153,124,176,161,165,143,122,87,69,43,52,48,74,82,74,81,104
16,144,161,149,154,163,142,149,139,148,134,148,139,157,131,105,84,59,48,51,83,92,98,52,97
17,133,170,145,164,151,172,164,159,168,136,108,126,132,117,62,53,32,39,0,42,48,53,107,58
18,93,91,112,126,120,110,112,107,71,-1,-1,-1,77,65,45,60,32,25,32,48,57,69,60,92
19,28,100,100,106,92,100,91,87,91,96,97,106,80,62,76,45,-1,25,46,56,47,53,36,92
20,112,138,115,98,102,109,114,111,109,74,73,104,72,91,57,39,24,31,41,45,55,43,27,51
21,84,95,94,86,86,87,77,84,70,-1,76,56,40,34,22,22,12,18,4,12,30,32,20,63
22,84,125,111,104,111,116,106,112,102,-1,83,-1,70,62,60,47,24,21,24,42,44,65,52,66
23,109,114,100,123,93,103,90,118,114,83,75,73,65,85,49,38,30,12,29,27,42,43,52,32
24,58,63,52,77,73,69,53,77,62,35,58,58,67,49,46,47,85,31,31,68,24,41,-1,-1,-1
25,-1,25,79,88,76,85,81,78,-1,69,75,-1,48,39,25,19,25,19,-1,-1,-1,-1,-1,73
26,99,87,103,86,110,83,95,83,73,78,75,87,64,51,108,41,28,101,31,37,58,42,50,57
27,94,104,99,72,67,97,71,72,77,77,71,75,57,53,74,44,28,34,26,37,0,0,55,68
28,54,70,69,62,78,64,62,64,49,39,0,59,58,50,76,69,22,25,18,36,56,37,27,80
29,75,87,55,81,139,142,82,78,56,59,15,36,33,19,19,24,18,23,-1,0,0,65,46,36
30,40,70,49,51,39,57,62,50,69,49,95,55,48,47,38,34,20,18,25,47,31,34,38,46
31,107,134,127,127,118,105,87,116,140,98,78,79,84,26,59,38,36,16,27,24,29,52,17,35
[E]hgmpI}lel`z`fg'o0'jf',b
