jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,109,134,130,158,172,189,243,245,284,326,348,358,313,333,285,303,270,270,221,206,165,134,104,118
02,130,128,128,195,189,241,244,312,320,308,335,335,321,347,308,330,334,285,231,234,195,172,168,168
03,160,136,151,207,250,306,313,260,147,129,77,117,213,251,282,269,245,239,186,190,213,181,146,103
04,138,94,144,197,207,240,251,281,287,315,319,320,305,297,302,242,256,218,191,169,171,128,88,92
05,105,109,122,133,177,208,226,271,261,337,332,318,280,262,257,241,246,235,195,201,160,114,103,98
06,94,132,137,127,198,206,264,261,266,321,289,300,266,298,303,250,278,251,220,223,164,134,117,93
07,106,122,158,156,185,217,265,286,317,305,284,252,301,298,310,268,248,245,212,200,161,109,80,104
08,107,141,133,164,201,250,275,297,315,278,279,302,269,290,281,258,259,245,228,183,142,89,80,100
09,101,128,142,156,191,237,270,257,284,301,296,294,270,280,319,266,300,262,224,195,157,107,96,87
10,103,124,116,143,172,207,257,247,269,294,306,264,301,265,268,316,246,236,211,197,144,113,88,83
11,104,119,126,152,143,207,192,268,291,302,288,275,319,333,288,296,246,244,225,169,129,102,90,86
12,106,127,134,154,201,238,277,316,288,294,288,294,298,318,342,257,256,279,234,197,166,112,74,67
13,93,121,138,143,162,230,244,282,319,322,327,316,343,339,322,322,256,244,240,198,168,109,90,87
14,109,150,151,168,212,283,251,304,313,342,360,349,290,333,294,277,259,268,226,208,139,116,90,76
15,91,124,126,158,194,235,242,305,329,317,294,295,302,269,299,260,236,251,215,196,143,123,90,88
16,122,125,150,156,180,228,262,300,301,331,320,341,315,296,286,259,265,270,251,206,172,117,89,93
17,86,117,138,161,272,244,237,278,316,291,325,291,337,319,299,295,253,220,209,177,155,113,90,76
18,89,118,137,142,157,221,243,248,260,275,310,298,331,281,241,236,254,238,167,167,167,100,87,75
19,112,113,118,130,169,211,259,266,310,340,361,337,329,323,285,280,274,268,221,189,156,108,93,71
20,91,157,114,147,140,196,261,298,330,332,328,339,315,278,241,263,258,268,212,178,153,116,89,95
21,83,121,129,114,181,212,248,298,352,329,317,320,296,283,292,280,270,223,198,190,166,152,101,110
22,117,140,148,188,167,222,284,305,321,333,344,366,339,310,300,268,263,243,199,186,119,79,79,64
23,100,96,119,122,148,217,243,298,295,282,310,362,343,267,263,251,247,256,169,171,147,100,83,80
24,90,104,109,148,184,246,254,275,333,340,349,387,401,346,274,274,237,250,159,136,106,93,96,65
25,87,59,151,196,170,203,221,279,302,316,316,315,339,329,265,245,252,238,201,184,139,100,89,78
26,78,85,108,145,170,211,234,263,308,295,348,336,272,267,245,248,255,227,195,182,146,108,282,195
27,124,106,137,146,203,217,273,292,296,310,311,279,278,264,250,265,231,225,186,181,133,96,74,75
28,97,85,99,141,152,233,264,274,304,314,306,329,260,264,241,218,214,235,170,153,128,94,65,94
29,94,107,116,145,178,221,276,283,306,323,360,355,306,257,240,245,198,188,195,174,143,82,87,67
30,83,137,113,139,165,242,250,327,298,333,351,366,370,298,314,270,258,239,216,188,115,95,97,88
31,101,106,122,136,189,255,265,296,272,307,369,326,339,304,219,257,240,203,186,148,108,65,63,70
