jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,50,104,58,82,57,69,57,53,35,35,28,22,30,13,11,27,12,14,3,7,15,21,25,38,""
02,35,44,60,81,61,53,34,32,44,45,38,37,20,20,17,18,8,4,6,6,9,30,25,30,""
03,82,136,179,180,337,316,209,129,145,156,160,223,295,275,181,134,53,14,9,9,13,20,29,40,""
04,45,45,84,98,60,53,49,23,27,26,34,19,9,8,17,10,4,3,12,14,14,14,18,26,""
05,42,51,57,55,33,45,33,26,41,28,40,22,8,11,9,4,9,7,2,15,14,15,21,19,""
06,20,31,83,28,41,55,48,42,55,23,51,35,41,20,25,8,4,3,5,13,16,18,30,41,""
07,35,39,47,42,32,39,26,26,45,62,54,35,16,14,9,10,2,8,11,12,21,20,27,24,""
08,32,46,30,37,28,44,34,34,31,38,-1,19,13,13,8,6,5,15,9,7,14,21,18,26,""
09,27,31,36,45,42,38,52,42,47,50,54,44,28,9,12,11,7,0,12,8,15,23,19,49,""
10,40,26,52,50,64,42,26,31,28,66,28,18,14,21,19,10,3,6,4,16,17,22,27,33,""
11,70,36,59,47,39,65,46,60,29,2,46,28,21,5,27,10,1,4,7,13,20,11,28,12,""
12,32,62,30,19,24,49,45,17,42,35,24,18,9,10,18,14,30,5,8,6,16,12,32,13,""
13,14,17,28,27,32,15,13,37,24,29,28,13,11,15,4,7,1,4,3,11,13,10,29,16,""
14,26,25,30,16,47,26,20,21,20,43,22,21,13,14,2,19,6,6,4,7,6,6,9,17,""
15,18,16,46,29,28,49,31,28,27,30,33,14,12,13,11,9,3,5,10,17,4,16,19,25,""
16,19,22,26,29,22,25,21,18,13,34,44,15,10,3,4,4,4,3,2,6,15,13,7,9,""
17,4,15,18,26,19,12,11,31,14,14,30,4,13,10,6,1,2,2,2,4,4,0,4,7,""
18,10,9,15,10,15,1,5,4,14,4,15,3,2,1,1,2,3,4,1,2,7,3,11,6,""
19,3,10,3,3,3,2,1,6,16,5,11,6,3,10,1,2,3,1,8,0,3,4,12,11,""
20,11,23,17,24,6,10,21,25,10,37,22,13,7,5,3,5,1,2,10,7,8,10,9,15,""
21,17,17,18,21,18,12,21,23,37,31,20,28,12,12,3,2,4,4,9,5,8,17,10,15,""
22,14,12,17,30,16,21,10,13,16,16,20,24,2,23,13,1,5,3,1,2,6,2,8,4,""
23,6,7,21,15,18,14,24,6,6,12,-1,-1,-1,6,1,3,3,1,2,6,6,8,6,8,""
24,12,10,8,25,13,6,6,12,6,11,4,3,13,1,2,29,-1,-1,-1,3,5,12,11,19,""
25,6,10,10,17,8,26,11,17,8,23,12,4,5,3,2,0,2,2,3,9,5,3,2,10,""
26,5,13,9,12,9,3,2,9,9,12,6,6,6,4,4,3,0,0,3,8,2,2,7,12,""
27,8,19,19,11,12,14,12,13,16,8,13,8,4,4,6,14,5,1,1,13,7,6,6,12,""
28,11,9,17,15,14,16,9,11,7,7,12,0,2,1,1,1,5,0,0,3,2,7,8,19,""
29,9,13,20,17,6,7,8,4,6,14,11,4,5,2,0,3,0,3,1,7,10,14,13,15,""
30,12,13,16,14,4,4,5,8,6,12,4,5,4,1,3,3,3,2,2,4,4,11,9,16,""
31,17,15,11,4,10,9,13,5,10,18,12,7,3,5,3,0,6,1,3,4,5,10,6,14,""
