jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,56
02,59,47,51,66,50,58,42,50,45,42,38,33,29,32,24,25,17,17,21,28,37,43,43,50
03,77,79,95,127,141,138,106,49,46,39,36,55,81,109,128,94,57,44,37,30,32,40,42,52
04,35,33,57,61,50,61,46,41,45,35,26,19,32,26,15,13,15,12,17,17,30,28,31,38
05,38,42,40,43,53,45,42,36,36,35,42,26,21,23,21,14,10,14,19,15,23,28,43,30
06,30,41,39,37,46,43,30,40,35,30,36,18,22,15,26,17,4,13,13,25,25,22,34,28
07,40,51,49,53,47,41,49,42,45,37,32,29,24,16,13,12,7,18,11,16,26,29,32,38
08,35,41,41,41,35,23,34,30,28,30,23,19,18,21,14,12,9,8,11,14,10,24,34,26
09,28,30,50,52,42,35,34,41,27,30,19,21,18,18,17,10,15,12,13,18,35,31,28,31
10,44,44,49,55,50,50,33,44,41,39,33,25,13,19,18,12,11,9,15,17,19,30,42,38
11,32,38,48,45,42,43,45,33,36,26,37,32,26,20,15,11,12,15,17,11,22,28,31,30
12,52,39,46,53,58,45,46,40,36,33,35,16,20,17,15,8,20,14,14,10,13,30,35,44
13,33,41,52,40,39,38,26,40,33,25,29,30,27,14,21,10,7,10,14,19,13,31,22,30
14,29,31,45,36,48,27,36,30,29,29,22,27,23,19,22,16,6,5,15,15,28,27,31,29
15,39,38,55,49,43,36,32,40,40,28,22,17,26,17,17,17,7,11,13,13,28,22,33,34
16,30,47,54,39,39,37,35,41,27,28,26,25,20,25,7,7,11,10,9,13,21,24,24,28
17,36,45,53,55,48,31,34,32,37,23,33,26,21,22,10,10,4,11,10,9,19,20,20,34
18,33,45,54,58,40,28,20,31,38,41,40,34,36,22,11,16,7,6,10,19,20,25,20,25
19,39,26,52,55,48,37,40,38,42,20,26,22,24,19,9,10,11,7,11,18,17,37,31,24
20,32,38,44,43,35,34,26,22,26,28,19,20,15,17,6,8,7,8,7,12,12,23,30,31
21,18,27,25,45,32,31,34,33,35,31,29,24,17,9,18,14,6,5,8,9,24,30,26,31
22,26,34,33,42,33,35,23,34,41,16,21,28,16,10,12,9,8,6,13,13,10,28,17,27
23,28,40,41,36,33,32,32,16,24,27,38,23,26,14,9,12,7,14,4,12,14,21,25,26
24,29,43,41,31,31,29,24,31,27,18,10,19,25,13,9,6,9,9,11,8,15,15,25,29
25,35,29,30,42,25,37,23,28,24,20,11,29,11,16,18,6,1,11,5,6,18,23,27,23
26,30,38,29,31,23,36,20,32,26,21,19,22,26,24,6,9,7,6,12,11,21,23,25,23
27,34,24,29,26,25,23,28,28,26,30,23,25,13,13,9,5,4,5,9,14,20,21,27,23
28,33,33,32,40,42,41,36,38,23,22,19,22,18,14,12,12,8,11,10,15,20,18,18,27
29,26,23,26,24,21,28,24,25,34,33,19,21,14,14,13,10,2,3,6,9,13,22,22,38
30,25,29,42,42,35,30,33,43,29,25,30,22,25,14,6,13,4,9,12,9,15,12,28,30
31,34,20,27,32,20,29,26,25,26,25,11,20,12,7,7,6,6,9,9,11,19,24,-1,-1,-1
