sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,76,71,77,87,78,63,69,85,58,81,84,61,74,64,75,70,78,85,74,77,82,83,90,75,""
02,82,92,83,77,77,95,77,71,93,75,70,67,73,66,82,76,72,85,57,84,90,72,86,66,""
03,83,95,72,55,75,64,97,79,90,88,68,74,87,86,98,84,70,82,71,64,92,97,79,66,""
04,89,70,98,71,86,68,76,72,76,74,67,58,71,82,76,67,60,72,73,64,74,74,67,86,""
05,63,73,55,88,75,68,53,71,74,71,73,75,65,74,86,66,70,64,67,63,65,68,71,70,""
06,83,83,71,78,65,61,70,61,80,81,75,72,67,73,70,75,82,59,84,101,71,57,73,68,""
07,71,69,73,87,76,67,68,103,79,80,66,84,78,69,76,77,75,63,80,78,84,70,91,64,""
08,62,76,58,76,61,67,65,86,69,76,92,62,86,60,63,68,68,70,77,61,55,70,66,66,""
09,69,82,70,82,65,116,81,59,75,78,63,71,71,76,71,61,89,73,93,74,86,69,81,90,""
10,77,73,75,77,70,84,73,84,72,73,70,75,55,79,73,70,79,67,74,82,74,68,77,83,""
11,72,78,93,96,86,85,102,74,77,83,85,77,88,91,79,86,91,59,68,61,99,73,89,64,""
12,88,76,93,95,97,99,71,100,81,75,82,80,96,72,63,79,140,106,91,90,83,75,79,88,""
13,75,90,93,77,84,81,89,86,78,69,86,69,69,73,85,89,69,62,58,91,99,77,98,99,""
14,82,89,75,78,76,75,67,65,140,194,217,127,82,96,212,234,109,94,94,60,75,89,87,76,""
15,84,66,79,76,78,195,220,159,83,129,81,76,71,84,72,68,60,71,80,77,85,73,86,80,""
16,89,63,82,92,65,96,59,96,71,72,83,74,68,77,71,71,71,77,66,79,68,71,83,80,""
17,65,70,64,69,75,69,85,83,96,82,75,79,85,72,80,86,83,65,90,67,71,78,77,68,""
18,76,78,82,76,78,75,77,70,64,79,115,82,88,76,79,72,76,67,64,61,67,74,64,71,""
19,80,61,66,80,75,82,79,93,76,65,87,72,70,82,76,74,81,77,87,64,85,79,74,84,""
20,80,91,61,67,71,56,74,89,72,92,70,73,63,81,75,70,75,61,83,75,79,81,49,74,""
21,77,68,86,75,106,81,86,76,66,72,83,77,65,76,74,83,92,75,87,99,80,75,77,68,""
22,87,80,79,65,88,83,66,51,67,66,63,66,56,68,77,59,84,68,69,72,54,87,73,71,""
23,69,69,83,103,166,160,105,63,82,86,77,72,70,61,93,86,80,68,77,87,71,60,75,70,""
24,73,76,87,103,123,75,99,86,73,71,75,71,71,73,62,72,77,85,88,67,92,65,75,64,""
25,83,70,98,72,95,69,85,65,61,84,64,75,65,80,69,89,131,136,109,78,58,83,92,83,""
26,79,75,77,89,139,101,110,62,79,86,85,84,75,64,107,92,86,94,71,59,89,82,97,74,""
27,85,86,81,73,93,93,88,70,62,79,76,63,65,71,66,92,42,63,62,78,80,78,62,62,""
28,76,79,79,77,71,91,65,86,62,85,73,79,88,89,85,78,61,71,79,70,69,76,77,83,""
29,74,82,65,72,87,84,66,67,67,74,81,69,62,70,69,73,93,58,78,61,66,76,56,72,""
30,62,68,82,78,95,62,80,75,82,73,74,79,72,85,62,63,59,70,71,57,64,81,59,73,""
