sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,11,16,16,19,13,9,12,17,24,10,9,12,21,23,16,12,12,16,13,19,11,9,15,14,""
02,13,11,17,17,11,14,16,13,6,14,16,13,22,18,18,9,8,5,12,9,9,12,16,10,""
03,13,16,19,16,13,15,10,13,17,14,11,11,14,19,14,20,6,9,11,12,6,15,17,16,""
04,11,18,18,15,15,12,10,13,10,12,10,13,16,24,13,12,11,8,6,11,11,9,10,12,""
05,13,16,12,3,14,8,7,10,14,18,10,8,17,17,17,14,13,7,7,6,7,10,16,19,""
06,18,11,20,19,11,12,14,20,20,20,12,10,15,13,17,12,9,10,16,6,12,8,19,7,""
07,12,6,14,18,21,25,21,19,11,6,14,16,24,21,8,16,11,13,13,19,7,20,14,10,""
08,20,14,23,21,17,23,18,22,18,13,16,15,23,16,15,9,7,12,6,6,5,14,15,15,""
09,11,17,9,16,10,15,10,9,16,16,15,9,15,12,20,20,12,9,15,7,12,13,29,13,""
10,20,20,20,18,20,12,15,20,13,18,14,9,12,15,20,12,14,8,11,3,10,15,14,7,""
11,8,13,20,13,10,9,12,11,18,13,10,12,20,18,13,12,13,3,6,10,13,4,11,10,""
12,14,17,14,12,12,17,15,12,13,14,9,12,16,14,15,9,13,12,10,6,8,11,6,9,""
13,6,7,16,13,5,18,13,10,12,13,9,13,17,14,15,9,13,11,11,11,11,10,15,6,""
14,6,10,15,12,14,14,13,12,13,11,12,17,9,1,0,0,0,5,5,7,10,6,6,4,""
15,3,9,9,7,6,9,8,10,11,14,10,12,11,7,13,10,8,4,6,6,9,8,7,8,""
16,6,8,8,11,11,12,9,13,7,11,9,11,6,13,9,9,2,5,3,5,4,12,12,9,""
17,6,6,18,9,11,6,8,7,15,6,10,6,9,17,8,11,7,9,8,5,7,9,7,15,""
18,5,10,9,8,4,12,7,10,12,6,13,8,11,22,12,12,9,7,9,3,7,7,7,11,""
19,15,14,18,12,11,16,14,6,12,12,4,12,13,12,10,3,7,8,8,4,6,6,10,7,""
20,7,8,15,7,12,7,10,17,9,11,11,14,7,12,8,9,8,13,10,7,12,8,11,10,""
21,8,11,18,18,10,12,12,7,19,8,6,2,2,2,2,15,13,8,13,7,9,8,14,13,""
22,8,14,8,12,18,9,10,9,8,15,18,17,23,23,17,11,5,11,12,14,9,8,13,15,""
23,11,16,15,15,18,15,25,18,24,13,15,9,14,15,12,13,5,7,15,11,13,15,19,5,""
24,10,15,19,17,14,10,16,16,9,10,10,16,13,15,19,14,7,8,7,9,11,13,15,13,""
25,12,10,16,15,11,7,16,18,6,12,12,9,14,17,14,14,12,6,12,7,9,11,6,12,""
26,10,8,12,9,4,10,16,14,15,9,10,16,11,14,18,7,5,18,7,9,7,11,10,14,""
27,14,8,19,10,11,11,11,15,9,19,23,15,17,15,18,14,15,11,9,3,11,14,13,8,""
28,15,10,13,16,20,21,9,11,18,14,14,16,14,11,17,11,7,11,12,11,6,9,1,17,""
29,14,12,11,19,22,17,12,9,9,10,22,26,24,13,12,13,6,11,7,13,11,14,14,16,""
30,9,9,16,15,20,16,15,13,8,14,14,22,22,18,14,10,13,13,9,9,8,14,7,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
