Sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,37,25,52,28,38,21,23,20,18,20,15,22,19,41,43,46,49,76,71,42,51,60,47,62
2,60,62,46,42,23,37,35,28,18,13,21,28,36,26,37,40,58,59,65,82,68,63,44,42
3,36,49,56,39,39,27,29,30,17,14,19,29,23,17,34,38,46,66,49,43,58,65,49,57
4,44,33,43,31,39,56,39,31,26,-1,-1,-1,33,23,21,42,49,77,57,59,74,48,-1,55
5,40,28,35,32,27,22,27,16,-1,-1,-1,-1,-1,-1,20,23,33,53,55,46,54,47,45,40
6,37,27,54,44,36,28,42,48,39,34,35,41,58,36,47,39,60,60,43,49,56,28,52,44
7,46,49,41,50,35,41,26,23,21,32,25,31,28,50,37,45,53,42,46,65,46,39,51,42
8,56,44,44,38,26,26,33,23,15,18,25,24,38,28,48,34,62,73,83,75,67,57,54,72
9,45,44,44,39,30,26,36,15,11,9,9,27,25,40,48,39,50,59,58,61,77,50,34,44
10,37,29,35,40,57,45,31,28,18,23,17,38,31,42,49,81,49,66,54,42,66,51,43,41
11,32,17,35,38,34,25,31,17,10,11,14,22,45,34,45,57,53,63,74,51,53,38,49,44
12,26,40,35,45,24,28,41,14,14,9,15,23,33,15,24,39,51,64,64,66,62,73,49,42
13,48,43,47,33,45,39,29,21,9,17,19,33,26,38,29,45,26,54,52,52,72,58,71,50
14,50,37,52,29,37,28,22,23,21,13,17,25,31,15,31,26,49,42,65,60,44,57,36,45
15,33,34,38,44,37,28,17,11,14,13,16,36,19,15,24,32,67,70,85,59,58,65,45,49
16,40,24,50,38,59,32,26,23,21,15,20,16,28,25,22,17,58,54,51,66,57,53,50,46
17,34,46,50,50,57,34,22,27,19,23,9,17,28,24,42,40,45,36,38,53,59,55,32,41
18,46,47,62,38,60,33,34,15,9,32,14,16,22,35,21,46,44,55,53,53,51,41,26,27
19,55,39,36,23,31,31,25,18,10,13,26,17,27,24,29,18,36,35,45,51,50,56,33,49
20,40,34,49,49,26,51,25,10,11,11,11,12,34,32,36,49,58,62,52,46,54,39,33,28
21,34,46,49,35,30,35,23,9,16,18,24,30,21,24,40,40,41,54,68,46,44,54,43,51
22,40,43,42,38,33,25,18,17,21,18,15,7,33,27,30,30,48,51,56,56,49,45,56,59
23,41,44,36,50,37,22,34,19,15,14,19,-1,24,22,29,34,53,74,66,49,63,58,61,58
24,45,47,57,52,36,38,32,24,24,21,15,18,42,30,-1,45,44,55,60,59,70,56,38,39
25,56,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,38,68,42,35,53,53,53,48
26,-1,-1,-1,-1,-1,-1,-1,-1,14,17,26,24,25,34,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
27,42,48,56,36,43,41,45,30,18,10,25,30,27,23,23,33,47,64,76,68,91,66,69,65
28,41,47,51,37,41,32,16,16,17,17,22,21,14,31,24,28,28,45,64,48,78,48,52,47
29,39,39,44,36,32,40,32,11,17,11,19,21,29,21,37,36,51,55,49,67,61,55,44,47
30,60,45,47,44,36,35,21,16,19,17,22,33,29,43,28,40,42,43,49,61,52,72,53,63
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
