Sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,50,10,6,4,3,2,6,7,1,8,12,17,21,4,11,13,9,11,11,7,5,15,7,10
2,22,10,4,5,5,6,3,4,13,-1,-1,-1,-1,12,11,10,11,11,12,7,-1,-1,13,18
3,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,-1,9,10,11,9,5,6,7,16,17,17
4,22,8,7,16,7,3,2,9,2,3,11,8,16,17,17,3,9,7,11,3,6,15,12,-1,-1
5,-1,-1,-1,-1,17,1,7,8,6,6,17,-1,-1,-1,-1,12,11,8,4,-1,-1,-1,-1,-1,-1
6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,9,10,6,14,9,9,15,14,14,23
7,9,1,5,10,6,2,9,4,5,9,8,13,11,15,11,10,8,4,6,4,3,9,2,6
8,9,7,2,-1,-1,4,8,7,5,10,15,28,10,10,12,7,3,12,5,5,-1,10,3,2
9,18,12,2,5,5,3,3,4,4,8,4,11,6,9,10,21,4,7,6,5,7,5,14,10
10,5,9,6,8,5,1,4,7,1,1,6,2,5,8,20,21,15,7,16,8,7,10,-1,-1,-1
11,-1,10,5,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,19,6,14,3,-1,11,13,8
12,-1,14,-1,-1,15,3,12,11,9,5,12,-1,-1,11,10,25,6,14,11,12,2,13,7,5
13,-1,10,7,10,3,6,-1,-1,-1,11,-1,-1,-1,-1,3,14,8,14,9,8,-1,-1,-1,-1,-1
14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
15,-1,-1,-1,18,7,9,17,5,10,-1,-1,-1,-1,-1,-1,-1,9,9,12,4,4,11,14,-1,-1
16,11,11,6,4,1,7,11,4,14,-1,-1,-1,-1,19,8,7,3,6,8,12,6,13,4,14
17,7,4,5,3,4,5,5,15,-1,-1,-1,-1,-1,14,7,15,10,9,11,9,8,11,-1,-1,-1
18,-1,13,22,15,14,8,11,17,21,9,6,16,12,11,11,14,20,18,5,5,6,8,4,20
19,4,12,6,4,5,6,7,4,5,6,4,9,13,9,13,16,14,11,21,12,7,19,14,7
20,-1,15,6,5,5,5,12,-1,-1,-1,-1,-1,-1,-1,18,15,6,11,12,11,8,-1,-1,-1,-1
21,20,9,-1,-1,-1,12,7,10,6,10,11,19,11,12,14,14,11,9,9,8,-1,-1,-1,-1,-1
22,-1,-1,-1,-1,19,8,22,-1,-1,-1,-1,-1,17,16,12,13,6,6,3,3,2,10,11,4
23,-1,9,9,13,17,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,15,14,5,19,-1,-1,21
24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,14,18,7,4,7,-1,-1,-1,-1
25,-1,-1,-1,-1,-1,18,22,6,9,10,7,12,15,21,16,4,11,8,9,14,7,7,13,10
26,21,7,5,7,5,6,13,11,12,21,21,22,-1,-1,7,16,12,16,6,8,2,9,9,14
27,21,9,2,14,5,4,7,19,18,9,10,14,16,10,7,21,6,6,2,9,3,9,10,10
28,15,4,5,14,12,6,6,7,7,15,9,12,19,10,12,19,4,6,4,8,3,10,8,13
29,16,15,5,19,-1,-1,8,6,2,-1,-1,-1,-1,21,21,20,9,13,11,10,7,-1,-1,22
30,-1,-1,6,6,7,8,6,6,-1,-1,-1,-1,-1,-1,-1,-1,11,21,16,9,11,-1,-1,-1,-1
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
