Sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,42,32,27,30,56,44,55,28,58,29,51,61,57,76,71,54,62,56,30,19,21,30,59,60
2,40,36,35,28,34,83,51,45,86,35,38,37,57,102,67,94,66,83,58,50,59,42,65,53
3,48,27,18,53,77,107,90,77,87,44,58,42,64,55,79,59,47,46,30,41,45,40,41,37
4,14,20,24,36,39,30,34,23,18,22,34,52,49,60,58,58,34,29,27,20,21,53,60,42
5,28,37,24,47,56,68,63,57,94,78,113,98,50,43,102,79,56,54,60,30,46,29,65,47
6,49,125,57,42,42,33,53,77,30,61,69,43,22,61,56,96,90,101,103,45,63,61,34,38
7,82,98,45,79,55,70,66,67,98,40,28,25,39,117,47,132,100,117,119,139,127,103,76,65
8,86,69,83,72,52,58,62,41,34,63,69,48,52,106,140,92,97,81,40,38,53,55,32,26
9,28,35,48,9,10,7,14,10,8,20,37,85,158,108,116,27,59,80,118,159,136,120,167,145
10,97,81,66,14,20,16,13,18,15,24,35,32,39,44,47,44,67,63,67,55,74,65,77,61
11,83,69,64,62,58,62,60,61,87,76,83,34,38,51,41,56,70,72,73,78,68,48,44,36
12,77,86,35,43,87,62,77,56,80,64,65,81,46,49,63,100,73,88,109,84,73,57,69,54
13,43,61,51,50,90,51,72,76,77,57,64,54,51,87,99,72,88,68,82,38,44,50,61,45
14,49,53,70,58,63,61,93,89,96,24,26,14,10,35,44,97,36,87,88,87,32,22,22,12
15,69,90,89,23,49,69,68,73,74,25,18,13,12,68,86,93,80,102,109,76,55,54,44,52
16,58,37,90,79,74,58,90,134,64,33,43,32,38,104,83,44,85,71,55,50,64,59,61,57
17,55,67,126,82,76,43,26,34,38,72,78,57,58,59,71,72,75,64,81,43,60,46,39,23
18,23,21,27,20,20,16,24,29,18,26,39,47,45,28,32,40,29,45,57,66,98,70,93,61
19,71,47,16,15,16,17,26,19,19,25,40,55,85,87,50,48,59,22,33,49,47,49,57,26
20,25,28,13,14,15,17,21,22,27,33,61,72,90,99,67,64,70,49,68,52,63,51,66,55
21,95,86,113,72,98,95,102,64,51,46,67,70,84,84,83,88,110,124,98,59,51,44,43,55
22,73,92,113,102,97,77,107,93,94,71,66,68,57,86,87,81,66,79,98,98,86,51,47,42
23,37,40,41,24,46,70,78,58,95,60,59,63,59,94,95,111,101,81,90,79,69,71,59,62
24,94,81,94,90,52,119,75,97,49,31,36,37,20,84,32,62,61,9,94,28,44,25,11,94
25,60,67,56,50,44,62,81,93,61,55,93,58,71,63,59,64,68,55,74,71,100,71,72,77
26,28,25,30,35,62,32,32,40,46,42,67,66,52,56,87,74,83,73,64,50,60,69,57,43
27,32,78,76,101,79,68,64,69,66,54,45,35,15,98,72,102,76,64,80,66,66,60,58,39
28,78,86,102,50,132,81,85,110,118,106,90,49,50,41,62,45,63,74,73,75,86,63,71,70
29,85,86,111,79,63,68,97,89,101,64,73,87,77,52,108,65,89,118,100,58,78,49,34,21
30,103,80,77,88,99,46,83,52,50,42,30,34,41,44,50,97,103,61,55,49,58,67,60,33
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
