Sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,9,30,19,-1,12,-1,3,-1,6,29,12,141,170,168,64,139,132,84,70,53,49,12,36,2
2,1,25,25,12,41,48,81,100,92,91,112,54,99,40,35,-1,72,220,247,58,118,156,163,43
3,10,36,35,52,61,94,110,58,142,119,119,136,78,88,99,74,37,92,48,9,30,80,12,175
4,189,105,29,39,119,106,38,22,36,109,103,14,64,61,71,18,34,28,13,4,46,86,64,27
5,18,24,28,46,58,14,7,30,17,22,48,120,97,38,86,35,29,21,10,16,27,11,5,-1,-1
6,-1,25,29,43,8,63,134,35,22,43,16,10,26,10,28,39,36,59,29,15,16,14,33,15
7,-1,79,110,53,24,18,-1,14,6,49,68,43,54,46,28,51,31,77,95,61,41,19,-1,11
8,19,19,30,36,30,44,58,3,9,27,76,25,52,44,18,25,48,47,16,10,23,4,26,27
9,55,37,42,11,26,12,2,2,-1,14,28,7,8,4,9,8,11,24,46,13,11,-1,1,4
10,1,4,4,2,25,36,2,2,13,10,32,215,176,170,128,109,83,88,117,47,156,139,119,51
11,96,120,85,116,87,105,95,5,83,133,109,11,66,75,88,77,107,89,59,57,125,72,209,158
12,96,150,186,36,59,21,4,8,26,91,37,57,69,167,255,193,152,210,238,110,40,133,86,49
13,16,44,60,9,57,107,23,98,142,67,66,217,255,202,114,119,159,88,71,42,127,72,30,154
14,13,64,47,121,106,18,29,32,-1,-1,-1,241,259,279,100,119,127,83,100,81,76,106,136,40
15,-1,122,44,34,23,20,14,18,8,122,175,168,128,128,104,116,94,135,94,29,12,-1,11,8
16,-1,-1,-1,-1,-1,-1,7,-1,3,11,217,248,218,236,95,101,125,43,82,27,120,23,17,11
17,12,12,40,12,23,20,16,32,7,22,43,7,8,30,31,55,40,26,22,22,23,14,21,21
18,1,41,31,21,3,2,13,6,38,77,101,34,93,105,114,73,61,91,27,15,32,51,21,70
19,58,30,10,63,55,47,38,12,10,47,54,32,38,49,85,71,21,39,9,7,23,2,2,-1,-1
20,-1,14,40,24,24,12,3,17,10,50,25,16,35,52,173,113,205,57,43,61,96,57,-1,22
21,-1,12,20,36,28,15,17,43,6,41,45,6,5,6,1,3,18,15,22,50,21,19,36,-1,-1
22,1,34,39,35,10,9,6,18,8,113,120,112,39,33,43,22,31,21,14,4,20,1,22,7
23,1,20,31,23,56,46,20,22,27,99,68,34,25,24,32,33,62,32,13,4,22,4,4,4
24,1,-1,1,-1,-1,-1,-1,-1,4,21,31,-1,9,7,10,5,109,222,134,52,38,63,98,64
25,28,20,2,2,45,29,38,32,121,121,71,96,185,159,54,10,68,123,62,43,108,73,45,78
26,41,54,98,80,27,32,4,-1,-1,68,90,113,82,99,201,162,93,138,142,105,50,60,20,13
27,7,114,26,30,41,20,26,45,44,56,94,202,119,67,141,97,72,118,110,56,58,27,17,51
28,-1,11,48,50,104,85,84,118,63,149,152,84,105,47,85,79,164,57,65,114,159,60,58,-1,-1
29,6,62,106,67,122,105,55,143,2,54,121,49,61,45,47,46,40,67,42,14,42,15,50,17
30,3,22,20,9,28,27,30,51,69,59,110,47,34,24,62,55,61,72,68,25,83,65,82,53
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
