jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,7,8,48,50,66,38,73,67,78,51,55,60,37,36,31,13,11,5,5,6,9,10,6,6
02,5,19,43,34,60,45,66,69,90,123,63,56,125,43,25,27,7,17,3,16,14,5,5,6
03,7,16,24,38,32,30,48,62,66,80,82,87,52,56,14,12,8,-1,-1,10,17,12,5,4
04,5,11,30,77,35,21,41,55,70,71,65,80,56,53,46,23,8,7,6,7,6,6,3,4
05,14,13,33,46,34,64,59,71,68,72,63,65,44,57,28,13,11,5,11,8,6,6,5,5
06,5,17,21,46,52,77,61,101,52,48,78,86,75,35,29,15,21,10,-1,-1,6,9,8,6
07,3,49,56,98,58,76,88,-1,-1,-1,85,97,59,48,39,27,13,6,3,8,8,6,9,8
08,8,24,55,46,51,101,78,117,95,88,112,99,69,61,24,21,24,41,11,6,10,4,5,6
09,16,13,44,41,16,40,56,114,107,141,-1,-1,112,109,54,17,45,9,5,4,6,6,3,6
10,10,28,32,38,42,62,66,82,104,115,72,79,71,48,41,32,34,-1,-1,-1,-1,6,4,25
11,6,49,36,71,54,51,74,81,135,-1,-1,-1,-1,-1,-1,22,13,-1,-1,8,8,12,4,5
12,13,40,37,62,31,64,53,78,89,85,89,89,50,30,37,25,15,6,3,4,9,5,4,3
13,10,20,35,44,45,53,56,78,56,90,74,-1,-1,-1,32,30,-1,-1,-1,5,6,6,5,6
14,21,10,15,44,36,28,42,-1,-1,-1,50,-1,-1,28,32,30,-1,-1,-1,16,11,5,6,15
15,13,14,42,56,41,75,55,92,61,54,40,52,56,42,23,18,11,15,7,6,12,6,3,4
16,25,16,21,40,41,32,55,80,55,66,-1,-1,-1,-1,-1,43,-1,-1,-1,15,21,5,3,8
17,11,19,27,48,52,46,63,71,81,58,78,54,53,31,33,-1,-1,71,33,56,-1,7,-1,7
18,12,14,-1,-1,-1,-1,-1,-1,-1,31,32,57,33,34,27,17,-1,-1,-1,-1,9,7,5,5
19,15,19,24,46,31,50,30,35,45,26,57,24,28,15,13,8,10,6,9,3,12,8,6,6
20,9,23,34,38,34,51,41,51,45,48,32,21,22,31,21,18,19,-1,-1,18,8,11,4,7
21,11,10,12,48,26,84,53,44,34,37,39,55,16,22,27,15,20,9,6,10,8,15,6,8
22,12,29,22,63,56,37,41,53,37,38,28,33,23,-1,-1,-1,6,10,2,3,11,11,11,6
23,7,13,25,43,40,35,52,54,56,43,37,39,31,-1,-1,-1,-1,-1,-1,15,9,14,5,4
24,9,14,30,40,32,43,35,49,41,43,44,38,26,28,25,16,10,19,6,17,11,12,6,12
25,8,25,25,60,35,43,26,30,54,46,54,29,34,23,20,12,13,11,4,8,8,10,3,5
26,13,11,78,21,22,24,36,27,34,78,47,32,22,39,24,17,13,4,8,6,12,9,4,6
27,7,11,11,42,46,61,80,37,31,30,43,30,43,14,39,22,8,4,3,14,16,7,13,5
28,13,18,46,32,28,54,23,27,25,35,38,25,17,-1,-1,49,23,13,6,2,6,22,9,30
29,-1,26,21,29,28,-1,-1,-1,45,-1,-1,-1,26,-1,27,23,13,7,35,6,24,9,6,11
30,12,11,39,36,54,41,54,41,48,41,49,39,52,21,22,-1,32,-1,14,14,7,6,6,10
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
