jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,147,167,108,41,75,53,103,127,118,87,62,14,82,30,6,20,32,52,30,31,52,82,108,100
02,110,144,95,173,200,220,197,147,78,48,41,38,21,21,17,20,23,20,31,32,94,100,116,113
03,157,156,137,206,197,212,194,166,213,139,75,50,60,39,17,43,114,34,8,8,30,34,56,58
04,72,46,67,67,105,112,124,90,41,38,26,32,21,20,21,9,17,18,9,7,27,31,103,36
05,103,217,252,206,210,179,90,113,17,6,21,18,14,11,16,25,28,38,11,33,53,31,61,64
06,57,28,22,46,66,90,105,134,84,59,31,41,76,48,52,138,204,179,150,104,132,154,95,153
07,130,92,98,95,128,172,184,190,166,74,47,64,41,55,49,68,50,37,30,54,55,90,136,108
08,75,76,94,73,69,53,104,61,65,84,78,76,48,58,47,83,60,79,62,46,125,112,147,74
09,113,140,221,220,177,190,141,59,81,84,64,62,44,40,53,165,69,75,63,72,124,151,156,132
10,164,215,203,212,173,223,201,117,64,80,77,85,61,65,76,65,51,60,102,114,218,249,243,183
11,208,192,264,127,217,159,149,96,57,93,35,96,163,29,50,45,67,52,103,51,145,207,142,159
12,161,91,113,90,149,199,149,66,43,64,38,62,50,32,25,23,13,20,14,14,42,32,28,25
13,55,77,121,108,209,196,219,155,121,85,86,68,47,57,27,27,18,28,36,46,65,73,84,127
14,204,230,223,214,204,175,170,168,46,7,12,29,28,31,35,21,20,22,21,14,11,23,22,68
15,30,61,41,107,103,132,32,38,57,57,43,77,57,65,80,102,92,64,72,73,106,135,146,87
16,119,106,104,79,142,144,123,64,69,73,39,38,50,39,59,52,51,86,136,101,95,125,115,133
17,100,132,99,89,107,156,150,123,200,90,68,92,30,30,24,21,23,36,34,29,47,41,55,14
18,23,24,14,16,19,59,33,26,19,6,35,7,2,1,15,23,21,14,20,14,41,56,35,84
19,40,88,191,208,135,171,178,149,92,25,38,30,20,20,28,39,18,54,103,93,190,88,39,69
20,46,56,34,161,166,157,190,130,166,160,95,133,51,118,61,93,162,188,46,127,138,162,186,119
21,124,128,154,126,121,140,120,196,139,164,118,82,84,36,31,17,32,37,46,49,76,108,78,181
22,196,184,108,126,102,132,151,123,98,91,87,77,80,63,59,48,68,83,114,142,157,80,160,168
23,144,152,113,80,129,145,90,168,63,36,44,64,43,56,42,74,108,152,205,144,101,72,52,46
24,56,51,49,45,188,193,189,202,110,88,79,38,21,74,191,99,42,72,95,83,105,147,186,73
25,142,179,158,156,98,179,193,189,68,50,43,70,45,40,42,60,46,37,42,82,96,104,169,209
26,156,116,125,130,79,160,218,231,151,22,34,34,25,27,30,65,66,74,67,64,137,95,107,109
27,48,183,191,116,108,152,149,111,118,214,135,164,127,103,81,76,59,77,87,123,177,91,84,181
28,146,125,146,170,183,188,177,147,98,105,98,54,73,118,149,69,123,159,152,124,106,46,83,125
29,123,129,214,205,210,209,192,162,60,26,28,41,37,45,75,122,122,142,110,114,101,96,128,114
30,99,131,92,89,112,120,111,67,101,144,124,113,167,159,88,61,37,62,124,86,88,79,40,16
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
