oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,50,37,37,38,56,60,78,48,54,55,58,40,39,40,31,27,23,14,46,28,37,37,46,47,""
02,54,46,45,28,46,56,68,64,77,56,63,58,27,35,27,24,20,33,12,25,34,37,44,48,""
03,34,39,35,43,56,53,61,72,88,75,58,61,43,29,23,13,25,31,23,34,33,33,38,55,""
04,43,46,36,34,44,68,48,68,63,57,52,40,31,33,25,15,15,14,10,19,29,42,46,40,""
05,30,29,35,31,41,53,27,64,45,57,56,39,31,32,27,23,18,23,20,34,25,45,32,54,""
06,31,31,35,45,46,59,31,42,37,40,30,37,31,19,28,23,18,17,20,20,16,36,22,31,""
07,30,27,33,34,35,31,35,37,29,40,45,36,34,18,19,29,22,38,24,22,32,39,47,46,""
08,49,42,40,31,36,36,49,54,34,24,32,22,28,31,14,20,29,24,19,31,23,42,51,30,""
09,47,31,34,35,31,47,50,63,45,42,59,36,27,35,23,21,21,22,23,31,39,43,38,41,""
10,52,38,55,44,58,50,49,41,50,42,41,38,27,22,21,20,25,22,22,21,33,39,51,36,""
11,51,42,27,38,42,39,26,27,27,51,29,34,29,32,9,15,10,22,22,24,35,57,42,49,""
12,34,35,35,35,43,39,38,34,49,34,46,25,41,42,36,27,17,20,21,23,48,44,40,30,""
13,26,38,37,37,52,56,44,55,44,36,45,32,31,28,35,17,18,24,24,32,43,38,39,51,""
14,46,54,44,35,52,45,58,51,45,44,50,44,27,24,22,41,53,21,20,32,38,42,40,49,""
15,36,44,46,40,51,52,60,40,53,62,70,39,30,29,20,20,15,22,15,24,29,32,45,31,""
16,45,41,36,43,43,38,52,28,42,33,40,32,29,32,13,21,15,12,16,24,35,29,42,30,""
17,41,28,41,33,53,35,27,37,36,43,45,37,22,26,16,16,29,22,20,19,36,33,43,37,""
18,54,50,36,49,46,39,40,44,43,41,45,34,36,23,13,21,26,26,23,24,38,34,48,39,""
19,42,37,43,56,47,55,60,48,57,54,37,32,34,22,24,21,21,22,50,36,29,47,43,46,""
20,39,42,50,56,74,54,42,44,42,53,52,60,30,37,26,26,22,15,32,24,33,36,43,37,""
21,41,47,43,35,47,38,51,50,54,67,39,31,25,22,20,13,15,29,21,35,33,46,35,42,""
22,37,50,44,38,50,43,52,34,37,43,45,37,36,28,27,27,12,11,12,25,38,48,40,48,""
23,49,31,50,39,45,52,49,40,52,44,48,26,26,15,19,24,17,48,29,31,52,52,35,34,""
24,44,33,42,58,52,49,51,49,39,63,27,35,25,27,19,17,11,20,18,27,29,21,27,31,""
25,36,31,33,40,32,44,48,42,47,40,39,24,25,12,16,17,23,16,20,28,33,35,40,33,""
26,48,52,41,44,55,37,45,36,48,50,20,29,24,30,24,20,14,17,17,27,29,46,43,53,""
27,41,51,53,49,47,61,61,43,52,41,49,50,35,29,30,23,19,19,24,28,32,47,37,48,""
28,32,51,50,59,61,56,45,39,45,36,47,65,32,26,19,21,25,18,1,-1,-1,-1,14,29,""
29,34,37,24,31,29,48,35,39,45,39,35,31,28,34,27,9,13,17,13,17,22,26,28,43,""
30,34,33,33,30,33,32,24,27,32,41,38,30,30,43,23,25,29,17,18,15,23,29,34,21,""
31,37,32,28,31,37,38,39,46,32,33,24,31,27,23,17,23,11,21,17,29,37,43,45,30,""
