oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,11,2,21,37,35,52,47,58,45,18,17,29,18,19,16,13,16,23,28,33,54,49,42,10,""
02,8,6,18,29,39,29,47,38,54,49,92,18,25,11,15,19,17,18,26,41,46,62,45,24,""
03,10,16,32,33,73,26,64,72,45,26,20,16,13,12,18,20,22,19,20,29,42,37,39,31,""
04,14,9,12,21,34,45,41,49,28,29,12,20,16,8,13,11,14,24,27,38,42,37,59,25,""
05,8,5,9,10,45,42,54,43,28,22,22,23,15,22,19,35,24,20,21,45,58,58,37,16,""
06,10,9,30,29,37,43,29,59,59,28,23,23,21,18,23,19,18,14,21,41,28,39,38,15,""
07,2,17,29,29,35,36,31,45,28,23,22,19,15,20,16,13,21,11,21,44,44,39,39,18,""
08,9,7,20,27,39,25,24,22,23,8,22,20,21,13,20,8,12,20,30,45,33,46,37,9,""
09,7,4,12,21,33,41,34,40,35,22,19,20,15,11,21,12,17,25,17,36,60,56,35,27,""
10,4,6,33,28,30,27,44,34,26,21,19,20,23,21,12,20,14,18,22,33,50,51,37,9,""
11,8,5,10,27,29,40,43,18,23,30,34,17,10,21,15,26,17,29,37,45,47,50,45,12,""
12,6,6,6,11,28,39,35,30,28,35,21,29,15,11,15,24,17,20,29,45,54,49,38,12,""
13,16,9,18,24,45,36,29,43,35,21,21,24,21,10,15,18,13,19,24,36,50,44,37,28,""
14,0,9,19,26,38,19,41,36,23,38,16,11,16,7,20,17,17,24,20,39,60,51,46,31,""
15,12,31,21,20,35,22,41,27,30,17,16,17,15,12,10,14,19,18,25,30,25,33,34,11,""
16,4,7,17,23,26,37,43,35,26,25,11,21,20,15,17,14,20,22,26,30,52,37,37,14,""
17,9,10,25,28,26,41,47,34,35,25,20,24,17,15,11,7,32,23,37,46,52,69,63,47,""
18,10,8,6,38,38,61,46,47,31,28,29,24,15,28,21,8,20,30,32,37,50,59,56,41,""
19,15,26,17,19,42,43,37,41,24,21,28,14,21,25,24,17,22,23,25,42,46,45,36,12,""
20,0,0,13,26,37,28,35,27,17,25,17,18,9,17,18,25,16,18,32,36,52,44,60,61,""
21,10,19,27,36,47,46,38,48,37,23,10,17,26,18,10,13,10,14,29,39,59,39,36,53,""
22,21,11,23,43,25,24,36,41,28,39,19,35,22,23,12,16,19,23,25,43,45,46,54,24,""
23,13,15,11,35,34,39,46,64,35,37,28,28,20,17,17,14,14,19,31,47,57,59,39,29,""
24,15,8,29,34,54,33,47,41,28,73,25,17,13,21,28,16,14,28,39,40,79,45,28,8,""
25,11,23,11,27,31,51,45,36,22,34,14,22,16,17,19,18,15,18,35,37,46,57,53,26,""
26,12,9,11,19,43,40,33,50,38,32,24,20,17,15,17,19,19,43,42,22,48,52,50,24,""
27,18,8,20,27,39,39,38,31,25,23,18,14,19,16,10,22,17,16,50,39,60,54,57,18,""
28,0,0,22,21,36,29,32,25,27,7,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
