oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,33,18,10,28,32,29,22,29,19,5,2,2,3,2,6,3,6,7,19,10,14,11,3,20,""
02,25,27,37,30,47,18,29,29,22,19,10,17,7,10,7,5,17,12,7,14,9,7,27,21,""
03,20,26,25,37,37,29,37,19,26,14,15,12,8,7,3,11,7,16,11,12,8,19,18,14,""
04,30,22,27,27,25,21,29,17,17,15,7,7,9,6,5,7,11,8,17,14,7,0,0,0,""
05,1,6,14,15,3,1,0,2,14,27,4,8,22,14,10,16,13,12,15,13,28,36,5,32,""
06,1,25,40,42,33,27,21,21,20,17,9,11,9,13,9,13,15,10,18,11,20,36,36,26,""
07,17,20,1,9,21,22,14,29,20,6,1,2,4,13,12,3,8,11,10,9,22,22,24,26,""
08,33,21,26,26,20,27,20,35,19,12,10,11,11,8,11,5,7,11,15,20,19,21,25,29,""
09,19,30,25,21,22,26,14,29,16,9,22,11,13,12,11,11,6,18,13,16,8,4,17,21,""
10,26,45,34,32,36,24,9,0,0,0,0,6,6,5,8,7,10,6,10,15,25,21,31,25,""
11,25,25,26,30,22,24,16,5,0,0,4,5,13,6,5,17,10,10,15,15,23,32,36,24,""
12,24,24,24,24,19,23,18,21,14,21,13,7,9,14,5,2,5,10,11,12,23,30,29,37,""
13,39,27,33,30,33,12,31,20,25,17,10,13,15,7,9,8,7,10,14,14,21,36,35,28,""
14,17,6,1,0,14,26,14,21,15,10,14,10,12,10,9,9,7,6,11,10,18,18,25,0,""
15,7,15,22,25,24,15,23,17,31,25,17,21,11,8,13,11,14,15,3,15,15,25,37,8,""
16,15,3,1,7,29,20,30,36,20,12,8,16,16,12,7,12,10,12,6,19,22,35,34,23,""
17,16,22,22,22,17,20,30,22,26,9,17,11,5,8,7,14,11,10,11,11,17,22,0,32,""
18,27,36,33,13,36,15,24,21,9,19,19,11,18,5,5,10,10,3,13,19,25,13,25,16,""
19,4,4,0,0,0,0,0,0,0,1,7,9,7,9,8,14,13,6,15,25,29,34,36,36,""
20,21,35,33,29,34,22,32,45,40,27,15,16,14,7,9,10,8,6,14,18,28,36,34,21,""
21,20,42,31,34,29,28,30,29,22,16,24,15,10,11,13,10,5,14,-1,33,32,32,34,22,""
22,29,19,32,30,26,30,30,21,17,14,10,20,5,4,9,6,7,6,10,8,20,29,35,18,""
23,15,26,30,32,18,28,28,20,16,21,13,16,5,9,15,5,14,2,14,10,27,27,25,28,""
24,27,30,29,27,34,30,26,17,21,18,11,21,9,9,5,2,12,1,19,19,20,32,5,16,""
25,28,28,27,23,30,23,15,25,20,22,21,15,11,2,0,0,0,0,0,0,12,30,31,27,""
26,23,35,31,26,28,31,20,20,21,20,8,4,8,5,4,13,8,13,14,10,20,6,8,19,""
27,22,26,28,0,7,32,35,25,20,11,6,5,5,8,8,7,12,8,18,29,10,21,9,0,""
28,6,19,23,29,34,23,14,14,21,8,15,5,9,7,8,5,9,12,15,13,25,24,3,10,""
29,13,29,23,14,17,16,18,19,23,20,14,12,12,10,7,7,6,1,12,13,0,0,5,19,""
30,17,20,32,32,29,18,29,20,17,20,19,15,14,7,8,7,10,0,15,14,7,0,17,27,""
31,34,6,22,23,26,24,22,0,2,17,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
