oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
0,75,91,89,107,95,103,93,91,101,103,77,75,55,67,74,31,22,28,39,67,76,84,76,63
1,66,100,90,114,87,108,92,113,72,91,82,75,75,53,48,54,28,20,23,45,77,66,72,79
2,83,73,78,92,44,83,85,87,82,86,56,71,88,73,60,41,20,35,37,19,57,63,79,65
3,80,92,81,90,102,84,78,69,54,34,67,92,85,77,77,43,14,19,25,20,35,13,22,34
4,79,84,96,95,96,77,64,53,71,96,86,63,70,53,50,29,58,42,34,48,74,53,67,88
5,55,81,97,106,94,103,92,96,94,96,76,83,59,64,58,20,24,30,29,39,50,68,75,98
6,80,85,103,97,97,107,104,90,68,57,78,80,68,44,56,59,46,40,29,63,66,57,66,75
7,85,94,96,75,102,88,87,89,77,83,55,78,71,60,72,33,26,24,37,40,38,51,99,76
8,86,70,65,92,70,100,72,76,68,60,61,54,56,46,48,26,21,27,34,38,63,72,77,72
9,71,74,80,96,104,84,95,77,96,79,57,67,77,70,57,62,63,80,49,66,62,84,99,89
10,81,84,91,87,86,82,66,78,56,51,45,59,71,59,78,56,30,32,34,42,60,79,84,94
11,85,75,99,91,95,99,94,57,86,64,75,76,56,73,78,29,31,31,32,43,65,65,72,70
12,82,87,92,91,72,103,90,100,78,92,71,64,65,72,46,64,43,24,40,62,71,76,87,78
13,86,84,86,99,83,91,84,103,101,102,90,71,68,67,61,27,34,40,43,37,59,66,74,91
14,83,85,97,96,123,123,116,119,106,96,92,55,53,70,76,24,22,19,28,36,71,74,80,85
15,69,86,77,85,82,90,100,85,84,91,81,73,61,84,58,28,25,21,29,53,61,96,93,71
16,73,88,66,103,92,103,102,79,87,66,81,69,84,65,78,61,65,64,56,62,59,67,65,69
17,64,84,96,103,106,61,93,57,64,91,76,59,80,81,63,46,45,39,52,48,65,64,87,76
18,72,85,81,97,95,94,79,88,64,91,91,66,82,83,71,57,45,50,53,75,64,75,78,82
19,93,93,103,103,77,112,107,116,67,63,76,15,56,74,37,34,36,23,22,28,65,74,96,83
20,80,95,93,120,79,109,94,21,-1,41,67,8,-1,-1,15,17,38,34,35,43,55,75,77,90
21,78,74,88,48,51,41,60,63,63,65,80,11,55,54,29,22,28,41,44,55,59,75,85,69
22,87,92,90,79,58,40,64,87,92,79,104,59,74,68,42,24,23,28,25,38,38,37,66,65
23,72,96,92,108,88,86,90,89,77,55,81,69,74,60,29,21,23,25,24,50,69,78,70,67
24,94,81,82,31,113,91,93,109,96,99,99,99,92,90,88,77,59,87,69,68,68,84,98,69
25,81,95,82,90,111,104,87,87,88,93,77,74,82,76,85,61,121,78,48,71,80,78,59,67
26,123,98,80,106,109,94,97,97,112,87,90,77,80,73,88,75,77,61,53,51,71,83,66,71
27,84,92,96,97,103,104,99,98,95,75,75,84,85,76,82,74,62,58,18,48,61,58,65,82
28,75,60,79,67,110,41,54,24,57,68,73,74,60,32,67,29,18,16,24,6,-1,-1,1,-1,-1
29,9,48,52,58,46,40,35,20,9,15,25,20,35,24,27,21,18,15,22,19,16,6,31,31
30,29,53,29,56,47,6,24,36,27,32,19,54,23,6,17,9,22,4,14,18,-1,-1,-1,-1,-1
