oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,8,9,14,12,5,8,7,7,4,2,7,5,12,13,10,8,9,17,17,13,22,19,29,14,""
02,22,17,18,14,10,9,4,8,3,4,6,4,10,11,13,9,7,13,14,16,11,15,16,16,""
03,22,14,18,11,12,6,5,8,4,4,4,3,11,7,5,7,17,28,12,20,17,15,23,14,""
04,13,19,6,8,9,6,9,9,3,4,9,5,11,9,11,10,8,14,8,17,17,14,12,7,""
05,15,4,15,11,7,10,8,5,6,3,5,10,7,3,9,13,12,16,15,20,12,15,12,18,""
06,11,8,17,15,15,15,8,3,5,5,7,2,8,16,6,8,13,14,18,15,15,19,17,22,""
07,13,12,15,12,4,6,5,3,3,1,8,11,13,9,8,11,12,20,14,23,12,19,5,22,""
08,14,11,9,14,11,11,12,3,7,5,7,4,14,6,11,14,12,14,16,16,14,9,15,25,""
09,17,12,9,5,8,8,6,5,6,9,2,11,8,15,19,8,11,21,20,20,16,19,22,25,""
10,10,9,14,10,11,10,10,3,6,4,8,11,10,8,9,12,15,19,14,11,21,24,15,13,""
11,15,14,14,7,8,10,9,8,1,2,7,13,10,9,9,14,12,13,18,16,13,16,15,12,""
12,15,11,6,9,14,8,-1,5,5,6,5,11,7,10,6,11,11,24,19,18,9,27,16,10,""
13,19,21,10,5,13,5,8,7,6,4,10,9,8,12,12,10,12,11,20,7,18,7,16,8,""
14,19,8,15,15,11,4,11,5,3,7,3,5,10,10,6,12,11,19,21,28,23,22,13,21,""
15,14,16,10,13,6,10,7,6,9,3,12,10,9,19,10,8,14,10,16,16,18,14,31,18,""
16,13,14,20,9,11,9,5,3,4,6,11,9,18,13,12,14,17,18,20,24,15,16,18,27,""
17,15,9,18,13,5,7,9,6,8,2,8,5,10,14,14,17,15,22,12,18,16,19,16,29,""
18,15,18,13,10,6,12,4,4,6,5,2,12,20,12,10,10,14,27,26,19,19,23,26,19,""
19,16,15,9,7,4,11,8,4,4,7,8,9,4,10,10,14,19,18,19,20,25,24,19,13,""
20,18,14,13,16,9,9,9,7,10,7,12,6,11,9,9,6,14,12,17,17,17,17,13,21,""
21,21,14,12,12,15,5,5,7,6,7,10,11,7,15,5,11,15,14,16,15,16,14,16,16,""
22,11,22,8,10,10,6,5,4,2,3,5,4,6,9,4,13,18,19,16,20,10,10,15,19,""
23,18,21,13,11,16,9,10,4,9,5,7,11,15,9,11,19,14,19,23,22,28,28,23,18,""
24,17,21,15,9,12,7,4,8,9,6,5,13,13,19,15,13,8,18,17,23,16,13,15,18,""
25,18,14,8,13,12,9,9,2,3,2,4,5,9,13,4,5,18,20,25,19,17,28,15,20,""
26,16,10,17,5,3,1,4,7,3,5,8,12,12,7,12,18,14,19,14,26,28,20,13,15,""
27,17,16,12,10,8,7,9,7,5,4,7,10,10,12,7,8,14,16,19,11,16,18,18,15,""
28,15,15,7,8,5,6,5,11,6,6,6,13,15,13,9,7,8,19,14,10,17,22,20,19,""
29,15,13,14,9,15,13,11,7,3,3,11,12,18,8,14,8,16,16,18,28,15,17,19,16,""
30,17,14,13,18,5,6,10,3,4,4,11,15,9,8,8,11,19,26,13,24,17,17,14,26,""
31,18,18,12,12,14,13,7,4,4,7,8,8,11,13,12,13,15,17,14,21,24,26,27,12,""
