dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,197,189,73,25,28,33,23,19,25,25,26,25,26,16,20,17,24,16,30,28,10,27,17,14
02,25,13,11,23,27,33,30,96,322,216,18,13,151,174,144,139,81,52,30,19,27,79,81,39
03,83,47,54,108,102,162,186,175,189,185,166,185,104,182,169,176,30,18,14,25,21,28,23,24
04,31,28,35,113,76,79,42,36,36,24,23,16,39,48,37,28,28,25,36,30,39,31,21,26
05,22,29,16,21,100,185,172,191,188,180,134,71,53,121,23,18,17,16,18,17,19,14,34,28
06,25,33,28,20,19,38,44,128,184,183,162,134,64,38,39,34,22,20,18,21,21,18,25,15
07,17,5,21,12,5,5,11,18,25,28,22,69,62,38,26,23,141,85,23,8,4,27,73,97
08,77,63,57,78,35,30,114,166,164,171,189,167,153,167,38,58,27,30,26,49,38,25,23,26
09,23,35,27,22,19,25,17,27,33,15,21,132,173,176,164,159,161,200,183,149,149,137,157,168
10,172,185,191,182,187,180,183,207,188,197,185,152,144,187,188,197,175,144,165,102,58,71,81,107
11,137,132,135,154,178,184,161,156,151,157,150,28,25,31,18,16,15,92,124,98,30,42,44,51
12,95,64,68,64,19,36,78,43,28,34,80,76,30,31,30,39,20,37,22,22,13,6,11,13
13,8,10,5,9,12,14,15,19,23,18,24,28,75,165,31,40,46,39,29,21,9,6,5,0
14,1,2,6,11,15,15,22,26,29,24,21,24,52,115,114,110,85,37,45,30,21,12,10,5
15,20,9,21,25,30,20,0,2,1,7,21,19,8,10,12,18,20,9,15,24,41,32,37,37
16,24,3,21,21,22,1,0,1,0,0,0,5,24,2,6,10,31,5,74,103,129,59,111,121
17,100,13,6,16,16,64,80,93,122,110,91,51,42,72,69,72,117,198,192,32,119,133,60,61
18,169,178,87,70,73,49,11,61,72,33,49,51,18,16,26,28,33,6,3,1,13,57,29,16
19,15,72,69,16,11,11,16,11,71,90,41,24,34,33,28,12,2,17,20,6,45,57,53,70
20,78,70,58,39,34,134,189,190,65,125,57,39,54,34,50,26,26,27,15,14,17,26,18,25
21,26,25,25,19,20,16,15,24,34,26,22,28,7,13,9,14,20,25,42,98,132,132,84,70
22,75,143,108,29,38,39,20,19,5,34,30,29,36,12,13,21,20,25,33,29,25,35,38,45
23,11,20,15,14,23,15,15,24,14,17,14,6,13,18,15,12,16,10,25,15,26,19,21,5
24,20,21,13,24,1,0,3,0,1,1,0,7,14,16,7,5,14,13,32,13,10,16,5,5
25,19,13,12,13,7,5,11,26,24,14,34,27,23,16,2,6,29,19,17,21,19,18,8,14
26,8,29,23,5,10,17,21,19,22,18,18,24,18,16,19,19,22,26,19,25,24,29,29,18
27,11,26,15,29,25,24,29,32,29,16,18,14,19,14,0,0,4,11,19,20,22,22,2,23
28,32,35,75,42,34,21,17,13,24,19,18,17,20,14,24,16,13,21,12,10,8,8,16,26
29,23,14,13,25,21,1,2,18,10,16,24,14,8,1,0,2,18,7,4,18,3,24,25,14
30,11,24,12,13,29,12,12,6,7,21,31,26,35,12,30,9,15,47,27,32,68,42,34,69
31,17,1,2,9,3,17,13,11,18,4,23,18,9,11,9,27,26,6,2,4,18,35,35,32
