dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,31,35,32,31,42,26,23,27,34,25,15,13,13,11,16,10,12,19,12,27,37,46,47,37
02,30,40,37,31,41,33,38,28,35,26,19,16,14,12,11,15,11,17,18,24,37,40,46,37
03,43,38,29,33,24,39,37,39,24,24,24,15,11,10,12,8,10,10,18,34,30,45,41,29
04,24,27,41,32,42,32,25,19,23,32,20,15,22,15,7,18,6,16,22,23,40,45,45,41
05,25,37,42,28,34,42,28,32,31,25,15,20,15,17,14,10,9,19,20,27,27,49,42,38
06,31,33,38,37,26,34,30,21,35,25,16,17,15,12,9,13,11,9,21,29,25,43,59,38
07,32,34,20,36,39,26,28,34,26,16,23,13,16,15,9,10,13,15,23,29,36,44,47,31
08,36,23,37,32,28,26,33,25,29,18,17,7,16,12,12,7,13,15,21,26,37,51,52,44
09,38,32,26,32,32,27,35,29,28,28,19,12,12,13,5,10,10,25,20,28,43,43,67,52
10,31,32,34,32,30,36,32,28,35,23,14,27,11,12,11,5,13,10,25,29,43,49,55,69
11,47,20,26,33,28,34,26,23,24,17,27,11,16,9,9,10,13,15,23,37,60,79,84,67
12,41,24,36,42,35,26,34,43,35,34,15,23,10,13,12,11,9,21,29,43,78,85,111,126
13,60,23,32,34,33,27,36,39,39,27,24,22,13,15,9,9,14,24,52,69,103,122,138,154
14,88,39,28,30,51,57,46,55,51,42,32,20,15,18,11,8,17,32,41,52,88,100,98,90
15,55,45,26,24,21,25,23,15,23,16,15,5,11,6,6,7,4,10,12,20,25,38,42,25
16,22,24,24,25,27,17,24,20,21,19,18,13,10,9,8,6,5,15,8,18,26,23,18,23
17,32,22,18,21,12,17,12,9,17,17,15,15,8,10,6,6,5,6,14,9,14,15,17,21
18,12,24,24,15,35,27,30,31,19,33,15,16,5,11,9,15,12,18,9,16,27,34,25,35
19,36,31,32,44,30,38,39,31,27,18,9,16,13,9,0,7,5,4,11,14,23,29,25,25
20,33,30,30,32,35,40,31,23,21,20,18,18,9,15,9,9,7,6,15,18,20,28,31,29
21,19,31,20,17,39,33,35,30,22,17,14,15,10,11,12,10,12,18,11,15,23,21,38,24
22,21,25,28,40,38,27,33,31,19,22,27,22,20,15,19,15,13,14,17,26,35,41,28,32
23,31,27,24,42,30,35,26,35,28,17,15,20,11,4,8,6,5,7,2,14,11,21,20,10
24,18,19,12,18,15,9,10,10,18,16,11,7,6,9,2,5,3,8,11,15,17,15,16,17
25,12,10,21,16,11,16,14,13,13,12,14,3,4,8,7,3,7,7,7,13,19,16,17,17
26,10,12,21,9,14,16,10,15,11,11,11,10,6,4,3,2,6,7,10,7,8,10,12,15
27,20,21,17,18,19,18,11,14,9,9,13,7,6,7,9,5,11,11,6,11,17,26,23,12
28,11,12,13,19,12,15,15,12,16,11,7,8,2,15,3,3,2,8,10,4,11,14,18,17
29,20,15,15,18,20,10,14,18,14,6,10,8,7,6,6,3,9,4,10,12,8,22,12,16
30,15,15,19,17,18,15,19,16,10,9,11,7,11,8,7,3,5,4,7,10,12,23,12,12
31,23,12,17,17,10,19,12,15,18,5,6,12,5,3,2,7,2,6,7,8,12,14,15,19
