dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,49,61,49,50,57,48,41,55,55,30,41,25,16,19,19,12,17,25,17,37,50,53,52,36
02,57,65,47,51,63,57,58,52,52,25,36,23,26,19,26,17,15,28,19,27,36,39,46,49
03,80,67,54,49,50,63,54,57,57,46,53,37,35,21,18,20,17,14,32,40,38,48,50,52
04,50,50,66,55,67,61,43,43,42,49,38,32,28,15,21,27,21,25,20,26,47,50,51,67
05,53,55,75,58,65,59,46,49,50,47,33,32,20,37,26,22,18,21,28,27,39,58,49,56
06,46,51,63,56,58,65,59,42,45,47,40,35,25,22,29,12,19,20,24,34,34,54,75,52
07,48,52,43,62,54,60,57,64,51,41,44,27,21,20,14,25,19,32,30,38,43,55,66,58
08,56,49,71,55,54,67,43,50,50,37,40,20,30,19,19,17,24,26,31,43,51,59,74,59
09,56,73,54,56,61,64,43,55,57,43,44,28,22,24,11,16,15,31,27,34,49,56,76,67
10,63,63,61,55,53,58,55,65,58,49,41,39,22,23,19,9,20,22,33,38,55,58,64,65
11,34,50,50,56,45,55,46,53,56,34,38,27,26,19,14,16,17,25,36,42,78,89,83,72
12,61,58,48,67,49,49,68,73,61,55,24,44,36,25,22,16,14,23,46,66,90,94,130,128
13,91,45,68,66,66,73,85,91,79,52,35,31,25,24,18,15,20,42,67,86,135,162,153,173
14,107,62,90,90,96,116,121,95,87,77,61,39,31,27,18,13,24,50,56,79,121,153,143,124
15,85,79,80,62,65,54,49,67,65,47,44,24,25,20,13,19,11,16,25,41,40,46,52,48
16,32,50,41,51,66,53,48,56,54,43,33,35,26,23,16,23,21,22,22,29,46,29,34,41
17,42,36,43,37,34,36,43,39,48,40,25,32,20,25,16,14,10,10,30,19,32,32,30,31
18,28,62,53,55,47,39,56,55,48,67,31,31,20,20,10,21,15,24,18,27,26,31,26,40
19,42,43,37,59,41,56,60,56,50,38,28,21,18,23,6,21,10,4,16,21,28,41,31,40
20,40,40,36,48,56,45,51,48,38,47,44,35,20,25,16,12,13,9,22,21,31,42,43,32
21,35,51,29,37,60,35,53,42,42,47,27,38,25,22,21,19,13,22,22,25,32,21,33,20
22,28,28,28,53,40,45,53,56,37,35,46,26,26,20,22,28,11,23,19,28,50,40,25,36
23,41,27,27,52,46,45,39,38,39,33,15,23,31,13,13,13,12,9,12,25,20,27,27,26
24,27,37,36,34,29,24,31,35,45,32,35,22,20,13,9,14,8,9,16,16,23,25,30,25
25,24,21,33,28,24,35,23,44,26,26,38,16,17,22,18,14,11,14,15,29,24,23,25,23
26,31,39,37,28,35,27,27,36,19,24,21,28,15,23,8,6,6,8,16,14,20,21,25,32
27,34,36,33,58,32,30,28,29,27,19,30,17,15,12,16,9,12,16,11,15,24,35,30,23
28,31,19,33,38,38,38,30,36,37,30,14,17,14,18,5,11,7,14,13,11,15,24,23,39
29,37,37,30,31,34,31,31,33,44,18,16,12,12,11,12,6,14,5,17,17,11,22,32,29
30,33,27,34,29,32,26,47,37,27,49,28,17,19,11,16,11,8,11,15,18,15,27,22,30
31,35,24,39,26,29,20,29,33,33,25,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
