mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,60,74,64,65,64,44,36,41,60,69,67,60,69,59,46,41,46,26,14,14,23,27,39,57
02,85,55,60,91,93,88,84,84,71,69,52,64,41,45,51,52,36,26,27,18,20,23,40,56
03,76,87,89,94,95,89,79,48,60,74,68,66,59,50,26,25,20,28,17,18,30,38,41,71
04,65,70,99,104,124,101,59,69,67,74,68,61,59,55,48,31,27,20,18,22,29,35,27,53
05,58,78,87,87,90,81,67,48,50,70,61,63,42,43,31,17,21,14,11,9,14,17,34,59
06,69,74,75,75,72,95,60,45,66,87,80,82,70,75,48,38,33,20,16,21,28,40,68,65
07,61,64,100,84,83,81,90,64,61,53,43,45,40,50,35,23,21,17,15,18,20,38,48,27
08,50,60,74,73,70,75,74,64,54,52,39,36,48,39,22,37,26,10,16,18,27,34,46,49
09,66,56,58,77,71,60,63,68,58,54,47,40,43,43,34,21,21,17,22,27,28,47,37,39
10,51,59,61,61,73,79,54,36,37,58,59,48,54,46,44,40,20,17,23,31,40,36,52,67
11,99,83,100,112,117,101,59,44,51,83,75,68,41,49,48,27,23,21,33,16,30,40,47,78
12,74,88,106,89,90,79,77,51,70,80,73,75,65,76,60,35,23,23,22,27,26,46,42,77
13,80,79,92,104,93,70,64,61,91,94,83,67,67,64,57,33,30,16,24,25,30,40,33,26
14,44,93,98,82,76,77,79,69,81,97,66,46,59,45,38,20,15,16,21,23,24,29,24,33
15,63,85,84,90,76,96,76,68,95,70,80,93,75,80,41,34,30,33,21,16,16,17,20,41
16,74,90,76,98,104,101,84,79,79,76,52,61,67,69,59,38,29,13,19,12,16,15,16,48
17,73,90,102,88,109,91,80,78,65,67,41,60,44,38,43,25,20,11,16,22,32,31,58,55
18,75,73,82,80,98,79,65,33,83,78,81,47,45,49,42,39,29,20,25,17,33,36,46,56
19,70,94,100,113,84,70,57,50,67,61,82,77,71,31,39,39,29,24,25,31,19,46,46,73
20,75,86,96,116,100,85,85,46,75,75,81,60,56,55,43,33,32,26,22,17,21,32,48,38
21,70,91,92,104,96,101,90,110,96,99,73,52,48,68,39,36,23,17,15,17,23,41,43,59
22,68,89,100,80,78,85,90,96,90,91,76,37,57,53,51,40,24,28,27,27,31,38,45,65
23,96,78,89,112,87,81,89,115,103,79,76,84,79,70,51,53,41,25,15,23,30,18,27,25
24,57,87,98,107,97,92,82,98,104,104,68,62,62,66,54,48,38,24,23,23,31,36,33,27
25,54,90,96,95,82,75,84,65,58,72,53,46,28,41,34,30,17,20,14,12,12,13,20,26
26,51,61,81,81,66,49,44,69,84,70,29,23,38,48,44,36,26,28,13,18,17,13,27,64
27,80,93,79,96,93,91,80,53,50,76,68,66,60,44,43,38,36,24,12,4,7,19,16,47
28,78,80,90,78,83,83,85,58,70,64,31,58,43,51,33,29,22,8,18,13,15,14,26,33
29,50,51,55,67,56,67,84,85,66,91,56,34,58,36,53,35,22,13,23,13,24,27,36,52
30,65,74,79,90,77,76,70,87,73,68,34,41,39,54,49,33,22,21,22,15,23,23,16,42
31,49,54,63,74,78,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[E]mh`mI{hm`fdl}lf{'ye,z'jfd
