mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,209,174,121,151,160,210,237,197,167,197,240,222,212,139,100,88,73,59,54,64,68,126,147,199
02,234,219,163,182,217,263,228,213,219,217,228,223,207,155,96,108,108,71,60,50,67,101,143,181
03,208,152,153,187,173,189,218,215,194,242,223,176,214,167,123,93,65,59,55,52,66,113,158,156
04,169,146,166,172,294,306,314,289,272,279,281,260,246,162,154,117,100,70,92,95,133,164,222,246
05,275,182,204,281,333,379,357,311,303,357,376,323,240,175,162,108,94,91,64,96,115,135,186,237
06,258,268,274,236,266,284,326,279,285,277,312,296,209,153,93,97,79,50,53,64,93,165,172,213
07,251,199,220,226,237,229,293,264,260,289,247,248,195,127,110,82,70,64,73,78,102,128,205,222
08,259,272,246,223,239,276,305,229,291,279,311,314,207,139,125,103,99,75,75,118,166,253,278,305
09,278,231,229,270,276,342,267,308,312,278,266,255,214,150,144,83,100,71,71,133,155,227,269,309
10,330,289,312,326,340,351,294,285,296,294,279,248,180,133,142,112,92,70,75,83,133,176,222,257
11,223,243,257,229,233,254,306,268,294,301,262,234,155,120,118,74,85,70,77,75,131,171,231,263
12,258,203,248,265,280,310,284,277,290,292,264,244,195,164,120,84,93,83,60,91,135,196,279,253
13,241,207,271,223,243,263,237,278,277,307,267,233,176,109,88,72,47,43,43,58,72,134,156,161
14,159,165,205,174,188,216,187,185,230,263,177,153,133,96,67,67,49,35,55,64,78,131,124,153
15,194,179,146,172,169,223,170,163,142,160,203,156,95,64,64,63,34,39,49,46,85,122,180,278
16,306,243,227,294,324,332,284,290,287,253,281,224,182,117,110,110,75,41,64,74,131,174,236,257
17,267,220,228,242,291,304,249,292,302,290,261,213,165,113,116,74,57,62,64,74,103,181,166,271
18,245,221,217,198,261,277,260,271,310,289,259,203,136,110,79,76,80,65,55,81,112,171,192,251
19,238,233,214,250,239,317,272,251,298,267,237,212,174,96,114,80,53,56,78,96,113,152,251,261
20,235,239,236,249,267,282,274,268,297,307,278,221,172,137,110,104,85,54,75,75,115,189,225,278
21,224,236,189,243,264,298,276,300,299,260,243,187,157,110,106,65,56,52,76,72,133,152,210,249
22,277,192,242,247,231,289,251,254,277,276,296,211,149,104,81,95,54,54,58,88,103,158,192,260
23,244,231,226,284,246,308,311,271,294,303,285,168,153,114,99,83,63,49,56,84,120,169,214,275
24,243,251,266,263,332,298,297,311,309,298,267,222,162,119,114,86,64,60,69,89,144,210,235,279
25,269,236,265,248,304,323,301,271,286,295,256,239,146,129,99,72,54,53,55,112,143,169,235,281
26,210,200,207,256,238,293,286,286,271,301,260,194,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
27,-1,-1,-1,-1,-1,-1,-1,-1,-1,168,217,177,146,97,77,81,47,37,49,30,41,94,126,126
28,174,151,136,137,145,156,162,176,172,191,187,178,129,90,72,58,60,33,36,42,79,69,131,141
29,187,178,137,150,160,135,148,145,160,191,163,160,115,98,86,55,51,33,37,39,64,89,118,139
30,138,128,135,142,144,142,150,144,155,205,179,133,110,86,44,58,36,39,39,38,52,66,113,132
31,105,97,119,126,146,151,156,181,191,183,161,182,129,98,81,58,47,34,40,33,42,84,126,-1,-1
