mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,1,3,2,2,4,1,2,2,5,1,2,1,3,0,1,0,1,0,2,0,1,1,0,1
02,0,2,3,1,4,3,6,2,2,2,1,1,2,2,2,0,0,1,2,0,1,1,1,2
03,1,2,3,2,3,0,2,3,2,4,4,0,3,1,1,0,1,1,0,2,2,1,2,6
04,3,3,0,5,4,2,1,3,3,3,2,1,4,3,1,1,0,0,1,0,2,1,0,4
05,4,4,2,2,2,3,3,1,2,1,2,2,3,2,2,1,0,0,0,1,1,2,2,2
06,0,6,2,2,3,1,1,3,4,0,4,4,1,0,0,1,1,1,1,2,0,1,0,2
07,3,2,4,1,2,4,3,2,2,1,1,1,2,1,1,0,2,0,1,2,0,2,1,1
08,3,2,5,4,2,2,3,1,5,1,1,2,3,1,0,1,0,0,2,1,0,1,0,1
09,3,2,2,5,3,6,0,0,0,1,4,5,1,2,2,1,1,1,2,0,1,1,1,2
10,4,1,2,1,4,2,2,1,3,2,1,1,1,1,0,0,0,0,2,0,0,2,2,3
11,1,5,3,2,2,2,1,3,4,2,2,1,1,1,0,0,1,1,0,2,1,1,1,5
12,3,3,2,1,3,5,1,5,3,1,1,4,5,2,1,0,1,0,1,1,1,1,0,2
13,3,2,3,3,2,2,4,2,1,2,4,1,0,0,2,1,0,0,0,0,0,1,1,3
14,3,1,1,4,1,3,6,3,6,4,1,1,2,1,0,1,1,4,0,2,1,2,1,0
15,2,2,3,5,3,4,1,1,2,1,0,1,0,0,0,1,0,0,0,0,1,1,4,4
16,1,3,2,2,1,2,3,4,6,12,3,1,2,2,0,1,0,0,1,0,1,1,2,1
17,4,3,1,1,3,5,2,3,1,2,1,2,1,1,0,0,0,0,1,0,0,1,3,2
18,3,2,4,3,1,2,1,0,2,3,4,2,0,1,1,2,1,0,0,1,1,4,2,1
19,1,1,3,5,2,5,2,0,3,2,6,0,3,2,2,0,1,1,1,2,1,0,0,0
20,2,2,2,2,5,5,1,3,2,2,3,1,1,1,3,0,0,1,1,0,2,3,0,1
21,3,2,2,4,5,7,4,2,4,3,1,3,2,0,1,0,1,0,0,0,1,0,0,2
22,4,1,0,2,3,5,3,4,3,2,4,2,1,3,2,0,0,0,0,1,0,2,3,5
23,2,2,4,2,0,0,2,5,3,4,3,2,1,0,1,1,1,1,1,2,0,1,1,1
24,1,7,3,1,3,3,5,1,1,0,1,3,2,2,0,3,0,0,0,0,3,2,2,4
25,3,4,1,2,5,4,2,4,5,1,3,4,1,1,1,1,0,1,0,1,1,0,3,1
26,0,4,3,2,2,3,1,4,2,3,8,4,0,0,1,1,2,0,0,1,1,3,0,1
27,3,5,4,1,6,3,1,2,6,4,2,1,2,0,1,3,1,0,0,2,1,1,3,4
28,5,5,3,5,3,3,5,8,2,3,3,2,4,5,5,1,3,0,1,1,3,3,5,3
29,2,1,2,2,2,5,1,3,4,2,3,1,2,0,0,2,1,0,0,0,1,1,2,5
30,3,1,3,2,2,0,2,5,3,2,2,2,0,1,2,0,1,0,2,3,0,3,2,6
31,3,3,1,0,1,2,3,2,5,3,4,1,2,0,1,0,1,1,-1,-1,-1,-1,-1,-1,-1
