apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,73,73,76,87,76,85,116,64,87,81,87,81,49,47,43,35,33,23,23,23,29,43,57,62
02,76,79,79,83,85,93,136,118,132,82,86,90,71,32,66,31,27,14,56,36,26,55,59,89
03,73,75,66,50,77,87,94,104,101,90,92,75,41,18,23,34,26,13,13,13,25,40,40,64
04,66,67,88,119,96,67,103,98,110,81,84,56,58,48,39,21,31,20,22,23,23,37,62,66
05,81,73,62,86,69,80,100,90,161,106,107,89,56,30,35,35,25,33,33,34,32,33,35,73
06,81,86,71,75,104,99,73,124,108,66,125,94,50,27,31,43,34,22,24,25,23,35,62,73
07,68,94,80,78,72,89,109,114,104,145,102,61,33,34,23,21,26,11,8,22,20,39,55,50
08,71,66,71,69,81,70,87,127,87,71,82,87,41,30,32,15,19,24,15,16,17,39,32,41
09,47,82,68,54,72,68,85,129,135,117,70,88,41,23,16,18,19,13,14,16,28,35,34,77
10,41,77,61,76,66,58,89,69,68,90,50,54,25,16,24,17,22,8,18,10,24,29,47,40
11,84,67,43,53,82,90,66,100,102,100,58,47,39,23,16,12,10,10,5,22,11,28,31,49
12,58,77,48,54,46,72,123,93,120,106,61,69,29,28,18,18,27,15,7,8,20,27,34,46
13,70,66,59,69,86,62,78,74,108,87,97,52,17,22,27,27,10,14,5,14,19,50,37,50
14,87,99,86,69,62,49,100,114,93,68,96,54,24,22,16,21,13,20,21,12,18,23,46,37
15,63,100,55,53,81,66,78,88,87,93,81,44,21,8,31,15,20,17,13,19,22,35,66,55
16,52,100,69,72,57,71,96,151,124,79,61,44,37,20,26,26,20,19,20,26,23,27,52,98
17,60,55,98,64,80,59,112,115,131,105,79,71,57,32,32,18,16,15,14,14,25,17,40,63
18,69,49,53,57,56,83,91,91,93,78,57,53,23,18,24,23,19,15,12,10,17,46,31,31
19,-1,-1,-1,-1,-1,-1,-1,-1,98,107,71,55,42,17,40,23,12,11,9,13,17,24,41,72
20,-1,-1,-1,-1,-1,-1,-1,-1,-1,103,68,48,40,17,24,30,11,13,3,12,15,21,29,52
21,67,109,79,72,69,75,85,86,91,125,52,26,16,17,18,23,18,14,11,12,9,22,38,53
22,110,167,193,146,108,66,-1,176,105,102,60,68,23,11,17,14,15,16,10,7,11,19,29,53
23,70,71,79,69,76,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,19,34,56,39
24,66,96,77,53,80,52,83,119,100,116,60,54,31,15,15,38,18,8,9,13,21,38,34,63
25,83,64,57,73,42,87,123,90,96,91,57,47,36,19,14,20,11,5,11,32,20,24,44,46
26,59,74,63,47,50,53,99,105,84,169,45,42,20,17,10,22,26,22,14,29,17,20,37,40
27,59,48,26,45,42,68,87,117,115,61,62,64,23,17,20,35,33,16,-1,-1,-1,-1,-1,-1
28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,54,51,59,58,46,93,121,122,129,100,68,38,14,30,22,25,18,22,3,13,18,23,47,46
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
