apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,31,24,24,26,15,16,26,30,17,26,18,8,7,7,7,5,8,3,8,7,7,15,24,26
02,25,33,21,15,21,14,20,24,14,21,11,8,7,2,5,7,6,8,7,5,14,12,17,19
03,20,29,34,17,20,9,13,13,20,7,15,14,11,7,9,4,1,3,5,6,14,17,16,20
04,22,17,22,28,8,11,10,21,17,11,8,2,12,7,6,2,6,8,7,2,6,21,25,18
05,21,18,34,28,20,20,16,33,32,17,18,16,13,9,6,7,9,10,8,6,3,17,24,13
06,21,13,14,20,23,12,21,27,24,14,14,11,8,5,4,1,3,2,4,0,7,4,5,3
07,3,1,6,3,1,0,4,2,1,3,7,1,0,2,3,0,3,4,6,4,13,22,19,23
08,8,20,23,20,24,35,32,30,23,11,20,9,12,8,6,3,5,8,5,9,15,14,14,25
09,23,16,24,20,12,13,16,21,31,9,11,14,10,6,0,5,3,3,4,7,11,20,14,24
10,27,32,21,13,14,17,20,20,26,25,15,9,3,5,3,5,6,4,4,8,13,15,17,18
11,25,15,22,30,24,27,26,13,15,20,20,9,14,5,4,7,2,7,5,7,16,11,22,17
12,23,27,25,24,19,21,23,32,27,24,13,12,9,8,7,10,5,7,7,7,9,25,20,22
13,25,21,27,22,24,20,23,29,30,31,15,32,23,16,15,20,7,9,12,17,15,24,28,43
14,39,51,47,47,33,41,35,34,43,32,22,23,12,9,20,13,11,10,17,18,16,19,26,40
15,34,44,50,24,34,47,36,26,23,25,22,21,19,17,10,13,6,6,12,13,16,21,27,35
16,26,38,44,35,36,37,36,43,39,21,24,19,10,21,11,11,6,9,10,8,12,18,23,25
17,37,47,36,20,32,26,34,25,47,21,20,19,14,9,13,7,10,11,9,10,15,18,29,29
18,47,38,31,31,33,37,40,52,37,32,26,18,12,13,15,8,11,6,6,7,9,22,27,31
19,28,39,34,29,31,29,35,38,35,25,16,23,14,15,14,8,8,8,7,14,17,18,27,27
20,23,17,19,15,30,34,44,35,33,24,13,20,12,17,7,11,11,6,3,15,18,11,23,30
21,27,29,22,38,38,37,42,36,42,28,29,17,9,10,8,9,8,6,9,20,10,18,36,53
22,49,72,45,24,31,39,40,32,33,32,14,16,20,15,13,6,4,13,14,20,18,18,27,43
23,44,44,43,52,55,44,39,38,42,42,25,18,11,11,15,17,8,7,14,9,10,11,22,30
24,42,40,41,50,31,34,33,28,32,23,24,20,15,11,9,7,9,5,4,8,14,16,17,28
25,35,39,26,24,27,28,33,29,25,20,17,14,10,7,9,7,4,3,8,9,13,18,19,27
26,33,38,35,18,31,31,38,32,37,22,15,6,10,4,13,2,4,6,9,4,8,12,25,23
27,23,26,20,32,34,37,37,40,31,19,18,7,4,8,8,3,11,10,7,12,15,21,20,27
28,12,13,21,23,31,40,32,38,25,23,16,14,11,6,11,7,4,8,6,13,16,11,14,24
29,23,37,29,34,38,28,29,28,33,20,29,16,15,10,6,11,5,5,12,8,10,10,15,24
30,31,38,15,27,29,31,46,55,35,28,27,16,14,7,5,14,5,4,10,13,12,23,21,35
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
