Mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,22,13,9,11,4,4,4,9,6,-1,6,7,6,9,15,5,1,1,4,2,5,11,16,21
2,-1,6,3,3,1,-1,-1,-1,-1,6,6,1,-1,-1,-1,8,5,12,11,12,16,15,11,9
3,8,7,11,5,1,5,2,3,7,4,3,3,8,11,10,-1,16,10,9,13,10,11,17,14
4,14,13,11,11,6,4,2,1,4,5,4,3,6,15,24,13,10,9,19,17,14,14,18,24
5,8,14,-1,-1,-1,4,4,6,-1,-1,-1,8,6,1,20,9,12,9,12,17,12,18,17,16
6,13,14,9,10,7,10,8,6,1,4,-1,2,10,12,19,14,20,11,15,4,12,7,-1,17
7,27,12,16,6,2,3,1,7,3,1,1,3,9,6,11,11,20,15,8,13,10,18,14,23
8,17,8,7,8,4,4,1,4,1,2,1,4,13,-1,11,10,10,9,14,8,10,18,14,7
9,6,7,7,3,4,-1,-1,-1,-1,-1,4,4,4,12,13,15,18,10,12,16,15,12,19,9
10,1,4,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,13,10,7,23,14,20,13,17,17,5
11,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,5,5,5,13,12,16,19,3,3,-1,16,1
12,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,15,12,6,10,17,12,16,26,20
13,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,7,-1,6,6,4,-1,2,2,1,3,8,2,6,-1,-1
14,10,10,4,4,2,2,4,3,2,4,7,7,3,14,14,15,11,9,13,13,10,21,26,12
15,20,10,8,5,5,2,4,5,6,-1,-1,3,4,14,9,11,8,6,14,12,10,12,22,16
16,2,8,8,-1,-1,-1,-1,-1,-1,3,6,3,6,7,17,9,12,8,10,15,17,26,9,13
17,17,12,-1,4,-1,4,7,7,-1,6,6,9,11,17,15,-1,6,10,8,11,6,12,22,16
18,12,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,6,3,5,14,9,9,10,11,14,19,12,5
19,18,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,12,15,3,4,12,4,8,15,26,22,14
20,9,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,3,-1,5,5,2,11,18,17,10,14,24,16
21,7,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,9,7,14,12,7,19,20,26,10
22,10,13,-1,9,-1,-1,-1,-1,-1,-1,6,2,9,10,16,5,2,3,9,13,12,11,25,21
23,11,11,8,4,1,3,6,3,4,-1,11,7,14,9,19,6,4,13,17,12,15,28,19,18
24,10,5,9,6,2,7,8,3,5,-1,8,6,13,5,8,12,9,13,16,11,10,17,11,16
25,10,8,10,1,5,-1,-1,-1,-1,-1,12,6,9,7,10,13,15,8,10,12,23,13,19,12
26,11,11,7,6,-1,-1,-1,-1,-1,-1,-1,6,11,8,6,11,6,10,9,10,18,21,13,19
27,18,5,9,3,5,2,-1,6,2,10,4,5,4,9,11,8,9,8,7,10,8,21,24,14
28,7,7,7,3,1,2,1,2,3,2,5,10,10,11,9,10,10,9,10,21,12,26,24,23
29,15,5,3,-1,-1,-1,-1,-1,-1,8,2,1,5,9,8,10,8,9,10,9,11,17,14,15
30,7,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,7,11,8,7,7,9,4,11,23,13,13,8
31,7,6,8,6,3,4,4,2,-1,-1,4,2,6,12,8,16,11,4,12,7,17,19,19,18
