Mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,70,9,15,12,15,11,17,11,19,22,20,15,11,25,22,26,17,33,9,14,16,11,5,7
2,11,10,4,26,15,19,18,18,23,14,13,18,10,14,12,19,11,13,12,18,7,3,6,14
3,10,7,18,12,8,16,16,18,18,14,13,16,23,15,15,24,18,19,14,12,9,10,6,7
4,5,13,17,12,29,25,39,21,17,21,25,13,19,12,21,25,32,22,18,10,9,9,4,13
5,4,17,8,10,18,9,13,13,12,21,11,11,20,19,18,12,18,12,7,8,7,11,15,6
6,-1,7,10,11,11,8,17,10,22,17,14,15,11,16,22,23,27,13,15,10,7,8,6,17
7,26,7,21,13,18,14,26,17,13,18,18,16,14,20,31,15,18,16,22,8,9,8,7,10
8,11,11,14,10,20,8,14,15,13,11,4,17,17,13,22,16,17,19,15,13,9,8,7,10
9,1,5,4,17,22,13,16,10,11,15,7,23,11,17,20,20,19,22,14,8,6,1,16,12
10,9,11,10,12,15,20,26,24,30,25,18,20,16,16,22,24,16,21,14,9,3,6,8,8
11,7,9,12,13,21,15,33,26,22,41,23,13,22,20,26,22,24,23,21,19,13,9,6,10
12,4,12,9,14,18,13,7,14,10,12,14,20,20,18,23,18,12,8,11,22,13,10,6,17
13,10,12,10,11,14,20,15,27,13,29,30,16,26,16,24,19,26,22,24,27,10,10,11,20
14,8,13,18,6,19,32,26,30,24,34,23,10,20,17,26,22,17,26,18,20,7,13,16,10
15,7,20,12,10,11,12,21,24,28,17,14,10,17,14,16,14,13,20,24,8,16,11,5,13
16,10,13,12,11,16,16,14,25,13,10,14,15,7,25,22,24,23,27,25,17,2,7,9,8
17,5,14,11,17,20,13,8,17,29,20,17,15,10,21,26,19,16,13,21,19,11,9,6,12
18,7,4,6,10,15,16,22,18,22,9,10,15,15,27,32,29,28,15,14,19,15,17,20,11
19,8,18,10,13,20,20,19,17,22,10,10,19,28,30,35,30,37,27,28,18,5,7,8,13
20,5,17,10,12,13,18,29,18,24,17,18,21,23,18,29,20,23,26,24,10,2,7,11,5
21,10,14,10,17,18,14,12,14,9,12,17,14,22,15,15,11,16,21,27,22,16,9,5,10
22,7,7,15,10,4,10,13,19,10,15,13,12,11,13,19,29,17,11,6,8,5,3,3,8
23,17,12,10,6,22,11,9,14,8,11,19,6,13,12,15,18,15,12,12,10,5,5,10,6
24,8,12,6,13,17,18,11,17,23,13,14,13,9,15,14,13,29,21,13,23,7,8,6,9
25,9,19,22,13,11,22,13,21,13,20,11,10,13,21,23,17,20,23,15,13,12,11,6,7
26,6,11,6,5,16,13,13,12,11,16,5,12,18,18,24,19,20,19,9,16,13,9,6,18
27,5,12,18,9,13,17,18,21,19,14,16,14,18,23,34,14,20,26,4,17,15,12,9,12
28,9,11,10,13,15,19,13,11,20,15,15,11,24,16,24,16,21,23,19,11,10,6,3,8
29,18,13,11,19,20,26,34,28,25,9,24,11,13,21,24,27,23,22,15,14,13,11,14,13
30,27,24,22,20,27,15,14,18,22,15,15,15,14,20,27,19,21,17,24,27,9,9,13,14
31,3,9,12,8,8,15,11,19,14,19,20,19,25,36,33,31,26,15,14,17,-1,-1,-1,-1,-1
