Mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,33,32,15,29,13,7,10,11,7,6,6,3,6,20,19,32,34,37,34,29,42,48,35,36
2,15,12,8,14,11,-1,10,6,8,4,5,5,4,6,29,22,38,29,47,26,35,29,21,15
3,25,15,13,20,24,19,9,16,10,8,5,8,16,19,11,30,40,63,50,56,23,44,30,31
4,22,21,14,11,-1,5,4,5,7,8,8,2,11,29,43,14,16,16,28,30,27,14,13,16
5,31,20,13,16,23,9,14,16,-1,-1,-1,16,20,22,38,39,57,42,38,34,34,26,42,46
6,33,25,30,13,11,17,12,10,10,9,10,9,28,28,28,29,32,50,41,38,41,-1,25,33
7,26,23,25,15,18,14,-1,7,7,6,-1,11,8,16,17,35,22,38,46,37,22,30,26,23
8,21,29,19,15,-1,24,10,9,11,15,15,6,17,20,23,18,43,29,25,18,20,20,24,23
9,14,13,13,10,9,7,7,-1,13,1,4,13,8,7,15,31,40,34,37,31,34,40,31,11
10,30,35,29,20,19,13,8,12,9,5,5,7,9,16,25,29,34,29,27,27,30,30,22,26
11,17,14,-1,-1,-1,-1,4,9,5,8,6,5,7,12,23,31,45,30,43,46,32,30,33,16
12,17,15,15,13,11,7,9,-1,6,8,10,4,15,12,21,32,49,44,44,50,43,33,29,15
13,36,19,16,16,20,7,10,-1,-1,-1,-1,10,12,27,24,20,35,43,42,48,42,45,36,36
14,24,41,15,11,8,14,8,5,7,5,11,14,16,32,29,37,40,53,40,46,39,29,34,32
15,27,28,28,24,21,11,7,9,8,8,12,13,18,17,15,32,52,52,50,44,44,43,17,18
16,21,46,24,23,17,16,-1,8,-1,-1,-1,-1,-1,-1,-1,22,38,35,40,46,40,21,37,24
17,33,29,26,9,17,14,11,11,10,8,4,7,9,14,24,-1,-1,-1,-1,28,36,23,27,35
18,24,25,26,14,-1,6,10,10,3,8,8,8,16,21,17,22,40,38,36,34,46,36,33,23
19,30,31,18,26,14,11,10,-1,7,4,13,10,12,9,16,34,32,42,28,42,25,20,26,29
20,-1,13,13,12,12,6,5,-1,7,3,9,3,6,5,11,21,15,35,37,36,41,40,24,-1,-1
21,16,18,21,14,13,15,5,3,10,9,11,17,14,25,25,21,43,35,39,27,29,33,20,16
22,23,24,32,25,16,18,12,-1,-1,-1,11,10,16,23,17,32,35,44,36,30,37,34,38,40
23,35,44,-1,-1,19,8,8,-1,-1,-1,-1,-1,-1,-1,-1,28,41,36,58,32,39,37,34,33
24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
25,39,33,40,26,21,-1,-1,-1,-1,-1,5,8,10,19,17,33,45,50,29,35,25,22,39,36
26,27,31,18,-1,-1,-1,-1,-1,-1,-1,-1,10,12,19,34,24,29,33,29,20,27,22,27,30
27,13,17,16,13,14,10,5,10,5,4,4,5,10,14,6,24,34,27,29,29,34,20,20,33
28,-1,-1,-1,-1,-1,-1,7,6,4,3,7,6,10,10,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
29,27,17,19,11,8,6,3,-1,-1,-1,-1,9,10,21,16,26,34,40,30,31,27,25,22,20
30,10,11,10,9,10,4,5,8,3,6,10,7,12,22,32,25,37,39,37,41,24,26,29,19
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,23,28,26,27,-1,-1,-1,-1,-1,-1,-1,-1
