Mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
1,44,49,53,38,44,33,37,47,41,48,54,30,40,25,28,25,19,18,17,22,24,37,42,49,""
2,54,41,51,43,49,43,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,22,29,26,26,24,28,34,34,""
7,45,45,55,46,47,47,47,52,47,34,23,28,31,31,26,18,21,11,13,29,35,32,39,31,""
8,49,42,50,48,63,39,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,22,23,22,31,34,""
13,34,51,51,39,41,42,41,58,29,28,29,32,32,24,19,-1,30,32,21,21,20,30,32,26,""
14,26,30,39,33,43,38,37,59,37,28,30,27,31,29,33,25,19,18,-1,-1,-1,-1,-1,-1,""
15,40,44,44,43,42,30,26,28,42,31,33,23,22,23,17,16,11,15,-1,19,16,18,30,21,""
16,29,35,38,40,34,32,34,42,41,40,37,34,35,36,26,20,16,7,8,15,19,16,21,27,""
17,36,35,41,44,26,35,33,42,51,29,34,32,30,21,22,17,11,10,13,22,15,22,32,32,""
18,41,42,42,40,34,27,31,32,43,44,36,30,35,27,15,18,15,10,11,11,20,19,27,21,""
19,33,43,38,37,31,24,22,32,44,40,35,36,22,28,19,19,15,8,8,11,17,22,17,12,""
20,22,36,42,38,34,28,31,23,23,20,11,15,15,15,16,8,10,10,13,10,13,29,10,15,""
21,21,42,37,32,30,32,30,30,36,35,13,28,19,25,24,18,20,13,8,15,13,17,27,34,""
22,24,47,41,28,38,30,35,36,37,36,24,31,25,24,19,17,18,11,4,16,17,27,23,20,""
23,39,41,39,45,32,34,41,38,43,36,30,35,19,27,13,26,18,6,7,13,17,27,23,26,""
24,39,40,40,38,42,37,41,53,44,38,29,38,31,23,20,12,12,6,12,12,18,22,19,17,""
25,43,30,36,43,32,40,36,40,51,42,36,25,27,32,14,18,14,7,8,11,18,19,23,15,""
26,24,30,40,30,35,33,39,39,40,39,35,25,29,26,19,15,13,7,13,19,16,19,26,17,""
27,38,39,35,40,31,31,45,36,25,29,26,23,16,20,14,14,7,8,12,16,23,25,22,28,""
28,26,41,50,46,37,36,31,39,34,35,39,25,32,19,27,22,11,13,15,9,17,23,20,37,""
29,32,40,44,30,28,28,35,30,33,38,33,25,44,21,23,17,23,10,8,12,11,22,24,41,""
30,53,42,32,37,34,24,49,47,42,38,28,39,26,32,22,10,10,11,11,13,17,21,17,30,""
31,37,35,38,40,38,33,34,42,38,30,40,42,35,27,22,17,18,13,16,10,13,23,26,35,""
