mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,66,84,49,114,87,113,121,141,183,213,222,204,162,174,146,151,161,156,165,170,149,115,104,61,""
02,18,21,25,40,80,149,161,169,183,178,170,184,154,166,149,159,168,155,135,45,99,95,67,76,""
03,77,57,89,93,83,97,125,171,165,203,205,170,146,148,148,171,150,161,148,139,111,136,60,44,""
04,48,36,53,41,28,56,76,176,166,175,179,165,172,142,149,158,143,127,80,121,130,121,116,156,""
05,81,43,36,67,101,107,138,166,196,202,187,176,151,171,143,159,159,130,137,131,124,106,94,21,""
06,26,21,23,35,43,42,52,82,146,169,144,184,168,166,154,170,149,150,149,135,136,102,107,72,""
07,62,55,64,64,71,129,141,86,148,198,212,169,144,146,173,185,154,164,157,144,142,85,33,42,""
08,62,45,60,96,113,115,157,190,214,213,210,191,188,147,174,190,180,165,156,155,135,111,100,96,""
09,68,67,82,116,82,98,183,184,213,221,179,197,165,150,153,175,166,111,121,49,42,26,52,100,""
10,77,40,54,103,85,70,128,223,192,205,192,205,160,158,147,152,110,123,117,132,143,91,108,72,""
11,44,88,77,60,70,121,145,175,193,217,188,196,186,182,160,171,195,162,142,117,138,83,18,18,""
12,52,56,51,45,49,72,137,168,203,201,205,203,172,123,136,181,154,155,130,97,96,108,68,84,""
13,66,43,35,73,85,109,159,186,218,206,206,204,174,159,175,171,155,113,115,161,81,72,52,8,""
14,17,14,21,18,40,111,148,174,199,206,208,191,188,153,145,180,189,182,136,134,139,99,65,66,""
15,66,50,56,98,105,124,147,148,189,206,183,181,144,157,169,152,139,159,125,170,140,140,98,65,""
16,44,73,74,91,104,131,161,153,184,193,172,179,153,134,154,129,138,136,155,196,150,112,102,84,""
17,86,92,71,86,113,118,143,193,198,194,199,196,177,163,174,143,132,160,171,148,126,104,92,66,""
18,77,55,60,51,73,113,132,188,196,208,180,160,147,160,142,149,134,169,165,160,134,134,101,81,""
19,24,19,26,34,30,49,127,194,205,210,213,211,182,185,175,178,179,203,116,37,117,123,99,57,""
20,76,74,76,102,98,130,143,185,179,206,202,202,181,154,165,210,161,182,116,125,107,103,99,53,""
21,66,54,82,68,88,93,149,151,185,213,171,181,157,157,147,170,188,160,147,150,152,126,104,83,""
22,73,53,81,98,98,130,146,157,188,172,197,216,196,162,166,173,158,151,151,174,152,117,25,20,""
23,17,16,12,22,35,68,121,187,204,211,182,171,183,164,164,171,182,156,168,164,102,134,98,74,""
24,47,42,58,73,97,108,130,144,175,190,183,170,154,136,136,144,141,119,180,171,165,128,106,65,""
25,45,86,96,63,57,124,137,151,185,208,180,184,163,154,171,145,167,110,130,171,122,117,93,71,""
26,57,79,88,92,115,119,147,165,233,229,200,174,146,146,163,181,116,178,146,169,117,107,84,38,""
27,24,21,15,26,41,42,126,175,208,222,189,181,144,139,152,169,152,168,133,135,109,114,90,71,""
28,65,77,66,66,63,114,149,210,193,232,202,178,169,185,188,166,182,164,158,142,151,125,124,59,""
29,60,69,75,75,31,97,171,177,202,199,190,187,177,164,146,175,163,172,141,133,95,94,107,82,""
30,67,64,71,74,99,121,160,165,175,202,200,190,195,197,157,143,167,176,175,128,118,122,101,70,""
31,62,62,75,60,77,123,152,191,222,195,207,194,181,178,161,167,167,171,165,174,182,118,-1,-1,""
[E]nVah{{`zI}le,"z'gl}"
