mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,29,22,20,51,64,57,46,46,68,34,25,29,19,18,20,10,23,29,21,30,61,78,57,21,""
02,30,34,19,32,52,58,53,44,52,31,29,32,28,23,16,22,18,19,34,34,45,75,72,27,""
03,22,23,44,54,46,55,61,79,120,72,25,19,29,16,16,20,22,30,25,45,57,57,57,32,""
04,3,10,44,44,47,54,51,48,54,40,24,19,20,10,22,17,16,17,28,38,50,67,62,28,""
05,18,20,24,56,56,68,54,51,48,44,64,95,52,12,14,13,13,29,27,57,50,57,68,22,""
06,18,16,44,46,44,39,45,66,51,35,39,21,13,12,22,15,19,24,26,48,46,56,63,26,""
07,13,19,41,47,55,46,52,61,51,49,43,21,22,4,11,18,14,31,20,36,60,56,59,27,""
08,19,19,25,33,60,44,48,46,56,42,19,18,14,11,20,17,18,19,25,35,43,54,61,49,""
09,18,20,19,29,41,73,35,70,44,47,37,24,24,20,15,14,30,24,20,42,79,76,79,26,""
10,31,17,46,64,60,64,70,66,50,38,43,24,20,24,18,15,17,25,33,46,55,54,69,47,""
11,3,26,38,52,52,42,58,56,44,43,45,25,11,25,13,16,17,24,23,40,50,65,65,30,""
12,25,26,34,43,46,54,49,54,52,51,37,24,24,13,12,22,18,30,34,38,59,60,69,30,""
13,22,22,25,55,37,51,45,56,40,49,39,25,18,15,18,17,14,20,23,43,57,58,76,41,""
14,27,10,35,33,67,49,51,53,41,51,25,29,20,15,21,16,14,30,37,41,55,64,58,54,""
15,15,17,24,28,36,68,60,60,56,37,35,14,22,20,8,8,22,22,25,34,52,67,60,34,""
16,31,18,19,16,58,58,56,69,53,42,42,32,19,21,18,10,18,28,23,44,60,70,74,29,""
17,22,25,38,66,45,55,45,65,51,40,23,18,22,13,13,6,17,14,29,29,46,50,60,52,""
18,20,19,21,42,44,27,39,45,38,28,23,17,18,9,13,11,11,14,18,30,35,52,55,30,""
19,26,26,44,46,39,62,66,58,55,45,31,28,18,14,17,18,18,15,28,39,49,61,64,22,""
20,28,10,35,37,41,48,66,52,56,43,24,16,16,14,23,8,17,34,30,53,60,74,65,19,""
21,14,12,33,47,57,56,54,73,54,42,40,20,20,21,17,17,14,26,28,42,61,74,64,74,""
22,25,13,21,23,56,86,64,59,50,50,24,34,27,19,23,19,16,25,28,36,34,65,48,23,""
23,21,19,26,20,58,60,54,64,56,44,32,20,27,12,15,18,13,16,19,33,62,76,65,73,""
24,44,24,40,52,43,81,37,59,60,53,36,19,17,20,25,11,18,30,33,49,55,62,72,64,""
25,28,17,57,63,62,60,69,55,58,36,23,22,26,21,17,16,14,14,33,34,54,53,65,19,""
26,17,17,25,45,52,61,57,72,58,30,31,14,16,23,11,8,15,17,21,45,59,62,68,38,""
27,21,20,33,56,57,66,53,65,46,43,28,26,19,24,14,20,20,28,26,46,62,61,80,31,""
28,20,25,39,64,55,58,57,66,51,40,44,20,17,17,13,13,16,14,18,29,39,60,67,31,""
29,26,27,27,34,72,80,62,71,52,36,22,24,15,20,12,15,16,23,18,40,58,61,97,47,""
30,22,22,29,21,62,70,66,63,73,50,34,30,19,13,17,13,17,22,26,44,66,56,86,93,""
31,25,23,41,64,67,81,61,67,62,46,37,21,18,23,22,18,19,24,32,45,51,67,72,54,""
[E]c'bf,"bheIyfz}'js"
