mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,55,51,54,52,54,50,49,40,28,33,27,27,18,12,18,16,16,15,11,-1,-1,17,20,31,""
02,33,34,49,49,54,26,37,34,34,15,14,22,19,23,12,7,4,13,8,13,12,14,21,41,""
03,42,52,44,58,35,39,37,21,-1,-1,24,22,29,27,23,21,17,14,7,-1,-1,-1,26,37,""
04,50,51,57,51,47,38,40,40,-1,-1,-1,21,18,23,13,27,11,8,-1,-1,18,22,31,21,""
05,47,41,49,47,38,34,37,25,42,33,31,-1,23,27,22,11,-1,18,11,7,8,-1,24,22,""
06,36,48,58,39,50,43,31,25,26,16,26,22,17,-1,24,19,13,10,6,-1,-1,26,16,26,""
07,26,31,46,54,38,48,41,33,30,17,32,33,30,23,15,17,12,11,12,-1,-1,31,21,36,""
08,54,51,46,48,54,44,30,38,23,21,32,30,21,13,14,11,14,10,16,21,27,-1,-1,28,""
09,30,63,52,58,49,45,48,40,33,21,18,23,28,20,16,9,10,10,3,-1,-1,-1,-1,16,""
10,45,58,58,56,56,54,34,41,40,27,31,22,36,21,16,25,22,16,5,6,19,19,18,19,""
11,45,49,64,51,46,35,30,26,26,19,33,19,22,21,22,14,18,18,8,-1,-1,13,17,21,""
12,43,49,42,45,51,46,38,26,31,37,27,33,22,21,21,16,15,11,7,-1,-1,-1,27,32,""
13,49,53,48,51,39,42,36,34,37,27,30,23,27,26,27,13,10,11,8,-1,-1,23,25,27,""
14,44,50,47,45,47,40,30,33,20,35,33,20,24,33,18,8,10,8,14,-1,-1,21,28,24,""
15,37,61,43,46,55,45,36,39,35,22,27,22,16,21,19,6,8,5,13,-1,-1,15,23,25,""
16,31,51,40,52,51,45,45,28,32,29,28,22,20,22,18,20,10,9,11,-1,-1,-1,36,45,""
17,51,51,55,56,44,48,32,21,27,33,24,31,22,25,24,21,15,9,9,9,-1,-1,32,37,""
18,47,51,67,58,45,39,39,40,30,33,31,28,34,23,24,22,21,22,20,-1,-1,23,17,20,""
19,43,45,78,43,47,45,45,36,34,38,37,29,22,24,16,18,19,12,13,-1,-1,-1,29,21,""
20,42,54,42,55,39,40,31,22,36,43,28,44,27,29,21,14,12,16,10,-1,12,21,14,19,""
21,37,36,49,40,45,28,40,24,38,32,31,29,24,28,21,19,15,7,16,-1,-1,24,23,36,""
22,56,57,68,47,34,43,42,37,34,29,22,30,21,15,17,17,12,8,6,6,10,23,21,30,""
23,23,35,44,61,39,52,48,42,35,19,20,26,25,15,19,11,12,11,7,10,12,-1,26,24,""
24,51,53,70,63,56,35,43,46,35,30,41,27,31,23,20,18,10,14,7,11,11,23,26,25,""
25,47,58,57,48,51,39,35,38,31,43,32,35,33,27,32,25,20,16,11,-1,-1,20,27,36,""
26,55,55,48,40,55,47,21,30,31,34,31,26,27,19,18,18,20,6,9,-1,-1,-1,18,33,""
27,67,51,46,41,51,35,26,44,40,33,38,36,31,33,18,14,16,4,8,11,11,11,21,34,""
28,39,49,50,38,42,40,41,27,40,43,30,37,30,25,26,14,13,7,9,-1,-1,12,16,24,""
29,-1,51,52,53,54,42,36,42,40,35,25,19,14,10,16,19,6,10,11,-1,-1,-1,21,17,""
30,38,62,66,56,49,37,22,36,23,25,22,19,24,18,25,14,3,8,7,-1,-1,18,17,39,""
31,52,55,59,61,48,38,34,27,33,38,32,33,31,26,22,15,17,7,-1,-1,-1,-1,-1,-1,""
